Forum_id|Tag_id
1498|24985
1499|23557
1499|24781
1499|25235
1499|25267
1499|26124
1499|26176
1499|28432
1499|30760
1499|32406
1499|33426
1500|28432
1501|23557
1502|32406
1503|25235
1504|30760
1505|32406
1506|30760
1507|32406
1508|26176
1509|28432
1510|25235
1511|25235
1512|32406
1513|26176
1514|26176
1515|24781
1516|25235
1517|28432
1518|23557
1519|33426
1520|30760
1521|24781
1522|32406
1523|30760
1524|25267
1525|24781
1526|26176
1527|23374
1527|23759
1527|23817
1527|24020
1527|24422
1527|24660
1527|24996
1527|25221
1527|25231
1527|25233
1527|25237
1527|25244
1527|25275
1527|25342
1527|25345
1527|26013
1527|26015
1527|26021
1527|26054
1527|26067
1527|26092
1527|26095
1527|26098
1527|26112
1527|26143
1527|26194
1527|26196
1527|26220
1527|26257
1527|26264
1527|26276
1527|26308
1527|26332
1527|28085
1527|28306
1527|28314
1527|28365
1527|28382
1527|29635
1527|29636
1527|30126
1527|30198
1527|30200
1527|30566
1527|30834
1527|32020
1527|32399
1527|33728
1527|33917
1527|34486
1527|34864
1527|35088
1528|26264
1529|30198
1530|24996
1531|25237
1532|26092
1533|26092
1534|30198
1535|30126
1536|26308
1537|26194
1538|28306
1539|26220
1540|26143
1541|24422
1542|28306
1543|26013
1544|28314
1545|24020
1546|26021
1547|28085
1548|30200
1549|26276
1550|25345
1551|26098
1552|25345
1553|23242
1553|23374
1553|23824
1553|24014
1553|24017
1553|24033
1553|24044
1553|24209
1553|24260
1553|24262
1553|24408
1553|24409
1553|24416
1553|24420
1553|24421
1553|24437
1553|24995
1553|24998
1553|25231
1553|25237
1553|25239
1553|25253
1553|25270
1553|25284
1553|25295
1553|25312
1553|25314
1553|25328
1553|26028
1553|26073
1553|26098
1553|26228
1553|26271
1553|28321
1553|28354
1553|28412
1553|29604
1553|29649
1553|30181
1553|32294
1553|32299
1553|34490
1553|34611
1553|34858
1553|34861
1553|34864
1553|34931
1553|34978
1554|32299
1555|34858
1556|34931
1557|24998
1558|24209
1559|29649
1560|23242
1561|24044
1562|25239
1563|24416
1564|25270
1565|34490
1566|29649
1567|34611
1568|32294
1569|23242
1570|25237
1571|23441
1571|23531
1571|23779
1571|23802
1571|24266
1571|24684
1571|24852
1571|24908
1571|25220
1571|25257
1571|25265
1571|25283
1571|26016
1571|26028
1571|26044
1571|26097
1571|26160
1571|26169
1571|29706
1571|29969
1571|30730
1571|32377
1571|34324
1571|34615
1571|38569
1572|23531
1573|26160
1574|30730
1575|34615
1576|30730
1577|38569
1578|24908
1579|34615
1580|26044
1581|26028
1582|26044
1583|23374
1583|23452
1583|23517
1583|23522
1583|23802
1583|23809
1583|23810
1583|23812
1583|23829
1583|24017
1583|24258
1583|24414
1583|24422
1583|24781
1583|24784
1583|24904
1583|24907
1583|24908
1583|24994
1583|25221
1583|25228
1583|25244
1583|25267
1583|25272
1583|25282
1583|25294
1583|25313
1583|25318
1583|25352
1583|26014
1583|26019
1583|26038
1583|26040
1583|26042
1583|26054
1583|26059
1583|26062
1583|26068
1583|26115
1583|26120
1583|26131
1583|26148
1583|26195
1583|26265
1583|26283
1583|26323
1583|28084
1583|28355
1583|28557
1583|28799
1583|29596
1583|29599
1583|29601
1583|29942
1583|30237
1583|30270
1583|30616
1583|30757
1583|30808
1583|31096
1583|32133
1583|32386
1583|32410
1583|32424
1583|32535
1583|33274
1583|34197
1583|34359
1583|35509
1583|35628
1583|36612
1584|24258
1584|24761
1584|24781
1584|25100
1584|26114
1584|26177
1584|26196
1584|28153
1584|31840
1584|32380
1585|26177
1586|25100
1587|28153
1588|24781
1589|26114
1590|31840
1591|32380
1592|26196
1593|24760
1593|25277
1593|38048
1594|23501
1594|25144
1594|25189
1594|25317
1594|26015
1594|26077
1594|26096
1594|26136
1594|26143
1594|26226
1594|30220
1594|30225
1594|30840
1594|32380
1595|23376
1595|23398
1595|23432
1595|23704
1595|24016
1595|24017
1595|24044
1595|24048
1595|24259
1595|24388
1595|24412
1595|24905
1595|25146
1595|25220
1595|25221
1595|25222
1595|25223
1595|25225
1595|25272
1595|25293
1595|25324
1595|26013
1595|26015
1595|26016
1595|26029
1595|26032
1595|26068
1595|26071
1595|26072
1595|26086
1595|26102
1595|26108
1595|26150
1595|26156
1595|26182
1595|26196
1595|26218
1595|26232
1595|28084
1595|28299
1595|28686
1595|29792
1595|30241
1595|30566
1595|30669
1595|30745
1595|31935
1595|32565
1595|33458
1595|34793
1596|23237
1596|23374
1596|23384
1596|23829
1596|24020
1596|24021
1596|24043
1596|24437
1596|24680
1596|24690
1596|24851
1596|24903
1596|24904
1596|24917
1596|25099
1596|25221
1596|25224
1596|25225
1596|25226
1596|25236
1596|25247
1596|25263
1596|25276
1596|25302
1596|26013
1596|26014
1596|26021
1596|26022
1596|26023
1596|26024
1596|26032
1596|26040
1596|26043
1596|26047
1596|26078
1596|26089
1596|26101
1596|26105
1596|26154
1596|26171
1596|26175
1596|26178
1596|26192
1596|26218
1596|26237
1596|26247
1596|26292
1596|26297
1596|26301
1596|28299
1596|28368
1596|29367
1596|29605
1596|29619
1596|29645
1596|29648
1596|29910
1596|30251
1596|30325
1596|30384
1596|30722
1596|30753
1596|30756
1596|30774
1596|30783
1596|31637
1596|32424
1596|32497
1596|33102
1596|33685
1596|34643
1596|34773
1596|34813
1596|34903
1596|35959
1597|23242
1597|23441
1597|23814
1597|23830
1597|24011
1597|24017
1597|24409
1597|24413
1597|24416
1597|24421
1597|24422
1597|24851
1597|24994
1597|25231
1597|25303
1597|26074
1597|26161
1597|26196
1597|26227
1597|28083
1597|28298
1597|28368
1597|28427
1597|29649
1597|30174
1597|30181
1597|30616
1597|32410
1597|34611
1597|34615
1597|34644
1597|35238
1598|23515
1598|24023
1598|24983
1598|26053
1598|26060
1598|26125
1598|26193
1598|26336
1598|29316
1599|23794
1599|23810
1599|34978
1600|24018
1600|24021
1600|24407
1600|25136
1600|28314
1601|25136
1602|24021
1603|24021
1604|28314
1605|24018
1606|25136
1607|24021
1608|25136
1609|24407
1610|25136
1611|24018
1612|24018
1613|24018
1614|24018
1615|25136
1616|24021
1617|28314
1618|24018
1619|24407
1620|23516
1620|24013
1620|24646
1620|26015
1621|23242
1622|23242
1623|23242
1624|23242
1625|23242
1626|23242
1627|23242
1628|23242
1629|23242
1630|23242
1631|23704
1631|24034
1631|24260
1631|24429
1631|24737
1631|25224
1631|25230
1631|25232
1631|25246
1631|25284
1631|25301
1631|25344
1631|26013
1631|26017
1631|26027
1631|26028
1631|26049
1631|26084
1631|26152
1631|26180
1631|26188
1631|26217
1631|26218
1631|26222
1631|26235
1631|26310
1631|26316
1631|26329
1631|28399
1631|30169
1631|30200
1631|30210
1631|30839
1631|32386
1631|32431
1631|38914
1632|23480
1633|24646
1633|26324
1633|32445
1634|32445
1635|32445
1636|23242
1636|23244
1636|23245
1636|23375
1636|23441
1636|23654
1636|23685
1636|23811
1636|23814
1636|23823
1636|23824
1636|23830
1636|23832
1636|24011
1636|24014
1636|24017
1636|24018
1636|24031
1636|24044
1636|24209
1636|24210
1636|24212
1636|24406
1636|24413
1636|24415
1636|24416
1636|24422
1636|24434
1636|24781
1636|24985
1636|24995
1636|25145
1636|25148
1636|25220
1636|25228
1636|25237
1636|25256
1636|25264
1636|25267
1636|25281
1636|25282
1636|25290
1636|25304
1636|25309
1636|25314
1636|25345
1636|25351
1636|25354
1636|26024
1636|26025
1636|26039
1636|26044
1636|26342
1636|28310
1636|28321
1636|28394
1636|28397
1636|28427
1636|28428
1636|29649
1636|29654
1636|30181
1636|30200
1636|30235
1636|30840
1636|32272
1636|32299
1636|32710
1636|34490
1636|34615
1636|34644
1636|34858
1636|34861
1636|34864
1636|34869
1636|34878
1636|34931
1636|34978
1636|35238
1637|25354
1638|24414
1638|25165
1639|23253
1640|23253
1641|23253
1642|23253
1643|23253
1644|23253
1645|23253
1646|23253
1647|23253
1648|23253
1649|23253
1650|23253
1651|23253
1652|23253
1653|23253
1654|23253
1655|23253
1656|23253
1657|23253
1658|23253
1659|23253
1660|23253
1661|23253
1662|23253
1663|24012
1663|24018
1663|24409
1663|24692
1663|25239
1663|25267
1663|25273
1663|25280
1663|25320
1663|26031
1663|26039
1663|26043
1663|26067
1663|26072
1663|26102
1663|26171
1663|26198
1663|26218
1663|26246
1663|26320
1663|28869
1663|30217
1663|30834
1663|32377
1663|33008
1663|35926
1664|23376
1664|23760
1664|23802
1664|23807
1664|24032
1664|24048
1664|24427
1664|24438
1664|24439
1664|24740
1664|24906
1664|24994
1664|25146
1664|25155
1664|25221
1664|25238
1664|25240
1664|25250
1664|25258
1664|25263
1664|25294
1664|25322
1664|25328
1664|25352
1664|25356
1664|26018
1664|26031
1664|26035
1664|26039
1664|26046
1664|26094
1664|26104
1664|26106
1664|26123
1664|26142
1664|26144
1664|26154
1664|26155
1664|26201
1664|26220
1664|26281
1664|26331
1664|26333
1664|28111
1664|28216
1664|28238
1664|28782
1664|29116
1664|29597
1664|29630
1664|29685
1664|29692
1664|30229
1664|30241
1664|30759
1664|30774
1664|30818
1664|31343
1664|32294
1664|32508
1664|32685
1664|33423
1664|34531
1664|35374
1664|35532
1664|37571
1665|25180
1665|32272
1666|32272
1667|32272
1668|25180
1669|25180
1670|32272
1671|32272
1672|25180
1673|25180
1674|32272
1675|32272
1676|25180
1677|25180
1678|25180
1679|32272
1680|32272
1681|32272
1682|23511
1682|24020
1682|24998
1682|25226
1682|26092
1682|34869
1682|35108
1683|35108
1684|24020
1685|23511
1686|26092
1687|25226
1688|23511
1689|34869
1690|26092
1691|26092
1692|25226
1693|34869
1694|35108
1695|24998
1696|35108
1697|35108
1698|26092
1699|23244
1699|23442
1699|23805
1699|24014
1699|24644
1699|24690
1699|24996
1699|25225
1699|25280
1699|26015
1699|26019
1699|26121
1699|26277
1699|28298
1699|28399
1699|29674
1699|30743
1699|34645
1699|35283
1699|35532
1700|26019
1701|25225
1702|26121
1703|26019
1704|25225
1705|23244
1706|35283
1707|26121
1708|26121
1709|24644
1710|30743
1711|30743
1712|24014
1713|24690
1714|26277
1715|26019
1716|24665
1716|28957
1716|29601
1717|29601
1718|24665
1719|28957
1720|24665
1721|24665
1722|29601
1723|24665
1724|29601
1725|28957
1726|29601
1727|29601
1728|28957
1730|23511
1731|23245
1731|23374
1731|23801
1731|24268
1731|24407
1731|24430
1731|24646
1731|24905
1731|25221
1731|26014
1731|26025
1731|28392
1731|28420
1731|32562
1732|23242
1732|23245
1732|23811
1732|23814
1732|23824
1732|23830
1732|24010
1732|24011
1732|24014
1732|24017
1732|24018
1732|24043
1732|24406
1732|24411
1732|24416
1732|24427
1732|24429
1732|24431
1732|24434
1732|24442
1732|24998
1732|25002
1732|25145
1732|25176
1732|25232
1732|25267
1732|25273
1732|25284
1732|25301
1732|25303
1732|25304
1732|25306
1732|25329
1732|26021
1732|26029
1732|26033
1732|26038
1732|26049
1732|26077
1732|26085
1732|26108
1732|26235
1732|28321
1732|28394
1732|28398
1732|29512
1732|29594
1732|29649
1732|29870
1732|30181
1732|32272
1732|32334
1732|32480
1732|32553
1732|32710
1732|34486
1732|34490
1732|34615
1732|34864
1732|34923
1732|36774
1733|23832
1733|25099
1733|25147
1733|25222
1733|35652
1734|25099
1735|25099
1736|35652
1737|25147
1738|35652
1739|35652
1740|25099
1741|25147
1742|35652
1743|23832
1744|25222
1745|25099
1746|25099
1747|25099
1748|23832
1749|23832
1750|35652
1751|25222
1752|23832
1753|25099
1754|25099
1755|25222
1756|25099
1757|25147
1758|23832
1759|23832
1760|35652
1761|25222
1762|25099
1763|24634
1763|26139
1763|35680
1764|35680
1765|24634
1766|35680
1767|35680
1768|35680
1769|26139
1770|24634
1771|24634
1772|35680
1773|24634
1774|35680
1775|35680
1776|24634
1777|35680
1778|24634
1779|35680
1780|26139
1781|26139
1782|35680
1783|35680
1784|26139
1785|35680
1786|26139
1787|24634
1788|24634
1789|24634
1790|24634
1791|35680
1792|24419
1792|24698
1792|25000
1792|25220
1792|25229
1792|25240
1792|25323
1792|26040
1792|26046
1792|26094
1792|26112
1792|26151
1792|26193
1792|26260
1792|26286
1792|26332
1792|28782
1792|29727
1792|30227
1792|30267
1792|32377
1792|32379
1792|32546
1792|33794
1792|34233
1793|29727
1794|26286
1795|30267
1796|26151
1797|26046
1798|34233
1799|26260
1800|24698
1801|29727
1802|26112
1803|24419
1804|25000
1805|34233
1806|30227
1807|33794
1808|26046
1809|33794
1810|25220
1811|24419
1812|25240
1813|25220
1814|26094
1815|25220
1816|30227
1817|33794
1818|23375
1818|23378
1818|23514
1818|23524
1818|23694
1818|23706
1818|23781
1818|23809
1818|24030
1818|24031
1818|24045
1818|24428
1818|24782
1818|24847
1818|24919
1818|24994
1818|25220
1818|25223
1818|25225
1818|25230
1818|25232
1818|25250
1818|25292
1818|25293
1818|26013
1818|26014
1818|26015
1818|26019
1818|26026
1818|26029
1818|26041
1818|26045
1818|26053
1818|26063
1818|26071
1818|26074
1818|26087
1818|26114
1818|26123
1818|26153
1818|26179
1818|26212
1818|26225
1818|26272
1818|26296
1818|28291
1818|28297
1818|28368
1818|28377
1818|28383
1818|28420
1818|28719
1818|28976
1818|30235
1818|30839
1818|31519
1818|31766
1818|32380
1818|32431
1818|33458
1818|33938
1818|35858
1818|37051
1819|26019
1820|28368
1821|28377
1822|23809
1823|24428
1824|25293
1825|25230
1826|26114
1827|32380
1828|25293
1829|26123
1830|26087
1831|25230
1832|23694
1833|26225
1834|28976
1835|25292
1836|26123
1837|26029
1838|26045
1839|25230
1840|24847
1841|30839
1842|24761
1842|25265
1842|25341
1842|26034
1842|26124
1842|26229
1842|29636
1842|30250
1842|30760
1842|35982
1843|25341
1844|29636
1845|26229
1846|24761
1847|35982
1848|29636
1849|25265
1850|30250
1851|25341
1852|26124
1853|26124
1854|30250
1855|26124
1856|26229
1857|25265
1858|25265
1859|26034
1860|24761
1861|25341
1862|25341
1863|26034
1864|25341
1865|23519
1865|23706
1865|23781
1865|23807
1865|23821
1865|24018
1865|24031
1865|24048
1865|24212
1865|24903
1865|25127
1865|25234
1865|25294
1865|25299
1865|25301
1865|25305
1865|26013
1865|26022
1865|26023
1865|26033
1865|26035
1865|26047
1865|26053
1865|26054
1865|26077
1865|26078
1865|26086
1865|26091
1865|26103
1865|26110
1865|26124
1865|26150
1865|26157
1865|26162
1865|26189
1865|26190
1865|26210
1865|26271
1865|26343
1865|28406
1865|29601
1865|29631
1865|30055
1865|30265
1865|30743
1865|30774
1865|30806
1865|31174
1865|31712
1865|31949
1865|32406
1865|32497
1865|32612
1865|33283
1865|33351
1865|33705
1865|33824
1865|34218
1865|34722
1865|34800
1866|25234
1867|33705
1868|26157
1869|26150
1870|30055
1871|24048
1872|25299
1873|26103
1874|26091
1875|26022
1876|26023
1877|26033
1878|26013
1879|26077
1880|33283
1881|33824
1882|29631
1883|26271
1884|26022
1885|26190
1886|26103
1887|26157
1888|28406
1889|33351
1890|34722
1891|31712
1910|23242
1910|23695
1910|23808
1910|24436
1910|24438
1910|24852
1910|25093
1910|25099
1910|25146
1910|26013
1910|26030
1910|26129
1910|26196
1910|26205
1910|26222
1910|26316
1910|28083
1910|30147
1910|30174
1910|30488
1910|30750
1910|34038
1911|23441
1911|24647
1911|25099
1911|25225
1911|25266
1911|25292
1911|25294
1911|26095
1911|26185
1911|28080
1911|28368
1911|30212
1911|30616
1911|30840
1911|30982
1911|32294
1911|32406
1911|32410
1911|34553
1912|32406
1913|30212
1914|32294
1915|26185
1916|28368
1917|32410
1918|30982
1919|26095
1920|25099
1921|23441
1922|32406
1923|34553
1924|30982
1925|25266
1926|23379
1926|24258
1926|24260
1926|24761
1926|24904
1926|24907
1926|25189
1926|25278
1926|25315
1926|25344
1926|26015
1926|26025
1926|26066
1926|26111
1926|26219
1926|26256
1926|26273
1926|28395
1926|28552
1926|28830
1926|29603
1926|29649
1926|30818
1926|30997
1926|31891
1926|32294
1926|32897
1926|33985
1926|34486
1926|34773
1926|35180
1926|35532
1927|23374
1927|23380
1927|23514
1927|24031
1927|24040
1927|24746
1927|24905
1927|25188
1927|25220
1927|25223
1927|25240
1927|25257
1927|25264
1927|25267
1927|25294
1927|25295
1927|25321
1927|26016
1927|26018
1927|26030
1927|26041
1927|26211
1927|26238
1927|26262
1927|26350
1927|28084
1927|28250
1927|28674
1927|29976
1927|30188
1927|30806
1927|32497
1927|34644
1927|37044
1927|38398
1928|23375
1928|23801
1928|24421
1928|24442
1928|24768
1928|25224
1928|25253
1928|25290
1928|26313
1928|28080
1928|32333
1928|32565
1929|25253
1930|25224
1931|25224
1932|32565
1933|24421
1934|23514
1934|23518
1934|23685
1934|23804
1934|23806
1934|24035
1934|24681
1934|24690
1934|25263
1934|25301
1934|26026
1934|26043
1934|26103
1934|26134
1934|28299
1934|30669
1934|30755
1934|30760
1934|30839
1934|32508
1934|33281
1934|33834
1934|35111
1935|24989
1935|26013
1935|26168
1936|26221
1936|28079
1937|26221
1938|28079
1939|26221
1940|28079
1941|28079
1942|26221
1943|26221
1944|28079
1945|26221
1946|28079
1947|28079
1948|28079
1949|26221
1950|28079
1951|28079
1952|26221
1953|26221
1954|28079
1955|28079
1956|26221
1957|26221
1958|26221
1959|28079
1960|28079
1961|26221
1962|26221
1963|26221
1964|28079
1965|26221
1966|23381
1966|23515
1966|23802
1966|23806
1966|23819
1966|23821
1966|24018
1966|24425
1966|24686
1966|24913
1966|24996
1966|25001
1966|25003
1966|25005
1966|25007
1966|25176
1966|25221
1966|25228
1966|25234
1966|25241
1966|25248
1966|25253
1966|25266
1966|28397
1966|32331
1966|32397
1966|32399
1966|32406
1966|32480
1966|32722
1966|34858
1966|34861
1966|34923
1966|34934
1967|23442
1967|23535
1967|23685
1967|23705
1967|23781
1967|23801
1967|23809
1967|23815
1967|23832
1967|24210
1967|24257
1967|24258
1967|24400
1967|24406
1967|24407
1967|24412
1967|24414
1967|24422
1967|24427
1967|24431
1967|24437
1967|24441
1967|24657
1967|24850
1967|24910
1967|24995
1967|25000
1967|25166
1967|25189
1967|25220
1967|25221
1967|25239
1967|25254
1967|25285
1967|25319
1967|25331
1967|25354
1967|26023
1967|26033
1967|26059
1967|26084
1967|26131
1967|26164
1967|26195
1967|26202
1967|26209
1967|26260
1967|26262
1967|26284
1967|26306
1967|26347
1967|28085
1967|28314
1967|28353
1967|28395
1967|28427
1967|28428
1967|28494
1967|29631
1967|29654
1967|30181
1967|30816
1967|30919
1967|32272
1967|32320
1967|32406
1967|32413
1967|32713
1967|34490
1967|34611
1967|34644
1967|34767
1967|34979
1967|37272
1968|25189
1969|24257
1970|34611
1971|28427
1972|29654
1973|37272
1974|34767
1975|28427
1976|32713
1977|29654
1978|25220
1979|23442
1980|24437
1981|26023
1982|24995
1983|25189
1984|26164
1985|24441
1986|24210
1987|23832
1988|24427
1989|25331
1990|34767
1991|28494
1992|25254
1993|23442
1994|24422
1995|23781
1996|26023
1997|23429
1998|23429
1999|23429
2000|23429
2001|23429
2002|23429
2003|23429
2004|23429
2005|23429
2006|23429
2007|23429
2008|23429
2009|23429
2010|23429
2011|23429
2012|23429
2013|23429
2014|23429
2015|23429
2016|23429
2017|23429
2018|23429
2019|23429
2020|23429
2021|23429
2022|23429
2023|23429
2024|23429
2025|23429
2026|23429
2027|23381
2027|23382
2027|23432
2027|23527
2027|23533
2027|23652
2027|24012
2027|24014
2027|24023
2027|24210
2027|24413
2027|24442
2027|24690
2027|24851
2027|24916
2027|24969
2027|24998
2027|25166
2027|25221
2027|25223
2027|25226
2027|25239
2027|25264
2027|25267
2027|25282
2027|25295
2027|25301
2027|25355
2027|26013
2027|26018
2027|26026
2027|26043
2027|26066
2027|26127
2027|26130
2027|26143
2027|26150
2027|26155
2027|26160
2027|26167
2027|26183
2027|26189
2027|26215
2027|26273
2027|26307
2027|26308
2027|26315
2027|28350
2027|28365
2027|28395
2027|29274
2027|29603
2027|29604
2027|29613
2027|29695
2027|30218
2027|30248
2027|30616
2027|30823
2027|32077
2027|32710
2027|32713
2027|33273
2027|33696
2027|35298
2027|38072
2028|23516
2028|23520
2028|23684
2028|23776
2028|24042
2028|24264
2028|24421
2028|24851
2028|24880
2028|25220
2028|25221
2028|26015
2028|26035
2028|26062
2028|26114
2028|26126
2028|26181
2028|26240
2028|26246
2028|26319
2028|28392
2028|28394
2028|29090
2028|29307
2028|29613
2028|29894
2028|30198
2028|30226
2028|30770
2028|37425
2028|38192
2029|29894
2030|29894
2031|29090
2032|24880
2033|29894
2034|30198
2035|25220
2036|30198
2037|24851
2038|24851
2039|26015
2040|24880
2041|37425
2042|23520
2043|25220
2044|26246
2045|26319
2046|23516
2047|30770
2048|24880
2049|26181
2050|23706
2050|23780
2050|23802
2050|23803
2050|24014
2050|24209
2050|24416
2050|24765
2050|24781
2050|24911
2050|24989
2050|24994
2050|24998
2050|25099
2050|25221
2050|25227
2050|25247
2050|25258
2050|25261
2050|25311
2050|25318
2050|25319
2050|26015
2050|26021
2050|26026
2050|26027
2050|26042
2050|26062
2050|26141
2050|26147
2050|26155
2050|26166
2050|26174
2050|26175
2050|26221
2050|26247
2050|26277
2050|26312
2050|26331
2050|26339
2050|28321
2050|28388
2050|28412
2050|29623
2050|29910
2050|29915
2050|30126
2050|30218
2050|30361
2050|30791
2050|30830
2050|30846
2050|32555
2050|34490
2051|29915
2052|26147
2053|30218
2054|26062
2055|30846
2056|26339
2057|23706
2058|26141
2059|26174
2060|25099
2061|25221
2062|25311
2063|26174
2064|26147
2065|24989
2066|26331
2067|26062
2068|23368
2069|23245
2069|23779
2069|23797
2069|23802
2069|24012
2069|24043
2069|24781
2069|24782
2069|25221
2069|25227
2069|25326
2069|26023
2069|26031
2069|26038
2069|26114
2069|26156
2069|26199
2069|28350
2069|29640
2069|30135
2069|30759
2069|32377
2069|32399
2069|32713
2069|34934
2070|23415
2070|23652
2070|23802
2070|23818
2070|24014
2070|24021
2070|24268
2070|25003
2070|25007
2070|25223
2070|25254
2070|25284
2070|26018
2070|26030
2070|26107
2070|26161
2070|26227
2070|26258
2070|26304
2070|28306
2070|28427
2070|29599
2070|29608
2070|29899
2070|29910
2070|29979
2070|30198
2070|30750
2070|30779
2070|30823
2070|30856
2070|32331
2070|32535
2070|32546
2071|24677
2072|24677
2073|24677
2074|24677
2075|24677
2076|24677
2077|23374
2077|23442
2077|23801
2077|23823
2077|24012
2077|24014
2077|24032
2077|24212
2077|24443
2077|24680
2077|24783
2077|24903
2077|24917
2077|25232
2077|25313
2077|25321
2077|26021
2077|26024
2077|26052
2077|26074
2077|26105
2077|28428
2077|29621
2077|29645
2077|30830
2077|32553
2077|32710
2078|26105
2079|23442
2080|23374
2080|25250
2080|26030
2080|26045
2080|26058
2080|28087
2080|30204
2080|32508
2080|35111
2080|37054
2081|24264
2081|24968
2081|26066
2081|26085
2081|26296
2081|30216
2081|30227
2082|25165
2082|26050
2083|25098
2083|26280
2084|25098
2085|25098
2086|25098
2087|25098
2088|23518
2088|23694
2088|23801
2088|23806
2088|24012
2088|24042
2088|24263
2088|24994
2088|25220
2088|25229
2088|25277
2088|25298
2088|25312
2088|25357
2088|26030
2088|26039
2088|26049
2088|26086
2088|26093
2088|26094
2088|26099
2088|26112
2088|26118
2088|26233
2088|26249
2088|26261
2088|26302
2088|28368
2088|28654
2088|29084
2088|29611
2088|30216
2088|30268
2088|32431
2088|33264
2089|26261
2090|28654
2091|23245
2091|23694
2092|23375
2092|23514
2092|23758
2092|23760
2092|23834
2092|24037
2092|24043
2092|24209
2092|24416
2092|24850
2092|24999
2092|25000
2092|25145
2092|25189
2092|25222
2092|25228
2092|25236
2092|25237
2092|25254
2092|25284
2092|25319
2092|26018
2092|26019
2092|26037
2092|26053
2092|26063
2092|26066
2092|26072
2092|26197
2092|26308
2092|26331
2092|26345
2092|28131
2092|28249
2092|28383
2092|28539
2092|28938
2092|29599
2092|29649
2092|30181
2092|30245
2092|30251
2092|30756
2092|32382
2092|32672
2092|34018
2093|30756
2094|30181
2095|24999
2096|29599
2097|26063
2098|24037
2099|30251
2100|30251
2101|26345
2102|25145
2103|25237
2104|26072
2105|26345
2106|25254
2107|25284
2108|26345
2109|26345
2110|25254
2111|24037
2112|25284
2113|30181
2114|25145
2115|23834
2116|26197
2117|25189
2118|30251
2119|30245
2120|26018
2121|23834
2122|29599
2123|23694
2123|23800
2123|25252
2123|26020
2123|30268
2123|30818
2124|25129
2124|26066
2124|30770
2124|30778
2125|26066
2126|26066
2127|25129
2128|30770
2129|25129
2130|26066
2131|30770
2132|30778
2133|25129
2134|30770
2135|26066
2136|26066
2137|25129
2138|30778
2139|30770
2140|30770
2141|30770
2142|30778
2143|25129
2144|26066
2145|30778
2146|30770
2147|26066
2148|26066
2149|30778
2150|30778
2151|25129
2152|26066
2153|25129
2154|25129
2155|24565
2156|24565
2157|24565
2158|24565
2159|24565
2160|24565
2161|24565
2162|24565
2163|24565
2164|24565
2165|24565
2166|24565
2167|24565
2168|24565
2169|24565
2170|24565
2171|24565
2172|24565
2173|24565
2174|24565
2175|24565
2176|24565
2177|24565
2178|24565
2179|24565
2180|24565
2181|23242
2181|23384
2181|29645
2182|23242
2183|25035
2183|26049
2183|26132
2183|26136
2183|26285
2183|26320
2183|28539
2183|29940
2183|31013
2183|31343
2183|32562
2183|32784
2183|34777
2184|26132
2185|31343
2186|32784
2187|32562
2188|26320
2189|26285
2190|26136
