Post_id|Tag_id
193687|26225
193687|28923
193687|29601
193687|29652
193687|30856
193687|33389
193688|24848
193688|31738
193688|32805
193688|33646
193688|34195
193688|34637
193688|36058
193688|36700
193688|36745
193688|38012
193689|25180
193689|28518
193689|30591
193690|25180
193690|26194
193690|26311
193690|34401
193690|35646
193691|24409
193691|24848
193691|29614
193691|30185
193691|30413
193691|32851
193692|23240
193692|24427
193692|26217
193692|26263
193692|28312
193692|30254
193692|32702
193693|23253
193694|23253
193695|23253
193696|23253
193697|23253
193698|23253
193699|23253
193700|23253
193701|23253
193702|23253
193703|23253
193704|23253
193705|23253
193866|24012
193866|25273
193867|24012
193867|26031
193868|24012
193868|26198
193868|26218
193869|24012
193870|24012
193870|26031
193871|24012
193871|24409
193871|28869
193872|24012
193872|26043
193873|24012
193873|26031
193873|26246
193874|24012
193875|24012
193875|26246
193876|24012
193876|28869
193876|30217
193877|24012
193878|24656
193879|23631
193879|23806
193879|24769
193879|24994
193879|26221
193879|29135
193879|30849
193880|23631
193880|24042
193880|24852
193880|26089
193880|26095
193880|26102
193880|30779
193880|34968
193880|35037
193881|23631
193881|29633
193881|30228
193881|33430
193881|34949
193882|23631
193882|26091
193882|29506
193882|30241
193882|30246
193882|30468
193883|23631
193883|30381
193884|23631
193884|23684
193884|23802
193884|24408
193884|25251
193884|26066
193884|28634
193884|29870
193884|32380
193885|23534
193885|23631
193885|26235
193885|30808
193885|34612
193885|34935
193885|34960
193885|35440
193886|23631
193886|29323
193886|32369
193886|35278
193886|38442
194045|23511
194046|23511
194130|23244
194131|24984
194131|25344
194131|28460
194131|30825
194131|32518
194276|24665
194277|24665
194374|23242
194374|24431
194375|23242
194375|25303
194375|26049
194376|23242
194376|23245
194377|23242
194377|24017
194377|24434
194377|25002
194377|25232
194377|25303
194377|26033
194378|23242
194378|23814
194378|32553
194378|34864
194378|34923
194379|23242
194379|32272
194379|34864
194380|23242
194380|24010
194380|24014
194380|24416
194380|28321
194380|32334
194381|23242
194381|23824
194381|24429
194381|25301
194382|23242
194382|24018
194382|25329
194382|26038
194382|29594
194383|23242
194383|23811
194383|24429
194383|24998
194383|26038
194383|26108
194383|29870
194384|23242
194384|23811
194384|24011
194384|25284
194385|23242
194385|23824
194385|24431
194385|24442
194385|25145
194385|25303
194386|23242
194386|28321
194387|23242
194387|25002
194387|25303
194388|23242
194388|30181
194389|23242
194389|24429
194389|25145
194390|23242
194390|23245
194390|24416
194390|26085
194390|32710
194391|23242
194391|24998
194391|26049
194391|32480
194392|23242
194392|26038
194392|32710
194393|23242
194393|24010
194393|26029
194394|23242
194394|24011
194394|25301
194394|26033
194394|26038
194394|26085
194395|23242
194396|25166
194396|29832
194396|29946
194396|30568
194396|30827
194396|32206
194397|25166
194397|28621
194397|28835
194397|29303
194397|29405
194397|29719
194398|24030
194398|24680
194398|26019
194398|34954
194398|35517
194398|38178
194399|23498
194399|28321
194399|30747
194399|32497
194400|23705
194400|25166
194400|26029
194400|31711
194400|37543
194401|23480
194401|28296
194401|29073
194401|30770
194401|38441
194402|25166
194402|28372
194402|31473
194402|33099
194403|24680
194403|26266
194403|35487
194404|24782
194404|25166
194404|26134
194404|36449
194404|36462
194404|37408
194405|25166
194405|28227
194405|28333
194405|28408
194405|29664
194405|31592
194406|24014
194406|24680
194406|28294
194406|32290
194406|32385
194406|32563
194406|35297
194407|24680
194407|26037
194407|26221
194407|32526
194408|25166
194408|26124
194408|29123
194408|30754
194409|23832
194410|25096
194410|26142
194410|30789
194410|38231
194411|25096
194411|25228
194411|26131
194411|29013
194411|30566
194412|25096
194412|26179
194412|26228
194412|26274
194412|29082
194412|29601
194412|31396
194413|24996
194413|25096
194413|26024
194413|30190
194413|30834
194414|25096
194414|26281
194414|32177
194414|33787
194684|24634
194685|24634
194686|24634
194687|24634
194688|24634
194689|24634
194689|35680
194690|24634
194691|24634
194692|24634
194693|24634
194694|24634
194695|23776
194695|26069
194695|29530
194695|30782
194695|32513
194696|23807
194696|25442
194696|30235
194696|30839
194696|31523
194696|32351
194697|25253
194697|25442
194697|26127
194698|23480
194698|24851
194698|35536
194699|25252
194699|25442
194699|30375
194699|38200
194700|25166
194700|25227
194700|28710
194700|29277
194700|29954
194700|33425
194700|33812
194700|35488
194701|25166
194701|30091
194702|23480
194702|28294
194702|28394
194702|29900
194702|30270
194702|30779
194702|32276
194702|35399
194703|23776
194703|24781
194703|32279
194703|34497
194703|34830
194703|34977
194703|37235
194704|24037
194704|24210
194704|25325
194704|25442
194704|28312
194704|28427
194704|28998
194704|32593
194705|23776
194705|24010
194705|28337
194705|28361
194705|28369
194705|30782
194705|32572
194705|32856
194706|25442
194706|32431
194706|32462
195036|24680
195036|26075
195036|29274
195036|29673
195036|32398
195036|35452
195037|24966
195037|28344
195037|34172
195037|35424
195038|23797
195038|24966
195038|32398
195038|32485
195038|32662
195038|34575
195038|34969
195038|36043
195333|23375
195333|24994
195333|25225
195333|26026
195333|26212
195334|23375
195334|23809
195334|25292
195335|23375
195335|24045
195335|24428
195335|24994
195335|26212
195335|28297
195336|23375
195336|23809
195336|24031
195336|37051
195337|24013
195337|24422
195337|24423
195337|24689
195337|28330
195337|28335
195337|28410
195337|29647
195337|32301
195337|37057
195338|24689
195338|25237
195338|29646
195339|24689
195339|24904
195339|28338
195339|28356
195339|32299
195339|35988
195340|24689
195340|24912
195340|26154
195340|30182
195340|35988
195341|23809
195341|24689
195341|29606
195341|29645
195341|34643
195341|34767
195342|24689
195342|24912
195342|29611
195342|30805
195342|34649
195343|24689
195343|28311
195343|28361
195344|24689
195344|26324
195344|28335
195344|30192
195344|32296
195345|24214
195345|24415
195345|24689
195345|26324
195346|24689
195346|24784
195346|28313
195346|34649
195553|24761
195553|26229
195554|24761
195555|24761
195555|26034
195556|24761
195556|25341
195557|24761
195558|24761
195559|24761
195560|24761
195561|24761
195562|24761
195562|29636
195563|24761
195564|24761
195565|24761
195566|24761
195566|26034
195567|24761
195568|24761
195569|24761
195569|30250
195570|24761
195571|24761
195571|30760
195572|24761
195572|26229
195572|35982
195573|24761
195573|35982
195574|24761
195575|24761
195575|29636
195576|24761
195577|24761
195577|26034
195578|24761
195579|24761
195580|24777
195580|28311
195580|35802
195581|23649
195581|26067
195581|35246
195582|25173
195582|28366
195582|29976
195582|30190
195582|34789
195583|23517
195583|24018
195583|24611
195583|24762
195583|26258
195583|26282
195583|26330
195583|28326
195583|30838
195584|24689
195584|26039
195584|28315
195584|28337
195584|32296
195585|24777
195585|28083
195585|30174
195586|24646
195586|25357
195586|32581
195586|34834
195586|34901
195586|34950
195587|24646
195587|25224
195587|31546
195587|34795
195587|35222
195588|25166
195588|36351
195589|23803
195589|24644
195589|26167
195589|26265
195589|32474
195589|32553
195590|25173
195590|26223
195590|28864
195590|30182
195591|24430
195591|24762
195591|26346
195591|34488
195592|25166
195592|29125
195592|33666
195593|24639
195593|24646
195593|26238
195593|30227
195593|32310
195593|35338
195594|25166
195594|25173
195594|25253
195594|31290
195594|31939
195594|34926
195595|24777
195595|30572
195595|32386
195595|34086
195595|38034
195596|24689
195596|30812
195596|32512
195596|34649
195596|37057
195597|24646
195597|25292
195597|29642
195597|32328
195597|35873
195598|25173
195598|32680
195598|34936
195599|23649
195599|24999
195599|25271
195599|26211
195599|30800
195599|37717
195600|25173
195600|33451
195600|34474
195601|23780
195601|24762
195601|26073
195601|28387
195601|32398
195601|34516
195602|24440
195602|24689
195602|28339
195602|32573
195602|36662
195603|25166
195603|30390
195603|30442
195603|30447
195603|37708
195604|24646
195604|26020
195604|30242
195604|35524
195605|23532
195605|24762
195605|26115
195605|26200
195605|33129
195605|35738
195605|35781
195605|37262
195605|38244
195606|23649
195606|25296
195606|30399
195606|33223
195606|36523
195607|23704
195607|24646
195607|26167
195607|29640
195607|32342
195608|25173
195608|25345
195608|26270
195608|26338
195608|31856
195609|24762
195609|25271
195609|28296
195610|24209
195610|24440
195610|24689
195611|29636
195612|29636
195613|29636
195614|29636
195615|29636
195616|29636
195617|29636
195618|29636
195619|29636
195620|29636
195621|29636
195622|29636
195623|29636
195624|29636
195625|29636
195626|29636
195627|29636
195628|29636
195629|29636
195630|29636
195631|29636
195632|29636
195633|29636
195634|29636
195635|29636
195636|29636
195637|29636
195638|29636
195639|29636
195640|29636
195641|29636
195642|29636
195643|29636
195644|23646
195644|32422
195644|37239
195645|23646
195645|26346
195645|28704
195645|31305
195646|23646
195646|26129
195646|28363
195646|30754
195646|32589
195646|32752
195646|37313
195647|23646
195647|26188
195647|26278
195647|32367
195647|32393
195647|32966
195647|36825
195648|23646
195648|28998
195648|30189
195648|31922
195648|34891
195648|35403
195649|23646
195649|23760
195649|26030
195649|28335
195649|29341
195649|35328
195649|35660
196350|23242
196350|25099
196350|26196
196351|23441
196351|30982
196352|23441
196352|25294
196353|23441
196353|30840
196354|23441
196355|23441
196355|25225
196356|23441
196356|25099
196356|30616
196357|23441
196357|25225
196357|25266
196358|23441
196358|25292
196359|23441
196359|34553
196360|23441
196360|26185
196361|23441
196361|25225
196361|26185
196361|32406
196362|24646
196362|26013
196362|26051
196362|34516
196362|35906
196363|24646
196363|25269
196363|25285
196363|28295
196363|32284
196363|34884
196364|24431
196364|24438
196364|24646
196364|25322
196364|26115
196364|35132
196364|35524
196365|24646
196365|32402
196365|35906
196366|24646
196366|26054
196366|26057
196366|30753
196366|32345
196367|24646
196367|32281
196367|32466
196368|23810
196368|24646
196368|26124
196368|29595
196368|34771
196368|35338
196369|24646
196369|26294
196369|32336
196370|24646
196370|26050
196370|28676
196370|32328
196370|36619
196371|24646
196371|32392
196371|32577
196371|34812
196372|24039
196372|24646
196372|24880
196372|28341
196372|30199
196372|32523
196373|24646
196373|24906
196373|26304
196373|28678
196373|30592
196373|30758
196373|32703
196373|35694
196522|23379
196522|24904
196523|23379
196523|26066
196523|31891
196524|23379
196524|26025
196524|26066
196525|23379
196526|23379
196526|24258
196527|23379
196528|23379
196529|23379
196529|25278
196529|25315
196530|23379
196530|30818
196531|23379
196531|24260
196531|28395
196531|34486
196532|24656
196532|35322
196533|24889
196533|25225
196533|26038
196533|30240
196533|34777
196534|23297
196534|24889
196534|25241
196534|29367
196534|34034
196535|24889
196535|28313
196535|28858
196535|30801
196535|35714
196536|24889
196536|29595
196536|34931
196537|24889
196537|25259
196537|29619
196537|32421
196537|32515
196537|34215
196538|23374
196539|23374
196539|24905
196539|26211
196540|23375
196541|23375
196541|25224
196541|25253
196542|24997
196542|25278
196542|28499
196542|30066
196542|33243
196542|33246
196543|24997
196543|26029
196543|29084
196543|29137
196544|24997
196544|37735
196545|23527
196545|24997
196545|30114
196545|34111
196546|24997
196546|30189
196546|32281
196546|32917
196546|33394
196547|24997
196547|32240
196547|35789
196548|24997
196548|30766
196548|33198
196548|33334
196548|35543
196549|24997
196549|29335
196549|29964
196549|30066
196549|33493
196549|33506
196549|34245
196550|24997
196550|31342
196550|33718
196550|34364
196550|34393
196550|35836
196551|24997
196551|30719
196551|33400
196551|33875
196599|26221
196600|26221
196601|26221
196602|26221
196603|26221
196604|26221
196605|26221
196606|26221
196607|26221
196608|26221
196609|26221
196610|26221
196611|26221
196612|26221
196613|26221
196613|28079
196614|26221
196918|23381
196918|32480
196919|26302
196919|28081
196919|30770
196919|35109
196920|25221
196920|28081
196920|30806
196920|33689
196921|25238
196921|26223
196921|28081
196921|30181
196921|34486
197237|23429
197238|23429
197239|23429
197240|23429
197241|23429
197242|23429
197541|23381
197541|25226
197541|26066
197541|26307
197541|30616
197542|23381
197542|26026
197542|26127
197542|26308
197543|23381
197543|25239
197543|26183
197544|23381
197544|24442
197544|26167
197544|30823
197545|23381
197545|25221
197545|25301
197545|26018
197546|23381
197546|24969
197546|25264
197546|25295
197546|26130
197546|26315
197546|28365
197546|29604
197546|38072
197547|23381
197547|26307
197547|32713
197548|23381
197548|25282
197548|26043
197548|26183
197549|23381
197549|23527
197549|24012
197549|38072
197550|23381
197550|25264
197551|23381
197551|24998
197551|29603
197552|23381
197552|24851
197552|25226
197552|25355
197552|26066
197552|29274
197552|30218
197552|30823
197553|23381
197553|24012
197553|25264
197553|25282
197553|26273
197553|29274
197553|30248
197553|35298
197554|23381
197554|24023
197554|32713
197555|23381
197555|23382
197555|24690
197555|26043
197555|26183
197555|28395
197556|23381
197556|25282
197556|26167
197556|26215
197556|33696
197557|23381
197557|30616
197558|23381
197558|25166
197558|30218
197559|23381
197559|29604
197559|30616
197560|26227
197560|28099
197561|23297
197561|28081
197561|29894
197561|34839
197561|34973
197561|36762
197562|28081
197562|29625
197562|32322
197563|23798
197563|29881
197563|30206
197563|30704
197563|32384
197563|34950
197564|25307
197564|26333
197564|28081
197564|32586
197565|26240
197565|28081
197565|29600
197565|33697
197565|35892
197566|26171
197566|28081
197566|30228
197566|32288
197566|34866
197567|24406
197567|26189
197567|28099
197567|28376
197567|33531
197568|25315
197568|28081
197568|31925
197568|32585
197569|25251
197569|28081
197569|28335
197569|31196
197569|32288
197570|28099
197570|30202
197570|37270
197571|24684
197571|25324
197571|26035
197571|26227
197571|28291
197571|30178
197571|33536
197571|35855
197572|24684
197572|24905
197572|33529
197572|37305
197573|24416
197573|28081
197573|28301
197573|33163
197573|37295
197574|23804
197574|28081
197574|28419
197574|32294
197574|32516
197574|37131
197575|23516
197575|26114
197575|30226
197575|37425
197576|23516
197576|38192
197577|23516
197577|23776
197577|26319
197577|30198
197577|30770
197578|23516
197578|24421
197578|25220
197578|30770
197579|23516
197579|26246
197580|24918
197580|28099
197580|32314
197735|23706
197735|23780
197735|25247
197735|26062
197735|26331
197735|28321
197735|29623
197736|23706
197736|26174
197736|26312
197737|23706
197737|24781
197737|30791
197737|34490
197738|24760
197738|28681
197887|23245
197887|25221
197887|25326
197887|26038
197887|32377
197888|23245
197889|23415
197890|23415
197890|23652
197890|25007
197890|25284
197986|23374
198364|23694
198365|23694
198366|23694
198367|23694
198368|23694
198369|23694
198369|30268
198370|23694
198370|23800
198371|23694
198371|30268
198372|23812
198372|25215
198372|28412
198372|28432
198372|36861
198373|24398
198373|26305
198373|28213
198373|28626
198373|32508
198373|33575
198374|24398
198374|26260
198374|30715
198374|34693
198375|28081
198375|30238
198375|37316
198375|37341
198376|25301
198376|25310
198376|28081
198376|28121
198376|28327
198376|29449
198376|30355
198376|32312
198376|32717
198376|37248
198377|24020
198377|25266
198377|26061
198377|28081
198377|30811
198377|33694
198378|26030
198378|26313
198378|28081
198378|29161
198378|31612
198378|32571
198378|34544
198378|34983
198379|23245
198379|24398
198379|25277
198379|26013
198379|36733
198380|25129
198381|25129
198382|25129
198383|25129
198384|25129
198385|25129
198386|25129
198387|25129
198387|26066
198388|25129
198389|25129
198390|25129
198391|25129
198391|30770
198392|25129
198393|25129
198394|25129
198395|25129
198396|25129
198397|25129
198398|25129
198399|25129
198400|24640
198400|28383
198401|24640
198401|32350
198401|33083
198401|33930
198727|24565
198728|24565
198729|24565
198730|24565
198731|24565
198732|24565
198733|23649
198733|23812
198733|28401
198733|30180
198733|30820
198734|24764
198735|24977
198735|25225
198735|26256
198735|30536
198735|32296
198735|33302
198736|23649
198736|28883
198736|32362
198736|35297
198736|35373
198737|23804
198737|24619
198737|25256
198737|25329
198737|26294
198737|32494
198737|35954
198737|37384
198738|24764
198738|26050
198738|30238
198738|32331
198738|32852
198738|33104
198738|37983
198739|24687
198739|24764
198739|26083
198739|30785
198739|31645
198739|32393
198740|23649
198740|31329
198740|32911
198740|35311
198741|23374
198741|23805
198741|24039
198741|24419
198741|24782
198741|24977
198741|25297
198741|26075
198741|28329
198741|31295
198741|31556
198741|33012
198741|34365
198742|23649
198742|26206
198742|30741
198742|38398
199002|23242
199003|23242
199004|23242
199005|23242
199006|23242
199007|23242
199008|23242
199009|23242
199010|23242
199011|23242
199012|23242
199013|23242
199014|23242
199015|23242
199016|23242
199017|23242
199018|23242
199019|23242
199020|24762
199020|32272
199021|25035
199021|26132
199021|28539
199022|25035
199023|25035
199024|25035
199024|28539
199025|25035
199026|25035
199026|31013
199027|25035
199028|25035
199029|25035
199029|29940
199029|31343
199030|25035
199030|26049
199031|25035
199032|25035
199032|26320
199033|25035
199034|25035
199034|31013
199035|25035
199035|26132
199036|25035
199036|31343
199037|25035
199037|34777
199038|25035
199038|26136
199039|25035
199040|25035
199040|32784
199041|25035
199172|23237
199173|23237
199174|23237
199175|24646
199175|24998
199175|25252
199175|26250
199175|26259
199175|26283
199175|28388
199175|29910
199175|34920
199175|35471
199176|24258
199176|24411
199176|24646
199176|25302
199176|28429
199177|24646
199177|26098
199177|26277
199177|34927
199177|35712
199178|23236
199178|26123
199178|28252
199178|28406
199178|28571
199178|32386
199179|23236
199179|24028
199179|30755
199180|23236
199180|26248
199180|30181
199181|23236
199181|26121
199181|26260
199182|23236
199182|24034
199182|24688
199182|26015
199182|30632
199182|37455
199183|23236
199183|23822
199183|23834
199183|30181
199184|23236
199184|24034
199185|23236
199185|25002
199185|37376
199186|23236
199186|23516
199187|23236
199187|23516
199187|26110
199188|23236
199188|30181
199189|23236
199189|23379
199189|24028
199189|25239
199189|26319
199189|30932
199189|32386
199190|23236
199190|26338
199190|30181
199191|23236
199191|23379
199191|25248
199191|26109
199192|23236
199192|25247
199192|26015
199192|26064
199192|26121
199192|28571
199193|23236
199193|25311
199194|23236
199194|25276
199194|30755
199194|30932
199195|23236
199195|25229
199195|25239
199196|25096
199197|23821
199197|25096
199197|28400
199197|28748
199197|29940
199197|30792
199197|30930
199198|23479
199199|23479
199200|23479
199201|23479
199202|23479
199203|23479
199204|23479
199205|23479
199206|23479
199207|23479
199208|23479
199209|23479
199210|23479
199211|23479
199356|23879
199357|23879
199358|23879
199359|23879
199360|23879
199361|23879
199362|23879
199363|23879
199364|23879
199873|23242
199873|26020
199873|26027
199874|23242
199874|23704
199874|30783
199875|23242
199876|23242
199887|23297
199887|23808
199888|23297
199888|28083
199888|33274
199889|23297
199889|25100
199890|24853
199890|28081
199890|29881
199890|31725
199890|32579
199890|34490
199891|23758
199891|26115
199891|36820
199892|24329
199892|25277
199892|31401
199892|31410
199892|32471
199893|23828
199893|24440
199893|25352
199893|26015
199893|28081
199893|28861
199893|31098
199893|32515
199893|33783
199894|23758
199894|26117
199894|30805
199894|35852
199895|24419
199895|28081
199895|28329
199895|29111
199896|24329
199896|25359
199896|28329
199896|30225
199896|33788
200191|24777
200191|28336
200191|30250
200191|32927
200192|23236
200192|26127
200193|23236
200193|32299
200194|23236
200194|26136
200195|23236
200195|25342
200196|23236
200196|24011
200196|32497
200197|24259
200197|25259
200197|26177
200197|30608
200197|34914
200197|34976
200198|24777
200198|25290
200198|25299
200198|26124
200198|29605
200198|32582
200199|24777
200199|29840
200199|30803
200199|31935
200199|32553
200199|37863
200200|24423
200200|24777
200200|29598
200200|30264
200200|31735
200200|31887
200201|23631
200201|24257
200201|26212
200201|32288
200201|32317
200202|23531
200202|24777
200202|30391
200203|23631
200203|28731
200203|30544
200203|37422
200204|24777
200204|36534
200205|24777
200205|25253
200205|26244
200205|28896
200205|30752
200205|35229
200205|37828
200206|24259
200206|26054
200206|29669
200206|34938
200348|23376
200348|24017
200348|26197
200348|26318
200348|28342
200348|30832
200349|23376
200349|25231
200350|23376
200351|23376
200351|24706
200351|25189
200351|25231
200351|28321
200352|23376
200352|30212
200352|32553
200353|23376
200353|24646
200353|25303
200353|25346
200353|28880
200354|23376
200354|26086
200354|31184
200355|23376
200355|25303
200355|25346
200355|31403
200356|23376
200356|24017
200356|24423
200356|24706
200356|29675
200357|23376
200357|23705
200357|24261
200357|24410
200357|24914
200358|23754
200358|32340
200359|23754
200359|25223
200359|26061
200359|26074
200359|29139
200359|32330
200359|33961
200359|35520
200360|24762
200360|26299
200360|29170
200360|30350
200360|34922
200361|24214
200361|24418
200361|24762
200361|26262
200361|29594
200361|34912
200361|34948
200647|23375
200648|23805
200648|25180
200648|37137
200649|23516
200649|25170
200649|26205
200649|29642
200649|30789
200649|30817
200649|31499
200649|32541
200650|25180
200650|25281
200650|25290
200650|32886
200801|25180
200801|25229
200801|29058
200801|30547
200801|31378
200802|25180
200802|25335
200802|26025
200802|30183
200802|30199
200802|32248
200802|34934
200803|24015
200803|24435
200803|24985
200803|25180
200803|28300
200803|28343
200803|28378
200803|29589
200803|35232
200804|24015
200805|24015
200806|24015
200806|28434
200807|24015
200808|24015
200809|23776
200809|26082
200809|30839
200809|31659
200809|35591
200810|23776
200810|26099
200810|26317
200810|28369
200810|36005
200811|23828
200811|24407
200811|34646
200812|23828
200812|25188
200812|26093
200813|23533
200813|23706
200813|24022
200813|25170
200813|32358
200813|37311
200814|24438
200814|25170
200814|26159
200814|26347
200814|30001
200815|25170
200815|26177
200815|36356
200815|36643
200816|23245
200816|25170
200816|32255
200816|33414
200816|35975
200817|25170
200817|26054
200817|28712
200817|32277
200817|38005
200818|25170
200818|29699
200818|31844
200818|32490
200819|25170
200819|25282
200819|26155
200819|28388
200819|32480
200819|34983
200886|23238
200887|23238
200888|23238
200889|23238
200890|23238
200891|24575
200891|26178
200891|30253
200891|32273
200892|24575
200892|32268
200892|32710
200892|33423
200892|36969
200893|24575
200893|28343
200893|28545
200893|28944
200893|30130
200893|30146
200894|24632
200894|25353
200894|32527
200894|35382
200895|24262
200895|26181
200895|28090
200895|28350
200895|32333
200895|36961
200896|23429
200896|25189
200896|26075
200897|24388
200897|24440
200897|24575
200897|26013
200897|29084
200897|29381
200897|29630
200897|34975
200898|24413
200898|24970
200898|26082
200898|26158
200898|32298
200898|32523
200898|32715
201165|23658
201166|23658
201167|23658
201168|23658
201169|23658
201170|23754
201170|30186
201170|34802
201170|34932
201171|23754
201171|24015
201171|26019
201171|26173
201171|35656
201172|23754
201172|24432
201172|31152
201172|32304
201172|32539
201172|32890
201172|34152
201173|23754
201173|26189
201173|28362
201173|37099
201174|23382
201174|24838
201174|25279
