Comment_id|Tag_id
39887|35418
39888|26269
39888|32472
39888|32527
39888|34664
39888|34692
39888|34753
39888|34779
39888|35415
39888|35418
39888|35536
39889|26269
39889|28654
39889|32527
39889|32883
39889|34229
39889|34753
39889|34857
39889|35418
39890|24911
39890|25310
39890|26114
39890|26269
39890|32142
39890|32507
39890|34664
39890|34753
39890|34779
39890|35415
39892|26253
39892|28350
39892|30621
39892|32527
39892|33726
39892|34664
39892|34779
39892|35415
39892|35536
39892|37647
39894|23654
39894|24911
39894|26114
39894|26269
39894|26334
39894|32507
39894|34664
39894|35111
39894|35267
39894|35456
39896|24047
39896|25297
39896|26269
39896|29665
39896|32527
39896|32883
39896|34229
39896|34580
39896|34753
39896|34857
39896|35418
39902|23833
39902|29642
39902|32710
39904|23833
39904|25205
39904|26223
39904|28313
39904|32402
39907|25205
39907|28344
39907|30480
39908|24416
39908|25205
39908|26065
39908|28313
39908|32402
39908|32801
39909|23833
39909|25205
39909|26223
39909|29640
39909|35542
39910|23833
39910|25322
39910|26076
39910|33417
39912|24019
39912|24996
39912|25205
39912|29979
39912|31207
39912|32092
39912|32385
39912|34748
39913|24019
39913|26312
39913|28401
39913|30746
39913|30755
39913|31207
39913|32092
39913|32385
39914|24019
39914|25205
39914|30217
39914|32528
39914|34870
39915|26027
39915|28355
39915|30217
39915|35338
39932|25205
39932|35248
39934|26228
39934|35248
39941|23794
39941|32528
39942|32528
39942|35223
39950|23810
39950|26234
39954|23810
39954|24260
39958|32473
39965|32340
39969|32563
39970|26215
39971|23794
39971|32409
39972|23759
39972|32340
39973|23794
39973|32409
39973|34207
39982|23794
39982|30802
39983|23708
39983|23794
39985|23794
39985|31729
39990|23794
39990|32710
39994|23794
39994|29687
39995|29687
39995|30035
40000|29687
40000|35269
40003|23794
40003|26199
40011|26089
40018|23794
40018|26136
40022|23794
40022|30344
40025|23794
40025|32479
40026|23794
40026|31493
40030|30423
40033|28342
40034|30298
40039|23794
40039|23810
40039|29625
40044|23794
40044|23810
40044|29625
40044|32555
40044|34877
40045|35102
40047|28247
40047|35102
40054|35102
40054|35457
40056|28247
40056|34870
40056|35102
40059|23794
40059|30267
40060|30267
40060|32347
40062|32347
40062|33961
40063|26311
40066|31920
40066|32347
40066|33961
40071|25343
40071|32347
40071|33961
40072|23823
40072|28399
40072|32347
40072|33961
40074|30235
40074|31805
40074|33961
40075|24784
40081|23794
40081|35820
40084|23794
40084|35540
40085|23794
40085|26179
40088|23794
40088|26179
40088|30836
40092|23794
40092|23810
40092|33600
40099|30271
40100|30271
40100|34934
40102|32541
40108|23794
40108|25259
40109|28434
40116|25173
40116|29639
40116|30241
40116|30740
40116|36161
40117|25173
40117|28340
40117|29639
40117|30489
40117|30740
40117|37322
40133|26141
40133|32553
40133|32851
40133|34534
40134|26121
40134|30805
40134|32553
40134|32851
40134|34534
40142|23375
40142|26121
40142|30608
40142|30805
40142|32426
40142|32851
40145|29613
40145|30608
40145|30805
40145|32321
40145|32851
40145|34553
40149|24024
40149|25284
40149|26080
40149|30255
40149|32293
40149|32426
40149|36005
40150|24024
40150|24213
40150|25284
40150|28177
40150|28315
40150|30255
40150|32293
40150|32342
40150|32426
40152|24909
40152|25173
40152|26023
40152|26233
40152|29111
40152|31294
40152|32426
40152|32555
40157|24909
40157|25173
40157|26023
40157|26060
40157|26280
40157|29655
40157|31507
40157|32426
40157|33550
40157|34875
40159|24907
40159|24909
40159|25173
40159|30255
40159|31507
40159|32162
40159|32293
40159|35316
40159|35758
40164|24425
40164|25173
40164|29788
40164|32561
40167|26089
40167|37224
40167|38549
40169|26089
40169|32561
40169|33595
40169|35084
40171|23526
40171|24425
40171|32561
40171|38634
40174|24425
40174|32471
40174|32481
40176|24425
40176|30766
40176|33271
40179|25173
40179|28336
40179|28337
40179|32403
40179|37956
40181|25173
40181|32070
40181|32383
40181|32441
40181|34084
40181|34978
40182|24438
40182|25173
40182|26260
40182|32383
40182|32441
40182|34084
40182|36081
40184|25173
40184|25304
40184|25311
40184|30186
40184|34084
40184|34644
40187|23833
40187|24908
40187|25173
40187|25304
40187|26229
40187|29647
40187|34084
40195|24889
40195|24903
40195|32619
40195|36901
40204|24889
40204|28419
40204|29853
40204|35355
40206|24889
40206|24903
40206|31318
40206|32493
40206|36901
40212|25222
40212|26042
40212|26085
40212|28395
40212|32747
40212|35497
40214|26042
40214|28296
40214|28395
40214|31404
40214|32435
40215|25222
40215|26042
40215|26085
40215|29596
40215|30749
40215|32747
40215|35927
40216|23708
40216|25339
40216|26236
40216|29596
40216|31578
40216|35927
40223|25222
40223|26306
40223|32374
40223|32380
40223|35497
40226|23377
40226|24018
40227|24018
40227|33746
40228|23377
40228|25351
40232|34645
40237|26180
40237|34645
40239|28314
40239|34923
40240|23376
40244|26280
40244|28314
40248|26193
40252|26193
40252|34915
40254|23377
40254|26193
40260|23804
40260|24021
40260|30675
40265|26109
40265|31748
40265|32518
40265|37294
40269|23244
40269|34058
40275|24438
40275|24646
40275|26154
40275|37294
40281|26248
40281|30229
40285|29625
40285|30229
40286|24611
40286|30229
40289|29625
40289|35537
40292|23704
40292|26248
40292|30229
40297|24212
40297|24431
40297|25296
40297|26021
40297|29642
40297|30256
40297|31480
40297|31729
40297|32509
40297|32588
40298|24212
40298|24431
40298|24646
40298|25177
40298|26067
40298|26241
40298|26297
40298|29383
40298|30256
40298|32406
40298|35230
40299|24431
40299|25260
40299|25296
40299|26021
40299|26217
40299|29642
40299|29955
40299|31480
40299|32504
40299|32509
40299|34873
40300|24259
40300|24431
40300|24783
40300|25260
40300|26021
40300|26089
40300|26102
40300|26217
40300|29955
40300|30209
40300|30808
40300|32504
40300|32509
40307|23694
40307|26136
40307|28291
40307|34175
40307|35690
40308|28354
40308|30240
40308|32551
40308|35468
40308|38587
40309|23694
40309|25232
40309|26138
40309|28291
40309|30818
40309|34175
40312|28354
40312|29285
40312|29928
40312|32984
40312|35468
40312|38587
40314|24646
40314|28676
40314|32442
40314|38059
40318|24646
40318|31218
40318|35254
40320|26315
40320|36047
40322|28676
40322|34218
40322|37611
40322|38059
40325|26315
40325|32414
40327|26315
40327|32414
40327|35333
40330|24269
40330|24646
40330|28676
40330|32481
40330|38059
40331|24646
40331|24852
40331|31996
40331|32414
40340|24646
40340|24852
40340|26039
40340|29591
40340|31996
40341|31996
40341|35354
40341|36272
40347|36366
40347|36502
40348|24646
40348|29649
40348|31318
40348|33165
40348|35004
40349|26083
40349|36366
40355|23780
40355|24646
40355|24916
40355|29645
40355|32317
40355|34829
40355|38445
40361|23780
40361|24440
40361|25282
40361|28676
40361|29671
40361|38445
40362|23780
40362|24030
40362|24426
40362|26091
40362|28356
40362|34829
40362|38445
40363|24908
40364|23242
40364|30242
40365|23242
40365|26292
40371|23242
40371|28291
40374|24908
40374|32463
40384|23704
40384|23779
40388|23704
40388|25301
40391|23802
40391|36053
40397|23704
40397|26099
40397|26180
40402|23704
40402|26180
40402|34979
40405|23704
40405|25266
40405|26099
40405|26180
40405|29191
40408|23704
40408|25255
40408|26180
40408|32525
40408|34979
40420|24020
40420|30200
40420|35715
40423|23781
40423|25357
40423|30200
40424|26347
40424|35537
40427|24919
40427|25357
40427|32573
40429|23834
40429|24020
40429|28549
40429|30200
40429|35715
40430|25325
40430|25357
40430|28335
40432|23704
40432|25306
40432|26027
40432|26049
40432|34909
40438|23518
40438|23704
40438|26049
40438|35227
40438|37780
40439|23704
40439|25312
40439|26027
40439|26049
40439|30075
40439|32011
40444|30169
40444|30752
40453|23816
40456|23704
40456|26180
40456|32526
40457|23816
40457|24912
40458|23816
40458|35260
40459|23535
40459|35590
40464|28479
40469|28349
40472|35552
40474|33963
40475|32394
40477|24914
40479|37983
40484|29606
40484|32394
40491|26316
40491|28399
40491|32568
40491|33426
40492|30164
40492|34915
40496|23704
40496|26280
40496|26316
40496|28399
40496|36537
40498|28397
40498|30164
40499|23704
40499|26316
40499|26319
40499|28399
40499|29633
40501|28397
40501|30164
40501|30236
40504|25337
40504|26055
40504|26066
40504|26319
40504|28399
40504|29633
40506|26156
40506|26316
40506|28399
40506|29641
40507|26250
40507|28406
40507|30164
40507|30236
40509|23480
40509|25352
40515|24414
40515|24781
40517|25000
40521|24414
40521|32436
40522|24414
40522|29643
40523|24414
40523|33977
40524|35690
40528|30774
40529|30021
40532|32531
40535|24265
40537|23295
40537|24265
40538|24265
40538|32511
40542|24265
40542|32492
40545|25165
40545|33359
40555|29671
40556|34790
40557|25351
40557|34790
40559|25229
40563|24414
40563|29597
40571|24414
40571|35017
40578|24414
40578|26153
40583|24414
40583|26243
40586|28315
40587|28293
40587|28315
40600|24414
40600|34910
40603|26332
40607|23815
40608|32578
40609|34821
40611|26100
40613|25288
40617|23812
40620|25231
40620|25288
40621|25231
40621|38115
40625|26247
40628|26184
40631|26297
40637|24414
40637|32289
40638|24414
40638|37015
40639|24214
40639|24414
40642|26108
40643|32367
40649|24414
40649|34954
40654|32340
40654|32367
40655|26266
40658|24417
40660|30799
40671|34289
40672|33279
40673|24414
40673|30004
40674|24414
40674|28311
40676|24414
40676|25165
40676|28191
40677|25165
40677|28676
40678|37113
40682|34528
40683|32290
40684|30173
40685|34672
40686|30173
40686|34980
40690|24414
40690|28717
40693|24414
40693|28717
40693|32584
40694|24414
40694|26085
40694|31266
40694|32584
40695|26168
40695|31266
40695|35469
40698|25326
40698|32584
40698|37070
40699|24414
40699|25329
40699|28405
40699|28717
40699|32584
40701|24414
40701|28425
40702|24260
40705|28425
40705|34878
40707|23684
40707|24414
40713|24414
40713|35300
40715|32430
40715|34878
40716|28425
40716|29437
40727|23240
40727|29592
40731|34962
40734|28350
40737|29647
40738|23802
40738|34962
40741|25292
40741|26017
40741|26024
40741|28354
40741|30856
40741|33389
40741|33525
40745|24425
40745|25292
40745|26052
40745|28354
40745|30973
40745|33329
40745|33525
40746|23808
40746|24425
40746|25292
40746|26052
40746|28354
40746|29604
40746|30187
40746|30973
40746|32390
40746|33329
40748|25292
40748|26163
40748|26185
40748|30187
40748|30973
40748|31599
40748|31902
40748|32352
40748|33329
40753|24257
40753|25232
40753|26163
40753|30821
40753|32352
40753|32569
40753|35234
40754|24257
40754|24429
40754|24782
40754|26153
40754|30821
40754|32386
40754|35234
40755|23823
40755|25292
40755|26163
40755|26198
40755|26241
40755|30778
40755|30973
40755|31902
40755|32352
40755|36597
40758|23517
40758|26286
40758|29575
40758|31738
40758|32410
40758|33646
40758|35782
40758|36058
40758|36745
40758|38012
40760|24268
40760|30968
40760|32304
40760|34195
40760|34637
40760|34646
40760|35203
40760|36700
40766|23517
40766|26157
40766|26286
40766|28335
40766|29575
40766|29660
40766|35076
40766|36745
40766|36851
40766|38012
40776|28345
40776|30591
40776|34103
40783|28345
40783|30591
40783|32293
40783|33458
40783|34103
40784|23694
40784|28345
40784|30195
40784|30585
40784|30591
40784|32293
40784|33458
40784|34103
40788|26192
40788|26194
40788|34401
40788|35575
40788|37027
40789|24418
40789|25180
40789|26194
40789|28404
40789|35646
40789|37051
40791|24425
40791|26194
40791|30512
40791|34376
40791|35575
40792|25180
40792|25310
40792|26194
40792|30236
40792|32534
40792|35646
40796|23517
40796|25267
40796|29592
40796|30413
40797|28537
40797|29592
40797|30192
40800|23240
40800|25238
40800|26164
40800|26202
40800|26217
40800|26263
40800|28312
40800|28330
40801|23240
40801|25238
40801|26164
40801|28291
40801|28330
40801|29274
40801|30166
40801|36569
40805|23240
40805|24422
40805|25232
40805|25238
40805|26164
40805|26202
40805|28312
40805|28330
40805|31206
40805|32200
40808|23527
40808|25238
40808|25275
40808|26164
40808|28291
40808|28330
40808|29274
40808|30193
40808|30258
40808|36569
40809|24427
40809|25229
40809|26063
40809|26080
40809|26217
40809|26263
40809|32702
40809|33271
40811|23240
40811|24427
40811|28733
40811|29873
40811|30189
40811|32702
40811|36606
40814|23253
40814|34582
40819|23253
40819|25253
40820|28387
40822|23253
40822|24407
40833|31109
40836|32528
40837|23253
40837|24430
40838|23253
40838|32469
40840|34773
40843|23253
40843|26347
40849|32498
40855|25166
40857|28532
40857|32498
40858|28532
40858|32498
40858|33838
40859|28532
40859|34106
40859|36275
40860|25290
40860|28532
40864|29612
40868|23253
40868|28789
40869|23253
40869|28789
40869|31790
40871|37471
40872|23253
40872|28789
40872|28897
40872|29451
40873|23253
40873|24906
40873|26163
40873|28789
40876|28304
40882|23245
40884|30804
40885|26067
40890|23382
40891|28304
40891|30815
40892|34922
40897|23253
40897|23530
40901|23253
40901|26232
40903|23253
40903|28327
40906|28350
40908|26214
40908|28350
40914|26167
40916|24016
40918|23253
40918|24999
40921|26236
40924|32572
40927|23253
40927|25268
40932|23253
40932|25334
40935|29648
40937|32572
40937|34924
40938|25274
40939|33450
40948|23253
40948|28337
40950|34537
40956|32294
40961|36737
40963|33255
40965|24020
40965|36737
40967|30759
40974|25299
40987|24389
40991|24012
40991|26031
40991|26170
40994|24012
40994|26032
40999|24012
40999|25243
40999|26031
40999|26170
40999|26174
41003|26170
41003|26199
41003|30251
41005|26170
41005|26199
41005|30209
41005|34249
41006|23523
41006|24012
41006|25243
41006|31018
41006|31417
41009|24012
41009|30982
41009|33029
41016|24012
41016|28230
41016|28420
41019|24012
41019|24388
41019|26218
41019|30846
41022|24012
41022|30856
41025|24012
41025|24409
41025|26023
41025|28869
41025|30622
41029|24409
41029|26058
41029|28869
41029|30792
41030|24012
41030|24409
41030|28204
41030|29665
41035|24012
41035|26043
41035|34966
41038|24012
41038|26043
41038|28109
41038|34966
41038|36896
41039|25258
41039|25355
41039|28109
41039|28657
41039|34966
41042|32374
41042|33301
41044|32565
41044|38040
41047|26031
41047|32312
41047|37255
41056|32565
41056|38040
41056|38158
41058|24012
41058|38018
41059|38018
41059|38613
41060|35765
41060|38018
41063|36541
41068|32413
41068|38613
41070|24418
41071|24012
41071|32500
41072|24012
41072|25291
41079|24012
41079|28355
41079|30217
41079|32332
41080|28869
41080|30217
41080|32512
41080|32513
41085|36305
41086|36194
41087|34956
41088|24656
41088|32577
41090|24656
41090|31108
41090|32577
41095|23526
41095|23631
41095|24042
41095|26331
41095|30370
41095|30779
41095|34962
41095|34968
41095|35037
41095|35216
41101|23631
41101|28345
41101|28403
41101|30140
41101|30370
41101|30779
41101|30785
41101|34733
41101|34968
41103|23631
41103|24852
41103|26089
41103|26095
41103|26102
41103|26281
41103|29297
41103|31324
41103|33938
41103|34838
41103|35037
41104|23514
41104|24042
41104|26201
41104|26331
41104|30370
41104|30752
41104|30779
41104|31639
41104|34777
41104|34962
41105|23631
41105|24436
41105|24852
41105|26095
41105|26102
41105|26281
41105|28425
41105|30782
41105|30803
41105|30808
41105|31324
41105|32421
41105|34838
41109|24611
41109|24852
41109|26023
41109|26219
41109|30632
41109|32659
41109|34968
41109|35037
41111|29610
41111|31069
41111|31091
41115|29039
41115|29610
41115|31069
41115|32562
41116|28325
41116|28335
41116|31069
41121|31069
41121|31440
41121|32510
41122|24021
41122|28335
41122|28628
41125|24389
41125|26278
41125|28628
41133|23631
41133|26091
41133|26159
41133|28230
41133|29506
41133|30468
41133|31910
41135|23631
41135|26022
41135|26093
41135|26159
41135|30468
41135|30957
41135|32574
41137|23631
41137|26013
41137|30381
41141|29606
41145|23631
41145|23802
41145|23820
41145|24408
41145|24646
41145|25166
41145|26066
41145|28634
41145|29870
41145|37486
41145|38901
41149|23631
41149|23802
41149|24261
41149|24408
41149|26066
41149|26249
41149|29687
41149|29870
41149|32380
41149|34017
41149|35524
41150|23631
41150|23820
41150|23824
41150|24029
41150|24409
41150|24646
41150|25166
41150|26066
41150|28306
41150|32199
41150|32441
41150|38901
41156|23534
41156|26077
41156|26235
41156|29647
41156|34960
41156|35231
41156|35440
41156|36967
41157|23534
41157|28344
41157|30224
41157|30808
41157|30846
41157|34835
41157|34935
41157|34960
41159|23534
41159|26077
41159|28307
41159|29644
41159|30238
41159|32790
41159|35231
41161|23631
41161|26037
41161|29323
41161|32952
41161|35278
41161|35533
41161|38442
41163|26037
41163|29323
41163|31437
41163|34009
41163|34637
41163|34899
41163|35278
41163|38442
41164|23780
41164|24438
41164|26037
41164|29612
41164|31437
41164|32486
41164|34637
41164|34899
41164|38442
41166|23513
41166|25312
41166|28998
41166|30974
41166|35278
41166|35533
41169|23631
41169|23708
41169|25356
41169|26242
41169|29323
41170|29323
41170|30470
41170|34488
41170|35278
41170|35371
41172|26096
41172|29323
41172|30925
41172|32394
41172|32433
41172|34637
41172|35278
41172|38442
41175|23511
41175|23654
41179|23511
41179|35803
41186|29661
41186|35803
41194|23511
41194|29692
41197|23511
41197|29692
41197|35736
41200|29692
41200|30135
41206|24046
41207|34617
41208|28307
41211|26021
41212|30241
41212|34617
41214|24984
41214|25253
41214|25344
41214|25353
41214|29215
41214|32518
41216|25344
41216|26113
41216|28333
41216|28460
41216|29711
