Forum_id|Person_id|joinDate
1517|190787|0
1517|190671|0
1518|190995|0
1518|190954|0
1518|190787|0
1518|190885|0
1518|190713|0
1518|191205|0
1519|190954|0
1519|190671|0
1519|190885|0
1520|190995|0
1520|190787|0
1520|190671|0
1520|190885|0
1520|191409|0
1521|190787|0
1521|190885|0
1521|190713|0
1522|190954|0
1522|191257|0
1522|190885|0
1523|190995|0
1523|190954|0
1523|190787|0
1523|191257|0
1524|190787|0
1524|190713|0
1526|190787|0
1526|190885|0
1526|191409|0
1527|190488|0
1527|191530|0
1529|190488|0
1531|190488|0
1532|190488|0
1533|190488|0
1542|190488|0
1547|190488|0
1550|190488|0
1552|190488|0
1553|190924|0
1553|190881|0
1553|191169|0
1553|190494|0
1553|190836|0
1553|191689|0
1553|191306|0
1554|190924|0
1554|190881|0
1555|190924|0
1555|191169|0
1555|190494|0
1555|190836|0
1555|191689|0
1555|191306|0
1556|190924|0
1556|190836|0
1556|191689|0
1556|191306|0
1557|190924|0
1557|190881|0
1557|191169|0
1557|190836|0
1558|190924|0
1558|190494|0
1558|191689|0
1559|191169|0
1560|190881|0
1560|190836|0
1560|191689|0
1561|190924|0
1561|190494|0
1561|190836|0
1561|191689|0
1562|190881|0
1562|190494|0
1563|190494|0
1563|191689|0
1564|190881|0
1564|191169|0
1565|190924|0
1566|191169|0
1566|190494|0
1566|191306|0
1567|190924|0
1567|190881|0
1567|190494|0
1567|191689|0
1568|190924|0
1568|190881|0
1568|191169|0
1568|190494|0
1568|190836|0
1568|191306|0
1569|190881|0
1569|191169|0
1569|190494|0
1569|191306|0
1570|190924|0
1570|190494|0
1570|191306|0
1571|190648|0
1571|190805|0
1571|190797|0
1571|190935|0
1572|190648|0
1572|190805|0
1572|190935|0
1573|190805|0
1573|190797|0
1576|190805|0
1576|190797|0
1577|190648|0
1578|190648|0
1578|190797|0
1578|190935|0
1579|190648|0
1580|190648|0
1580|190935|0
1582|190648|0
1582|190805|0
1583|190994|0
1583|190709|0
1583|190787|0
1583|191186|0
1583|190802|0
1583|190695|0
1583|190413|0
1583|190961|0
1583|190530|0
1583|191333|0
1583|191191|0
1583|190502|0
1583|191866|0
1583|190885|0
1583|190518|0
1583|191671|0
1583|191537|0
1583|190743|0
1583|191348|0
1583|191556|0
1583|191307|0
1583|191340|0
1583|191341|0
1583|191049|0
1583|191290|0
1583|190937|0
1583|190973|0
1583|190940|0
1583|191471|0
1583|191593|0
1583|191858|0
1583|190661|0
1584|191499|0
1584|191822|0
1584|190604|0
1584|191368|0
1584|191287|0
1584|190805|0
1584|191171|0
1584|191110|0
1584|191260|0
1584|190913|0
1584|191476|0
1584|190702|0
1584|191351|0
1584|190507|0
1584|190523|0
1584|191860|0
1585|191822|0
1585|191287|0
1585|191171|0
1585|191110|0
1585|191260|0
1585|190702|0
1585|191351|0
1585|190523|0
1586|191499|0
1586|190604|0
1586|190805|0
1586|191110|0
1586|191260|0
1586|190913|0
1586|191351|0
1586|190507|0
1587|191499|0
1587|190604|0
1587|191368|0
1587|191287|0
1587|190805|0
1587|191171|0
1587|191110|0
1587|190702|0
1588|191499|0
1588|191822|0
1588|191368|0
1588|190507|0
1589|190805|0
1589|191171|0
1589|190913|0
1589|191351|0
1590|190604|0
1590|191287|0
1590|191171|0
1590|190913|0
1590|191476|0
1590|190702|0
1590|190507|0
1590|190523|0
1591|191822|0
1591|191110|0
1591|190702|0
1592|191499|0
1592|190604|0
1592|191260|0
1592|191476|0
1592|190523|0
1593|190957|0
1593|191171|0
1593|191260|0
1593|191860|0
1594|191028|0
1594|191537|0
1594|190948|0
1594|191144|0
1595|190648|0
1595|191868|0
1595|191144|0
1595|190768|0
1595|191585|0
1595|191306|0
1595|191205|0
1595|190379|0
1595|190940|0
1596|190814|0
1596|190604|0
1596|191695|0
1596|190725|0
1596|191809|0
1596|191317|0
1596|191090|0
1596|190806|0
1596|190856|0
1596|190554|0
1596|190435|0
1596|191754|0
1596|190809|0
1596|191689|0
1596|191871|0
1596|191529|0
1596|190602|0
1596|191681|0
1596|191471|0
1597|190881|0
1597|191255|0
1597|190566|0
1597|190804|0
1597|191092|0
1597|190660|0
1598|191012|0
1598|190737|0
1598|191793|0
1598|191400|0
1598|190805|0
1598|191539|0
1598|190509|0
1598|190769|0
1598|190922|0
1599|191396|0
1599|190994|0
1599|191310|0
1599|191054|0
1599|191368|0
1599|190494|0
1599|190722|0
1599|191598|0
1599|190620|0
1599|191695|0
1599|191253|0
1599|190791|0
1599|190868|0
1599|190773|0
1599|190502|0
1599|190569|0
1599|191032|0
1599|190947|0
1599|191537|0
1599|190743|0
1599|190555|0
1599|191231|0
1599|191232|0
1599|191870|0
1599|191304|0
1599|190556|0
1599|191738|0
1599|191431|0
1599|190891|0
1599|191855|0
1599|191590|0
1599|191095|0
1599|190936|0
1599|191609|0
1599|190509|0
1599|191529|0
1599|190769|0
1599|191858|0
1600|190692|0
1600|190428|0
1600|191225|0
1600|191311|0
1600|190429|0
1600|191485|0
1600|190817|0
1600|190963|0
1600|191809|0
1600|191868|0
1600|190454|0
1600|191494|0
1600|190935|0
1600|191529|0
1600|191394|0
1600|191860|0
1600|191344|0
1601|190428|0
1601|191225|0
1601|190817|0
1601|190963|0
1601|191809|0
1601|191529|0
1601|191394|0
1601|191860|0
1602|190428|0
1602|191225|0
1602|190429|0
1602|191485|0
1602|191809|0
1602|191868|0
1602|191529|0
1602|191394|0
1603|190692|0
1603|190428|0
1603|191225|0
1603|191311|0
1603|191485|0
1603|191809|0
1603|190935|0
1603|191529|0
1603|191344|0
1604|191225|0
1604|190817|0
1604|191868|0
1604|191494|0
1604|190935|0
1604|191529|0
1604|191394|0
1605|190428|0
1605|191311|0
1605|190429|0
1605|191485|0
1605|190817|0
1605|190963|0
1605|191809|0
1605|190454|0
1605|191494|0
1605|190935|0
1605|191394|0
1606|190692|0
1606|190963|0
1606|190454|0
1606|191394|0
1607|190428|0
1607|191225|0
1607|190429|0
1607|191485|0
1607|190817|0
1607|190963|0
1607|191809|0
1607|190454|0
1607|190935|0
1607|191529|0
1607|191394|0
1607|191344|0
1608|190428|0
1608|191311|0
1608|190429|0
1608|190817|0
1608|191809|0
1608|191868|0
1608|190454|0
1608|190935|0
1610|191485|0
1610|190817|0
1610|190963|0
1610|191809|0
1610|190935|0
1610|191394|0
1611|190692|0
1611|191311|0
1611|190429|0
1611|191485|0
1611|190817|0
1611|191394|0
1612|190692|0
1612|191225|0
1612|190817|0
1612|191809|0
1612|190935|0
1612|191344|0
1613|190692|0
1613|191485|0
1613|190454|0
1613|190935|0
1613|191529|0
1613|191344|0
1614|190692|0
1614|190428|0
1614|191225|0
1614|191311|0
1614|191868|0
1614|190454|0
1615|190692|0
1615|190428|0
1615|191311|0
1615|190429|0
1615|191485|0
1615|191809|0
1615|191868|0
1615|190454|0
1615|191494|0
1615|190935|0
1616|190692|0
1616|190428|0
1616|191225|0
1616|190429|0
1616|190817|0
1616|190454|0
1616|190935|0
1616|191344|0
1617|190692|0
1617|190428|0
1617|191311|0
1617|190429|0
1617|190817|0
1617|191809|0
1617|191868|0
1617|191494|0
1617|191394|0
1618|190428|0
1618|190429|0
1618|191809|0
1618|191868|0
1618|190935|0
1618|191394|0
1619|190692|0
1619|191225|0
1619|191485|0
1619|190963|0
1619|191809|0
1619|191868|0
1619|190935|0
1619|191394|0
1620|191306|0
1620|191622|0
1620|191205|0
1621|190543|0
1621|190881|0
1621|191300|0
1621|190764|0
1621|191317|0
1621|191374|0
1621|191218|0
1621|191585|0
1621|191306|0
1621|190873|0
1621|191291|0
1621|191022|0
1621|191130|0
1622|190543|0
1622|190764|0
1622|191317|0
1623|190543|0
1623|190881|0
1623|191300|0
1623|190764|0
1623|191374|0
1623|191585|0
1623|191306|0
1624|190881|0
1624|191300|0
1624|191317|0
1624|191291|0
1625|190881|0
1625|191300|0
1625|190764|0
1625|191317|0
1626|190764|0
1626|191218|0
1626|191306|0
1626|191022|0
1626|191130|0
1627|191218|0
1627|191585|0
1627|190873|0
1627|191291|0
1628|190543|0
1628|191130|0
1629|190543|0
1629|191300|0
1629|190764|0
1629|191374|0
1629|190873|0
1629|191291|0
1629|191130|0
1631|191356|0
1631|190785|0
1631|191499|0
1631|190648|0
1631|190559|0
1631|190446|0
1631|191693|0
1631|190709|0
1631|190560|0
1631|191368|0
1631|190942|0
1631|191531|0
1631|190909|0
1631|190651|0
1631|191768|0
1631|191040|0
1631|190622|0
1631|191266|0
1631|191443|0
1631|190399|0
1631|190383|0
1631|190739|0
1631|190853|0
1631|191629|0
1631|190854|0
1631|190884|0
1631|191842|0
1631|191044|0
1631|190591|0
1631|191045|0
1631|190983|0
1631|191372|0
1631|191704|0
1631|191630|0
1631|190913|0
1631|191320|0
1631|191174|0
1631|191246|0
1631|191126|0
1631|190555|0
1631|190439|0
1631|191539|0
1631|190871|0
1631|191850|0
1631|190951|0
1631|190404|0
1631|190777|0
1631|191621|0
1631|191634|0
1631|190706|0
1631|190768|0
1631|191306|0
1631|191407|0
1631|191006|0
1631|190825|0
1631|190456|0
1631|191205|0
1631|191050|0
1631|190892|0
1631|191470|0
1631|190508|0
1631|190421|0
1631|190904|0
1631|191416|0
1631|191417|0
1631|190371|0
1631|191354|0
1631|191472|0
1631|191860|0
1631|191729|0
1632|191520|0
1632|191291|0
1632|190973|0
1632|190940|0
1632|191860|0
1636|190619|0
1638|190692|0
1638|190924|0
1638|191183|0
1638|191311|0
1638|191298|0
1638|191765|0
1638|190710|0
1638|191423|0
1638|191442|0
1638|190680|0
1638|191686|0
1638|191400|0
1638|190669|0
1638|191142|0
1638|191242|0
1638|190945|0
1638|190884|0
1638|191583|0
1638|191868|0
1638|191509|0
1638|190743|0
1638|190436|0
1638|190505|0
1638|190440|0
1638|191407|0
1638|191205|0
1638|190838|0
1638|190873|0
1638|191573|0
1638|190379|0
1638|191207|0
1638|191007|0
1638|191608|0
1638|190421|0
1638|190973|0
1638|191416|0
1638|191052|0
1638|190940|0
1638|191593|0
1638|191480|0
1638|191355|0
1640|191368|0
1640|191302|0
1640|191811|0
1640|190428|0
1640|190399|0
1640|191453|0
1640|190925|0
1640|190693|0
1640|191785|0
1640|191284|0
1640|191412|0
1640|190435|0
1640|190476|0
1640|191866|0
1640|191249|0
1640|191818|0
1640|191433|0
1640|191464|0
1640|190531|0
1640|191193|0
1640|191036|0
1640|191794|0
1640|191780|0
1640|191812|0
1640|190821|0
1640|190815|0
1640|191152|0
1640|190598|0
1640|191503|0
1640|190464|0
1640|191548|0
1640|191538|0
1640|191601|0
1640|191265|0
1640|191822|0
1640|191475|0
1640|191225|0
1640|190704|0
1640|191068|0
1640|191280|0
1640|190500|0
1640|190556|0
1640|190513|0
1640|191052|0
1640|190719|0
1640|190431|0
1640|190624|0
1663|190942|0
1663|190817|0
1663|191698|0
1663|190853|0
1663|191404|0
1663|190805|0
1663|190450|0
1663|191260|0
1663|190913|0
1663|191174|0
1663|190453|0
1663|190488|0
1663|191492|0
1663|191850|0
1663|191064|0
1663|191205|0
1663|191077|0
1663|191543|0
1663|191513|0
1663|190842|0
1663|190905|0
1663|191529|0
1663|190661|0
1664|191860|0
1682|191237|0
1682|191692|0
1682|190665|0
1682|191763|0
1682|190787|0
1682|190961|0
1682|191093|0
1682|191074|0
1682|190988|0
1682|191622|0
1682|190825|0
1682|191872|0
1682|190577|0
1683|190961|0
1683|191093|0
1683|191074|0
1683|191872|0
1684|191692|0
1684|190665|0
1684|191763|0
1684|190961|0
1684|191074|0
1684|190988|0
1684|191872|0
1685|190787|0
1685|190961|0
1685|190988|0
1685|190577|0
1686|191237|0
1686|190665|0
1686|190787|0
1686|191074|0
1686|191622|0
1686|191872|0
1686|190577|0
1687|191692|0
1687|190787|0
1687|191074|0
1687|190988|0
1687|190825|0
1687|190577|0
1688|191237|0
1688|190665|0
1688|191763|0
1688|191622|0
1688|191872|0
1689|191237|0
1689|191692|0
1689|190961|0
1689|191093|0
1689|190988|0
1689|191872|0
1689|190577|0
1690|190665|0
1690|190787|0
1690|190961|0
1690|190988|0
1690|191622|0
1690|191872|0
1691|191237|0
1691|191074|0
1691|190988|0
1691|190825|0
1692|190665|0
1692|191763|0
1692|190787|0
1692|191074|0
1692|190988|0
1692|191622|0
1692|191872|0
1693|191763|0
1693|191872|0
1694|190988|0
1695|191692|0
1695|190988|0
1695|190825|0
1695|191872|0
1696|190665|0
1696|191763|0
1696|190787|0
1696|191074|0
1696|191872|0
1696|190577|0
1697|191692|0
1697|191763|0
1697|190787|0
1697|190961|0
1697|190988|0
1698|191237|0
1698|191692|0
1698|191763|0
1698|190825|0
1698|190577|0
1699|191169|0
1699|191029|0
1699|191317|0
1699|191492|0
1699|190702|0
1699|191529|0
1700|191169|0
1700|191317|0
1700|191492|0
1700|191529|0
1701|191492|0
1701|190702|0
1703|190702|0
1704|191169|0
1704|191029|0
1704|191317|0
1704|191492|0
1704|191529|0
1705|191317|0
1705|191529|0
1706|191169|0
1706|191492|0
1706|190702|0
1707|191029|0
1707|190702|0
1708|191317|0
1708|191492|0
1708|190702|0
1710|191169|0
1710|191317|0
1711|191169|0
1711|191029|0
1711|191492|0
1711|191529|0
1712|191317|0
1713|191317|0
1714|191029|0
1715|191169|0
1715|191317|0
1715|190702|0
1716|190924|0
1716|191135|0
1716|190429|0
1716|191744|0
1716|190957|0
1716|191028|0
1716|190737|0
1716|190740|0
1716|191864|0
1716|190985|0
1716|190505|0
1716|191539|0
1716|190575|0
1716|190523|0
1717|191135|0
1717|190740|0
1717|191864|0
1717|191539|0
1717|190575|0
1718|190924|0
1718|190429|0
1718|190957|0
1718|191028|0
1718|190737|0
1718|190740|0
1718|190985|0
1718|191539|0
1718|190575|0
1719|190924|0
1719|191744|0
1719|190957|0
1719|190740|0
1719|190985|0
1719|190575|0
1720|190924|0
1720|191864|0
1720|190985|0
1721|190924|0
1721|190740|0
1721|191864|0
1721|190505|0
1721|190523|0
1722|190924|0
1722|190740|0
1723|190924|0
1723|190737|0
1723|190740|0
1723|191864|0
1723|190985|0
1723|191539|0
1724|191135|0
1724|191028|0
1724|190740|0
1724|191864|0
1724|191539|0
1724|190523|0
1725|190924|0
1725|190737|0
1726|191135|0
1726|190429|0
1726|191744|0
1726|190740|0
1726|190985|0
1726|190505|0
1726|191539|0
1726|190523|0
1727|191135|0
1727|190429|0
1727|190737|0
1727|190575|0
1728|191135|0
1728|190957|0
1728|190737|0
1728|190740|0
1728|190985|0
1728|190505|0
1728|190575|0
1730|190709|0
1730|190406|0
1731|191320|0
1732|190665|0
1732|190907|0
1732|190543|0
1732|191763|0
1732|191836|0
1732|190881|0
1732|191457|0
1732|190494|0
1732|190619|0
1732|191300|0
1732|190960|0
1732|190883|0
1732|190910|0
1732|190928|0
1732|190549|0
1732|191317|0
1732|191520|0
1732|190638|0
1732|191060|0
1732|191702|0
1732|191405|0
1732|190775|0
1732|191092|0
1732|191093|0
1732|190930|0
1732|190686|0
1732|191871|0
1732|190703|0
1732|191585|0
1732|190575|0
1732|190825|0
1732|191362|0
1732|191132|0
1732|190812|0
1732|191860|0
1732|190784|0
1733|190692|0
1733|191356|0
1733|190994|0
1733|190941|0
1733|190429|0
1733|191012|0
1733|191745|0
1733|190737|0
1733|190753|0
1733|191191|0
1733|190671|0
1733|190885|0
1733|191784|0
1733|191408|0
1733|191341|0
1733|191129|0
1733|191529|0
1733|190468|0
1734|190994|0
1734|190941|0
1734|190429|0
1734|190737|0
1734|191191|0
1734|190671|0
1734|190885|0
1734|191784|0
1734|191341|0
1734|191129|0
1734|191529|0
1736|190994|0
1736|191745|0
1736|190753|0
1736|191191|0
1736|190671|0
1736|190885|0
1736|191341|0
1736|191529|0
1737|191356|0
1737|190429|0
1737|191012|0
1737|191341|0
1738|190692|0
1738|190429|0
1738|190671|0
1738|191341|0
1738|190468|0
1739|190692|0
1739|191356|0
1739|190468|0
1740|190692|0
1740|190994|0
1740|191745|0
1740|190737|0
1740|190753|0
1740|191191|0
1740|190671|0
1740|190885|0
1740|191129|0
1741|191356|0
1741|190941|0
1741|191745|0
1741|190737|0
1741|190753|0
1741|191191|0
1741|190671|0
1741|190885|0
1741|191341|0
1741|191129|0
1742|190994|0
1742|190429|0
1742|190737|0
1742|190753|0
1742|191191|0
1742|190671|0
1742|190885|0
1742|191129|0
1742|191529|0
1743|190429|0
1743|191341|0
1744|190692|0
1744|191356|0
1744|190994|0
1744|190941|0
1744|190429|0
1744|191012|0
1744|191745|0
1744|190737|0
1744|191341|0
1744|191129|0
1744|190468|0
1745|190429|0
1745|190885|0
1746|190692|0
1746|190941|0
1747|190692|0
1747|191356|0
1747|190941|0
1747|191012|0
1747|191745|0
1747|190737|0
1747|191191|0
1747|190671|0
1747|191784|0
1747|191408|0
1747|191341|0
1747|191129|0
1748|190994|0
1748|190885|0
1749|190692|0
1749|191356|0
1749|190994|0
1749|190941|0
1749|190737|0
1749|190671|0
1749|190885|0
1749|191784|0
1749|191129|0
1749|191529|0
1750|190994|0
1750|190941|0
1750|190429|0
1750|191012|0
1750|191745|0
1750|190737|0
1750|190753|0
1750|190671|0
1750|191408|0
1750|191129|0
1750|190468|0
1751|190692|0
1751|191356|0
1751|190941|0
1751|190737|0
1751|190885|0
1751|191784|0
1751|191408|0
1752|191356|0
1752|190994|0
1752|190941|0
1752|190429|0
1752|191012|0
1752|191745|0
1752|190737|0
1752|190753|0
1752|191191|0
1752|190671|0
1752|191784|0
1752|191341|0
1753|191356|0
1753|190994|0
1753|190941|0
1753|191012|0
1753|190737|0
1753|191191|0
1753|190671|0
1753|191784|0
1753|191408|0
1753|191529|0
1754|191356|0
1754|190994|0
1754|190941|0
1754|191745|0
1754|190737|0
1754|190753|0
1754|191191|0
1754|190885|0
1754|191784|0
1754|191341|0
1754|191529|0
1755|191356|0
1755|190941|0
1755|191012|0
1755|191745|0
1755|190753|0
1755|191191|0
1755|191341|0
1755|190468|0
1756|190692|0
1756|191356|0
1756|190429|0
1756|191012|0
1756|191745|0
1756|190753|0
1756|191191|0
1756|190671|0
1756|190885|0
1756|190468|0
1757|191356|0
1757|190941|0
1757|190429|0
1757|191012|0
1757|191745|0
1757|190753|0
1757|190671|0
1757|191784|0
1757|191129|0
1758|191356|0
1758|191012|0
1758|191745|0
1758|190737|0
1758|190753|0
1758|191191|0
1758|191784|0
1758|191341|0
1758|191129|0
1758|191529|0
1759|190692|0
1759|191356|0
1759|190429|0
1759|190737|0
1759|190753|0
1759|190671|0
1759|191784|0
1759|191529|0
1759|190468|0
1760|190994|0
1760|190429|0
1760|191012|0
1760|191191|0
1760|190885|0
1760|191784|0
1760|191341|0
1760|190468|0
1761|190692|0
1761|191356|0
1761|190994|0
1761|191745|0
1761|191341|0
1762|190994|0
1762|191012|0
1762|191745|0
1763|191067|0
1763|190526|0
1763|191836|0
1763|191746|0
1763|191748|0
1763|190580|0
1763|191489|0
1763|191242|0
1763|190462|0
1763|190433|0
1763|190671|0
1763|190505|0
1763|190453|0
1763|191492|0
1763|190968|0
1763|191065|0
1763|191205|0
1763|190935|0
1763|190678|0
1763|191326|0
1764|191836|0
1764|190462|0
1764|190433|0
1764|190671|0
1764|190453|0
1764|190935|0
1764|190678|0
1765|191067|0
1765|190526|0
1765|191836|0
1765|191748|0
1765|191489|0
1765|191242|0
1765|190433|0
1765|190671|0
1765|190505|0
1765|190453|0
1765|191492|0
1765|191205|0
1765|190678|0
1765|191326|0
1766|191067|0
1766|190580|0
1766|191489|0
1766|191242|0
1766|190462|0
1766|190433|0
1766|190505|0
1766|190453|0
1766|191492|0
1766|190968|0
1766|190935|0
1767|190526|0
1767|191836|0
1767|191746|0
1767|191489|0
1767|191242|0
1767|190462|0
1767|190433|0
1767|190453|0
1767|190968|0
1767|191065|0
1767|190678|0
1767|191326|0
1768|191067|0
1768|190526|0
1768|191836|0
1768|190580|0
1768|190433|0
1768|190671|0
1768|190505|0
1768|191492|0
1768|190968|0
1768|191205|0
1768|191326|0
1769|190526|0
1769|191746|0
1769|191748|0
1769|190580|0
1769|191242|0
1769|190671|0
1769|190505|0
1769|190453|0
1769|191492|0
1769|191065|0
1769|190935|0
1770|190526|0
1770|191836|0
1770|191746|0
1770|191748|0
1770|190580|0
1770|191489|0
1770|190462|0
1770|190671|0
1770|190453|0
1770|191492|0
1770|191326|0
1771|191067|0
1771|190526|0
1771|190462|0
1771|190433|0
1771|190505|0
1771|190453|0
1772|191836|0
1772|191748|0
1772|191242|0
1772|190433|0
1772|190671|0
1772|191065|0
1772|191205|0
1772|190678|0
1772|191326|0
1773|190526|0
1773|191836|0
1773|191746|0
1773|190580|0
1773|191489|0
1773|191242|0
1773|190505|0
1773|190453|0
1773|191065|0
1773|191205|0
1773|191326|0
1774|191067|0
1774|191836|0
1774|191748|0
1774|190580|0
1774|191242|0
1774|190433|0
1774|190505|0
1774|190453|0
1774|191492|0
1774|190968|0
1774|191205|0
1775|190453|0
1775|190935|0
1775|191326|0
1776|190526|0
1776|191489|0
1776|190671|0
1776|190453|0
1776|191065|0
1776|191205|0
1777|190526|0
1777|190580|0
1777|191242|0
1777|190462|0
1777|190671|0
1777|190505|0
1777|190453|0
1777|190968|0
1777|190935|0
1778|190526|0
1778|191836|0
1778|191746|0
1778|191489|0
1778|190462|0
1778|190433|0
1778|190505|0
1778|190453|0
1778|191492|0
1778|191205|0
1779|190526|0
1779|190580|0
1779|191242|0
1779|190462|0
1779|190433|0
1779|190671|0
1779|190505|0
1779|190453|0
1779|191492|0
1779|191205|0
1779|190935|0
1780|191067|0
1780|190526|0
1780|191746|0
1780|191748|0
1780|190580|0
1780|191489|0
1780|191242|0
1780|190462|0
1780|190433|0
1780|190505|0
1780|190968|0
1780|191065|0
1780|191205|0
1780|190678|0
1781|191067|0
1781|190526|0
1781|190671|0
1781|190453|0
1781|191492|0
1781|191205|0
1781|190678|0
1782|191067|0
1782|191836|0
1782|191748|0
1782|191242|0
1782|190671|0
1782|190453|0
1782|191065|0
1782|191205|0
1782|191326|0
1783|191067|0
1783|190526|0
1783|191836|0
1783|190580|0
1783|191489|0
1783|191242|0
1783|190671|0
1783|190453|0
1783|191492|0
1783|190968|0
1783|191065|0
1783|191205|0
1783|190935|0
1784|191067|0
1784|191836|0
1784|190453|0
1785|191067|0
1785|191836|0
1785|190580|0
1785|190462|0
1785|190433|0
1785|190671|0
1785|190968|0
1785|190935|0
1785|190678|0
1786|191242|0
1786|190433|0
1786|190671|0
1786|191492|0
1786|190935|0
1787|191067|0
1787|190526|0
1787|191746|0
1787|191489|0
1787|191242|0
1787|190505|0
1787|190453|0
1787|191492|0
1787|190935|0
1787|191326|0
1788|191067|0
1788|191836|0
1788|191746|0
1788|190580|0
1788|190671|0
1788|190453|0
1788|190968|0
1788|191065|0
1788|191205|0
1789|191067|0
1789|191836|0
1789|191746|0
1789|190462|0
1789|191492|0
1789|190968|0
1789|191065|0
1789|191205|0
1789|190678|0
1789|191326|0
1790|191067|0
1790|191746|0
1790|190580|0
1790|191242|0
1790|190505|0
1790|190453|0
1790|191492|0
1790|190935|0
1790|191326|0
1791|191067|0
1791|191836|0
1791|190580|0
1791|191489|0
1791|191242|0
1791|190505|0
1791|190453|0
1792|191638|0
1792|191067|0
1792|191225|0
1792|191744|0
1792|191136|0
1792|191646|0
1792|190722|0
1792|191487|0
1792|191748|0
1792|191242|0
1792|191371|0
1792|190945|0
1792|190805|0
1792|190671|0
1792|190450|0
1792|191260|0
1792|191566|0
1792|190476|0
1792|191584|0
1792|190453|0
1792|191539|0
1792|191850|0
1792|190795|0
1792|190917|0
1792|191431|0
1792|191077|0
1792|191883|0
1792|190936|0
1792|190993|0
1792|191529|0
1793|191067|0
1793|191225|0
1793|191646|0
1793|191748|0
1793|190945|0
1793|190805|0
1793|190671|0
1793|190450|0
1793|191260|0
1793|191566|0
1793|191584|0
1793|190453|0
1793|191539|0
1793|191850|0
1793|190795|0
1793|190917|0
1793|191431|0
1793|190936|0
1794|191744|0
1794|190722|0
1794|191487|0
1794|191371|0
1794|190450|0
1794|190936|0
1794|191529|0
1795|191638|0
1795|191225|0
1795|191744|0
1795|191136|0
1795|191646|0
1795|191487|0
1795|190945|0
1795|190805|0
1795|190671|0
1795|190450|0
1795|191850|0
1795|191431|0
1795|191077|0
1795|190936|0
1795|190993|0
1796|191744|0
1796|191646|0
1796|190722|0
1796|191487|0
1796|191748|0
1796|190945|0
1796|190453|0
1796|190795|0
1796|190917|0
1796|191431|0
1796|191077|0
1796|191883|0
1796|190936|0
1797|191748|0
1797|190805|0
1797|190671|0
1797|190450|0
1797|191077|0
1797|191883|0
1797|190936|0
1798|191067|0
1798|191646|0
1798|190722|0
1798|191487|0
1798|191371|0
1798|190945|0
1798|190805|0
1798|190450|0
1798|191260|0
1798|191539|0
1798|190795|0
1798|190936|0
1799|191067|0
1799|191646|0
1799|190805|0
1799|191584|0
1799|191431|0
1800|191225|0
1800|191744|0
1800|191646|0
1800|191748|0
1800|191242|0
1800|190805|0
1800|191584|0
1800|191539|0
1800|191850|0
1800|190795|0
1800|191431|0
1800|191883|0
1801|191638|0
1801|191067|0
1801|191136|0
1801|191646|0
1801|191748|0
1801|190945|0
1801|191260|0
1801|190476|0
1801|191850|0
1801|191077|0
1801|191883|0
1801|190936|0
1801|191529|0
1802|191638|0
1802|191067|0
1802|191225|0
