Person_id1|Person_id2|creationDate
190385|190450|0
190385|191260|0
190385|190913|0
190385|191174|0
190385|190453|0
190385|190488|0
190385|191492|0
190385|191850|0
190385|191064|0
190385|191205|0
190385|191077|0
190385|191543|0
190385|191513|0
190385|190842|0
190385|190905|0
190385|191529|0
190385|190661|0
190386|191860|0
190388|191093|0
190388|191074|0
190388|190988|0
190388|191622|0
190388|190825|0
190388|191872|0
190388|190577|0
190389|191492|0
190389|190702|0
190389|191529|0
190390|190505|0
190390|191539|0
190390|190575|0
190390|190523|0
190394|191836|0
190394|190881|0
190394|191457|0
190394|190494|0
190394|190619|0
190394|191300|0
190394|190960|0
190394|190883|0
190394|190910|0
190394|190928|0
190394|190549|0
190394|191317|0
190394|191520|0
190394|190638|0
190394|191060|0
190394|191702|0
190394|191405|0
190394|190775|0
190394|191092|0
190394|191093|0
190394|190930|0
190394|190686|0
190394|191871|0
190394|190703|0
190394|191585|0
190394|190575|0
190394|190825|0
190394|191362|0
190394|191132|0
190394|190812|0
190394|191860|0
190394|190784|0
190395|190737|0
190395|190753|0
190395|191191|0
190395|190671|0
190395|190885|0
190395|191784|0
190395|191408|0
190395|191341|0
190395|191129|0
190395|191529|0
190395|190468|0
190396|191746|0
190396|191748|0
190396|190580|0
190396|191489|0
190396|191242|0
190396|190462|0
190396|190433|0
190396|190671|0
190396|190505|0
190396|190453|0
190396|191492|0
190396|190968|0
190396|191065|0
190396|191205|0
190396|190935|0
190396|190678|0
190396|191326|0
190397|191242|0
190397|191371|0
190397|190945|0
190397|190805|0
190397|190671|0
190397|190450|0
190397|191260|0
190397|191566|0
190397|190476|0
190397|191584|0
190397|190453|0
190397|191539|0
190397|191850|0
190397|190795|0
190397|190917|0
190397|191431|0
190397|191077|0
190397|191883|0
190397|190936|0
190397|190993|0
190397|191529|0
190398|191613|0
190398|191686|0
190398|191285|0
190398|191228|0
190398|191864|0
190398|191003|0
190398|190805|0
190398|191702|0
190398|190983|0
190398|190766|0
190398|191374|0
190398|191174|0
190398|190776|0
190398|190674|0
190398|191735|0
190398|190777|0
190398|191306|0
190398|191622|0
190398|191350|0
190398|190825|0
190398|191872|0
190398|191291|0
190398|191022|0
190398|190600|0
190398|190441|0
190398|190508|0
190398|191276|0
190398|191529|0
190399|190897|0
190399|190868|0
190399|190963|0
190399|191154|0
190399|190432|0
190399|191649|0
190399|191864|0
190399|190764|0
190399|191122|0
190399|191060|0
190399|191508|0
190399|190806|0
190399|191782|0
190399|191045|0
190399|190766|0
190399|191319|0
190399|191812|0
190399|191092|0
190399|191246|0
190399|190988|0
190399|190404|0
190399|190702|0
190399|190490|0
190399|190703|0
190399|191218|0
190399|190536|0
190399|190575|0
190399|191145|0
190399|190837|0
190399|191273|0
190399|190523|0
190399|190970|0
190399|190873|0
190399|191291|0
190399|191635|0
190399|191022|0
190399|190379|0
190399|191234|0
190399|191470|0
190399|190973|0
190399|191451|0
190399|191250|0
190399|191820|0
190399|191471|0
190399|190769|0
190399|190492|0
190399|191182|0
190399|191860|0
190399|190784|0
190401|190983|0
190401|190555|0
190401|190768|0
190401|191065|0
190401|191078|0
190401|191590|0
190401|190973|0
190401|191529|0
190402|191773|0
190402|191495|0
190402|191573|0
190402|190993|0
190402|190973|0
190402|191788|0
190403|191196|0
190403|191074|0
190403|190702|0
190403|190888|0
190403|191306|0
190403|190891|0
190403|190542|0
190403|191656|0
190403|191860|0
190403|191436|0
190404|190767|0
190404|190573|0
190404|191622|0
190404|190824|0
190404|190837|0
190404|190825|0
190404|191511|0
190404|191635|0
190404|190379|0
190404|191589|0
190404|191409|0
190404|191470|0
190404|191324|0
190404|191417|0
190404|191250|0
190404|191355|0
190405|190507|0
190405|190542|0
190405|191513|0
190405|190936|0
190405|191276|0
190406|190392|0
190406|191726|0
190406|191380|0
190406|190937|0
190406|191249|0
190406|191729|0
190407|190661|0
190407|191167|0
190409|190471|0
190409|191057|0
190409|191242|0
190409|190532|0
190409|190462|0
190409|190569|0
190409|191428|0
190409|190836|0
190409|191870|0
190409|190455|0
190409|191006|0
190409|191065|0
190409|191205|0
190409|190935|0
190409|190747|0
190409|191883|0
190409|191276|0
190409|190509|0
190409|190993|0
190409|191885|0
190409|191729|0
190410|191783|0
190410|191144|0
190410|190769|0
190412|190563|0
190412|191030|0
190412|191520|0
190412|191529|0
190412|191295|0
190413|191793|0
190413|190530|0
190413|191687|0
190413|190764|0
190413|190853|0
190413|190637|0
190413|190502|0
190413|191554|0
190413|191032|0
190413|191843|0
190413|191868|0
190413|191704|0
190413|191812|0
190413|191537|0
190413|191320|0
190413|190555|0
190413|190403|0
190413|191492|0
190413|191464|0
190413|190702|0
190413|190367|0
190413|190704|0
190413|191306|0
190413|191408|0
190413|190891|0
190413|191341|0
190413|191205|0
190413|191290|0
190413|191078|0
190413|191590|0
190413|191292|0
190413|191544|0
190413|191623|0
190413|191471|0
190413|190769|0
190413|191858|0
190413|191860|0
190413|190662|0
190413|191436|0
190414|191242|0
190414|190569|0
190414|190453|0
190414|190917|0
190414|190706|0
190414|191272|0
190414|190612|0
190415|190573|0
190415|191205|0
190415|190406|0
190415|190940|0
190417|191431|0
190417|191872|0
190418|190575|0
190418|191291|0
190418|191544|0
190418|190524|0
190418|191860|0
190419|191205|0
190421|190905|0
190421|191354|0
190421|191279|0
190421|190783|0
190421|191860|0
190421|191729|0
190422|191471|0
190422|190644|0
190423|190940|0
190423|191860|0
190426|190844|0
190428|191744|0
190428|191485|0
190428|190802|0
190428|191103|0
190428|190620|0
190428|191840|0
190428|191809|0
190428|190376|0
190428|190567|0
190428|190945|0
190428|191702|0
190428|191721|0
190428|191784|0
190428|191231|0
190428|191020|0
190428|190556|0
190428|190768|0
190428|191146|0
190428|191064|0
190428|191494|0
190428|191205|0
190428|191529|0
190428|191394|0
190428|190662|0
190429|191012|0
190429|190957|0
190429|190395|0
190429|191695|0
190429|190413|0
190429|191613|0
190429|190753|0
190429|191864|0
190429|190376|0
190429|190982|0
190429|190433|0
190429|191784|0
190429|190390|0
190429|190437|0
190429|190454|0
190429|191350|0
190429|190600|0
190429|191409|0
190429|190993|0
190429|191529|0
190429|190468|0
190429|191860|0
190429|191344|0
190430|190622|0
190430|191748|0
190430|190472|0
190430|191142|0
190430|190462|0
190430|190569|0
190430|191195|0
190430|191112|0
190430|191492|0
190430|190917|0
190430|191622|0
190430|191146|0
190430|191065|0
190430|191205|0
190430|190747|0
190430|191235|0
190430|191436|0
190431|191002|0
190431|191860|0
190432|190742|0
190432|190516|0
190432|191002|0
190432|191520|0
190432|190638|0
190432|191060|0
190432|191372|0
190432|191319|0
190432|191704|0
190432|191630|0
190432|191735|0
190432|191144|0
190432|190988|0
190432|190596|0
190432|190404|0
190432|190767|0
190432|190556|0
190432|190479|0
190432|190573|0
190432|190768|0
190432|191622|0
190432|191047|0
190432|191350|0
190432|191341|0
190432|190607|0
190432|190608|0
190432|191324|0
190432|190732|0
190432|190610|0
190432|191325|0
190432|191024|0
190432|191820|0
190432|191452|0
190432|191134|0
190432|190444|0
190433|190671|0
190433|191868|0
190433|190947|0
190433|191070|0
190433|191427|0
190433|191374|0
190433|190476|0
190433|191071|0
190433|191320|0
190433|191302|0
190433|191389|0
190433|191539|0
190433|190917|0
190433|190810|0
190433|191350|0
190433|191495|0
190433|191078|0
190433|190642|0
190433|191292|0
190433|190509|0
190433|190993|0
190433|190973|0
190433|191860|0
190433|191167|0
190434|191537|0
190434|190700|0
190434|191306|0
190434|191408|0
190434|191786|0
190434|191077|0
190434|190973|0
190435|190595|0
190435|191196|0
190435|190701|0
190435|190809|0
190435|190730|0
190435|191689|0
190435|191076|0
190435|191654|0
190435|191162|0
190435|191586|0
190435|190920|0
190435|191786|0
190435|191587|0
190435|190660|0
190435|190600|0
190435|191513|0
190435|190993|0
190435|190973|0
190435|190467|0
190435|191529|0
190435|191578|0
190435|190733|0
190435|190922|0
190436|191005|0
190436|191231|0
190436|190777|0
190436|190536|0
190436|191146|0
190436|191494|0
190436|190838|0
190436|191883|0
190436|191593|0
190436|190645|0
190436|191167|0
190437|190488|0
190437|190477|0
190437|191755|0
190437|191870|0
190437|191622|0
190437|191203|0
190437|190539|0
190437|191409|0
190437|191741|0
190437|190542|0
190437|191132|0
190437|191591|0
190437|190992|0
190437|191096|0
190437|191529|0
190437|191164|0
190437|190662|0
190439|190379|0
190440|190777|0
190440|191815|0
190440|191306|0
190440|191407|0
190440|190521|0
190440|191573|0
190440|191873|0
190441|191873|0
190441|191761|0
190441|190493|0
190441|191280|0
190443|191362|0
190446|190957|0
190446|190651|0
190446|190853|0
190446|190983|0
190446|191622|0
190446|191205|0
190446|190379|0
190446|191023|0
190446|190421|0
190446|191236|0
190447|191409|0
190448|190853|0
190448|190983|0
190448|191306|0
190448|191350|0
190448|190769|0
190449|191669|0
190449|190700|0
190449|190435|0
190449|190914|0
190449|191304|0
190449|191350|0
190449|190797|0
190449|190993|0
190449|190769|0
190449|191295|0
190450|190913|0
190450|191566|0
190450|190743|0
190450|190435|0
190450|191174|0
190450|190505|0
190450|190453|0
190450|190702|0
190450|191689|0
190450|191622|0
190450|191350|0
190450|191690|0
190450|191205|0
190450|190797|0
190450|191077|0
190450|190542|0
190450|191007|0
190450|190993|0
190450|190973|0
190450|190749|0
190451|191409|0
190451|190733|0
190453|191539|0
190453|190917|0
190453|190706|0
190453|190823|0
190453|191205|0
190453|190935|0
190453|191077|0
190453|191513|0
190453|190421|0
190453|191529|0
190453|191294|0
190453|191471|0
190453|190661|0
190453|190783|0
190453|191480|0
190454|191408|0
190454|191205|0
190454|191096|0
190454|190993|0
190454|190973|0
190454|190748|0
190454|190783|0
190454|191860|0
190454|191344|0
190454|191167|0
190455|191431|0
190455|191415|0
190455|191589|0
190455|191323|0
190455|190509|0
190456|191205|0
190456|190379|0
190456|190892|0
190456|191874|0
190456|191608|0
190456|191292|0
190458|191836|0
190458|191169|0
190458|191695|0
190458|191534|0
190458|191306|0
190458|190973|0
190458|190467|0
190458|191529|0
190458|191860|0
190459|190945|0
190459|191257|0
190459|190433|0
190459|190831|0
190459|190713|0
190459|191431|0
190459|191205|0
190459|190441|0
190459|190577|0
190459|190509|0
190459|190905|0
190459|191761|0
190459|191549|0
190460|190806|0
190460|191074|0
190460|191306|0
190460|191549|0
190461|191651|0
190461|190488|0
190461|191492|0
190461|191539|0
190461|190917|0
190461|191622|0
190461|191205|0
190461|190678|0
190461|191873|0
190461|191547|0
190461|191295|0
190461|191860|0
190461|191729|0
190462|191257|0
190462|191521|0
190462|190450|0
190462|191784|0
190462|191630|0
190462|191070|0
190462|191035|0
190462|191428|0
190462|190453|0
190462|191524|0
190462|190704|0
190462|190706|0
190462|191306|0
190462|190521|0
190462|191065|0
190462|191205|0
190462|190935|0
190462|190599|0
190462|191726|0
190462|191007|0
190462|191276|0
190462|191236|0
190463|191205|0
190464|191306|0
190464|191295|0
190465|190700|0
190466|191529|0
190466|190783|0
190466|191481|0
190467|190602|0
190467|191681|0
190467|191682|0
190468|191471|0
190468|191858|0
190468|190661|0
190469|191484|0
190469|191331|0
190469|191002|0
190469|190569|0
190469|190435|0
190469|190917|0
190469|191409|0
190469|190993|0
190469|191529|0
190470|190564|0
190470|190885|0
190470|190985|0
190470|190702|0
190470|191306|0
190470|190936|0
190470|191471|0
190470|191549|0
190471|191697|0
190471|190549|0
190471|191518|0
190471|190516|0
190471|191030|0
190471|190756|0
190471|190532|0
190471|191523|0
190471|190519|0
190471|190836|0
190471|191019|0
190471|191074|0
190471|191006|0
190471|191341|0
190471|191589|0
190471|191452|0
190472|191809|0
190472|191616|0
190472|191489|0
190472|190945|0
190472|190983|0
190472|191405|0
190472|191630|0
190472|191112|0
190472|190488|0
190472|190988|0
190472|190968|0
190472|191415|0
190472|190608|0
190472|190811|0
190472|190577|0
190472|190678|0
190472|191873|0
190472|190508|0
190472|190993|0
190472|190905|0
190472|191547|0
190472|191295|0
190472|191097|0
190472|191860|0
190473|190474|0
190473|191140|0
190473|191864|0
190473|190853|0
190473|190569|0
190473|191108|0
190473|190983|0
190473|191521|0
190473|191195|0
190473|190766|0
190473|190913|0
190473|191246|0
190473|191755|0
190473|190901|0
190473|190917|0
190473|190768|0
190473|191622|0
190473|190575|0
190473|191431|0
190473|190539|0
190473|191851|0
190473|191205|0
190473|191542|0
190473|191872|0
190473|190421|0
190473|190524|0
190473|191096|0
190473|191236|0
190473|191009|0
190473|191417|0
190473|191354|0
190473|191279|0
190473|191858|0
190473|190783|0
190473|190894|0
190473|190784|0
190474|191701|0
190474|191864|0
190474|190532|0
190474|190502|0
190474|191229|0
190474|191258|0
190474|191405|0
190474|191721|0
190474|191034|0
190474|191092|0
190474|190436|0
190474|190948|0
190474|190505|0
190474|191232|0
190474|190917|0
190474|191654|0
190474|191586|0
190474|190480|0
190474|190921|0
190474|191129|0
190474|191872|0
190474|190811|0
190474|191636|0
190474|191543|0
190474|191741|0
190474|191007|0
190474|191249|0
190474|190993|0
190474|191009|0
190474|190602|0
190474|191682|0
190474|191860|0
190474|190662|0
190475|191021|0
190476|190453|0
190476|191218|0
190476|190455|0
190476|191622|0
190476|191431|0
190476|191205|0
190476|191726|0
190476|191529|0
190476|190661|0
190476|191860|0
190476|191167|0
190477|190836|0
190477|191871|0
190477|191306|0
190477|190600|0
190478|191205|0
190478|190973|0
190478|191860|0
190479|191205|0
190479|190542|0
190480|190747|0
190480|191235|0
190482|191622|0
190483|191807|0
190483|191029|0
190483|191630|0
190483|190913|0
190483|191590|0
190483|190973|0
190484|190471|0
190484|190752|0
190484|190413|0
190484|190961|0
190484|191698|0
190484|190549|0
190484|190764|0
190484|190566|0
190484|191843|0
190484|191034|0
190484|190506|0
190484|190555|0
190484|191074|0
190484|191350|0
190484|191273|0
190484|191495|0
190484|191409|0
190484|191590|0
190484|190893|0
190484|191544|0
190484|191417|0
190484|191250|0
190484|191295|0
190484|191860|0
190484|191355|0
190485|190899|0
190485|190461|0
190485|191242|0
190485|191651|0
190485|191630|0
190485|191035|0
190485|190985|0
190485|190768|0
190485|191205|0
190485|191415|0
190485|191324|0
190485|191547|0
190486|190488|0
190486|191019|0
190486|191622|0
190486|190522|0
190487|190403|0
190487|191196|0
190487|190797|0
190487|191543|0
190487|190812|0
190487|191529|0
190487|191549|0
190488|191349|0
190488|190836|0
190488|191429|0
190488|190403|0
190488|191492|0
190488|190596|0
190488|191816|0
190488|190479|0
190488|190573|0
190488|191306|0
190488|191622|0
190488|191047|0
190488|191272|0
190488|191321|0
190488|190630|0
190488|191307|0
190488|190522|0
190488|191146|0
190488|190837|0
190488|190707|0
190488|190523|0
190488|191178|0
190488|190779|0
190488|191409|0
190488|191378|0
190488|190798|0
190488|191324|0
190488|191235|0
190488|191545|0
190488|191514|0
190488|191009|0
190488|191052|0
190488|191529|0
190488|190661|0
190488|190784|0
190489|191167|0
190490|191471|0
190492|190644|0
190492|190922|0
190492|191164|0
190492|191860|0
190492|191165|0
190494|190751|0
190494|191695|0
190494|191423|0
190494|190496|0
190494|191299|0
190494|190547|0
190494|190790|0
190494|190883|0
190494|190375|0
190494|191029|0
190494|190753|0
190494|190963|0
190494|190725|0
190494|190740|0
190494|191141|0
190494|190742|0
190494|191318|0
190494|190532|0
190494|191371|0
190494|190462|0
190494|190433|0
190494|191508|0
190494|191617|0
190494|191583|0
190494|191521|0
190494|191868|0
190494|190766|0
190494|191070|0
190494|190365|0
190494|190713|0
190494|190886|0
190494|191143|0
190494|190519|0
190494|190887|0
190494|191320|0
190494|190931|0
190494|191429|0
190494|190988|0
190494|191020|0
190494|190810|0
190494|190933|0
190494|191306|0
190494|191622|0
190494|190521|0
190494|191851|0
190494|191021|0
190494|191872|0
190494|190660|0
190494|191308|0
190494|191130|0
190494|190600|0
190494|191589|0
190494|191409|0
190494|191362|0
190494|191497|0
190494|191024|0
190494|190601|0
190494|191453|0
190494|191295|0
190494|190783|0
190495|190783|0
190496|190547|0
190496|190753|0
190496|190792|0
190496|191862|0
190496|190623|0
190496|190829|0
190496|191721|0
190496|190766|0
190496|190488|0
190496|191349|0
190496|191674|0
190496|190702|0
190496|190731|0
190496|191205|0
190496|190778|0
190496|191872|0
190496|190660|0
190496|190608|0
190496|190600|0
190496|190811|0
190496|190678|0
190496|191181|0
190496|190524|0
190496|191529|0
190496|191097|0
190497|191400|0
190497|190830|0
190497|190433|0
190497|190625|0
190497|191539|0
190497|191205|0
190497|191292|0
190498|191141|0
190498|191784|0
190498|191622|0
190498|191408|0
190498|191860|0
190499|191144|0
190499|191573|0
190499|190905|0
190500|190566|0
190500|191784|0
190500|190713|0
190500|190436|0
190500|191144|0
190500|190988|0
190500|191543|0
190500|190524|0
190500|190905|0
190500|191098|0
190500|191860|0
190500|191167|0
190501|190913|0
190501|191860|0
190502|191032|0
190502|190855|0
190502|191405|0
190502|190518|0
190502|190743|0
190502|191092|0
190502|190488|0
190502|190555|0
190502|190367|0
190502|190888|0
190502|191622|0
190502|191758|0
190502|191205|0
190502|191178|0
190502|191855|0
190502|191590|0
190502|191095|0
190502|190936|0
190502|191529|0
190502|190468|0
190502|191295|0
190502|191858|0
190502|191097|0
190502|191436|0
190503|190983|0
190503|190776|0
190503|190555|0
190503|190507|0
190503|190935|0
190503|190973|0
190504|191306|0
190504|191860|0
190505|191754|0
190505|191349|0
190505|191510|0
190505|191360|0
190505|191232|0
190505|191492|0
190505|190628|0
190505|190795|0
190505|191146|0
190505|191786|0
190505|191495|0
190505|190797|0
190505|190608|0
190505|190643|0
190505|190991|0
190505|191741|0
190505|191007|0
190505|191513|0
190505|191708|0
190505|190992|0
190505|191096|0
190505|190993|0
190505|191394|0
190505|191682|0
190505|191097|0
190505|191098|0
190505|191788|0
190505|191436|0
190506|190555|0
190506|190917|0
190506|191495|0
190506|190599|0
190506|191590|0
190506|190747|0
190506|191292|0
190506|190783|0
190507|190778|0
190507|190691|0
190507|191740|0
190507|191276|0
190507|191051|0
190507|190844|0
190508|191292|0
190508|191637|0
190508|191417|0
190508|191547|0
190508|190769|0
190509|190407|0
190509|191885|0
190509|191343|0
190509|191167|0
190511|190634|0
190511|191744|0
190511|191082|0
190511|190957|0
190511|190816|0
190511|190622|0
190511|190459|0
190511|190530|0
190511|190899|0
190511|190549|0
190511|190698|0
190511|190566|0
190511|190638|0
190511|191617|0
190511|191229|0
190511|190831|0
190511|190775|0
190511|190713|0
190511|191092|0
190511|190836|0
190511|191585|0
190511|190418|0
190511|190575|0
190511|191176|0
190511|190825|0
190511|191588|0
190511|191415|0
190511|191178|0
190511|190599|0
190511|190441|0
190511|190443|0
190511|191235|0
190511|190905|0
190511|191761|0
190511|190493|0
190511|191549|0
190512|191744|0
190512|190942|0
190512|191205|0
190513|190909|0
190513|191007|0
190514|191423|0
190514|191400|0
190514|191862|0
190514|190899|0
190514|190754|0
190514|190981|0
190514|190982|0
190514|191843|0
190514|190671|0
190514|190913|0
190514|191524|0
190514|191361|0
190514|191306|0
190514|190678|0
190514|190993|0
190514|191860|0
190514|191344|0
190515|191295|0
190516|191704|0
190516|191524|0
190516|191019|0
190516|191622|0
190516|191495|0
190516|191205|0
190516|190935|0
190516|191573|0
190516|191409|0
190516|191590|0
190516|191874|0
190516|190644|0
190516|191860|0
190517|191783|0
190517|191537|0
190517|190713|0
190517|191380|0
190518|190555|0
190518|191304|0
190518|190367|0
190518|191415|0
190518|190747|0
190518|190973|0
190519|190768|0
190519|191408|0
190519|191078|0
190519|191544|0
190519|190509|0
190519|190524|0
190519|191454|0
190519|191098|0
190519|191860|0
190521|191408|0
190521|191873|0
190521|191235|0
190521|191292|0
190521|191181|0
190521|191593|0
190522|191341|0
190522|191589|0
190522|190798|0
190522|190524|0
190522|191529|0
190522|191452|0
190522|191223|0
190522|191623|0
190522|191860|0
190522|190662|0
190523|191021|0
190523|190679|0
190523|191530|0
190523|191788|0
190524|190905|0
190524|191223|0
190524|191454|0
190524|190613|0
190524|191343|0
190524|191098|0
190524|191860|0
190524|190662|0
190526|191225|0
190526|190816|0
190526|190396|0
190526|190622|0
190526|190580|0
190526|190868|0
190526|190963|0
190526|190473|0
190526|190671|0
190526|191195|0
190526|190453|0
190526|190917|0
190526|191306|0
190526|191622|0
190526|191272|0
190526|191431|0
190526|190905|0
190526|190784|0
190527|190988|0
190527|190596|0
190527|191409|0
190528|191260|0
190528|190505|0
190528|190488|0
190529|190885|0
190529|191205|0
190529|191409|0
190530|190899|0
190530|191191|0
190530|191257|0
190530|190518|0
190530|191671|0
190530|190743|0
190530|191005|0
190530|190555|0
190530|190367|0
190530|190891|0
190530|191205|0
190530|191415|0
190530|191726|0
190530|190769|0
190530|191858|0
190530|190782|0
190530|191549|0
190530|191167|0
190531|191407|0
190531|191529|0
190532|191669|0
190532|191784|0
190532|190596|0
190532|191851|0
190532|191205|0
190532|191589|0
190532|191409|0
190532|191708|0
190532|191529|0
190532|191860|0
190533|191045|0
190533|190831|0
190533|191537|0
190533|191735|0
190533|191622|0
190533|191272|0
190533|191205|0
190533|191542|0
190533|190599|0
190533|190441|0
190533|191409|0
190533|191481|0
190535|191306|0
190535|191622|0
190535|191162|0
190535|190797|0
190535|191529|0
190535|191547|0
190535|190662|0
190536|191205|0
190536|191291|0
190536|191883|0
190536|191236|0
190538|191295|0
190538|191860|0
190539|191409|0
190539|191529|0
190539|190612|0
190540|191853|0
190540|190612|0
190540|191167|0
190541|190600|0
190541|190747|0
190541|191380|0
190541|191276|0
190541|190783|0
190541|191860|0
190542|190936|0
190542|190812|0
190542|190407|0
190542|190492|0
190542|190578|0
190542|191860|0
190542|191530|0
190542|191788|0
190543|190787|0
190543|190429|0
190543|191744|0
190543|190394|0
190543|191082|0
190543|191836|0
190543|190881|0
190543|191169|0
190543|190957|0
190543|190619|0
190543|190719|0
190543|190762|0
190543|191695|0
190543|191299|0
190543|190431|0
190543|191475|0
190543|190960|0
190543|190399|0
190543|190897|0
190543|190753|0
190543|190928|0
190543|191602|0
190543|191701|0
190543|191317|0
190543|190983|0
190543|191372|0
190543|191429|0
190543|191871|0
190543|191306|0
190543|191622|0
190543|191690|0
190543|190378|0
190543|191022|0
190543|191409|0
190544|190768|0
190547|190680|0
190547|190399|0
190547|191793|0
190547|191029|0
190547|190792|0
190547|191698|0
190547|191809|0
190547|190474|0
190547|191317|0
190547|190853|0
190547|190829|0
190547|190805|0
190547|190988|0
190547|191674|0
190547|191306|0
190547|191495|0
190547|191205|0
190547|190778|0
190547|191590|0
190547|190542|0
190547|190893|0
190547|191544|0
190547|190422|0
190547|190769|0
190547|191860|0
190548|191306|0
190548|190575|0
190549|190432|0
190549|190742|0
190549|191317|0
190549|190566|0
190549|191030|0
190549|191520|0
190549|190638|0
190549|191060|0
190549|191617|0
190549|190793|0
190549|191334|0
190549|190552|0
190549|191372|0
190549|190775|0
190549|190713|0
190549|190887|0
190549|190488|0
190549|190674|0
190549|190836|0
190549|191019|0
190549|190871|0
190549|190988|0
190549|191634|0
190549|190573|0
190549|191306|0
190549|191047|0
190549|190575|0
190549|191130|0
190549|191380|0
190549|190842|0
190549|191545|0
190549|191325|0
190549|191577|0
190549|191623|0
190549|191280|0
190549|191860|0
190549|191787|0
190550|190830|0
190550|190699|0
190550|191845|0
190550|191350|0
190550|191205|0
190550|190769|0
190550|191593|0
190550|191365|0
190550|191860|0
190551|191702|0
190551|191537|0
190551|191205|0
190551|191415|0
190551|191593|0
190553|191092|0
190553|191622|0
190553|191205|0
190553|191235|0
190554|190700|0
190554|190435|0
190554|191754|0
190554|190628|0
190554|191076|0
190554|190658|0
190554|191690|0
190554|191786|0
190554|190467|0
190554|190602|0
190554|191549|0
190555|190627|0
190555|191304|0
190555|191689|0
190555|190704|0
190555|191306|0
190555|191350|0
190555|191307|0
190555|191786|0
190555|190825|0
190555|190891|0
190555|191077|0
190555|190379|0
190555|190466|0
190555|190732|0
190555|190993|0
190555|191610|0
190555|191529|0
190555|191623|0
190555|191471|0
190555|190769|0
190555|190492|0
190555|190613|0
190555|190645|0
190556|190917|0
190556|191738|0
190556|191306|0
190556|191272|0
190556|191431|0
190556|190522|0
190556|190707|0
190556|191341|0
190556|191129|0
190556|191587|0
190556|191676|0
190556|191495|0
190556|191589|0
190556|191381|0
190556|190798|0
190556|191235|0
190556|190509|0
190556|190905|0
190556|191452|0
190556|191860|0
190556|191436|0
190559|190666|0
190559|191311|0
190559|191208|0
190559|191298|0
190559|190942|0
190559|191137|0
190559|190409|0
190559|191084|0
190559|191187|0
190559|191807|0
190559|190471|0
190559|191443|0
190559|190566|0
190559|190532|0
190559|191404|0
190559|190671|0
190559|191630|0
190559|191320|0
190559|190836|0
190559|190455|0
190559|190768|0
190559|191851|0
190559|191573|0
190559|190379|0
190559|191576|0
190559|190509|0
190559|191279|0
190559|191729|0
190560|191531|0
190560|190619|0
190560|190399|0
190560|190853|0
190560|191030|0
190560|190756|0
190560|190743|0
190560|191850|0
190560|190988|0
190560|190456|0
