Person_id|Post_id|creationDate
190471|196899|0
191057|196899|0
190836|196899|0
191870|196899|0
190455|196899|0
191006|196899|0
190935|196899|0
191276|196899|0
190993|196899|0
191295|197242|0
191520|197255|0
191169|197269|0
191169|197270|0
191169|197275|0
191520|197275|0
191169|197287|0
191169|197301|0
191030|197321|0
191030|197324|0
191520|197324|0
190563|197355|0
191520|197355|0
191520|197369|0
190563|197418|0
191030|197418|0
191529|197418|0
191030|197438|0
191520|197438|0
191030|197440|0
191520|197440|0
190563|197457|0
191030|197457|0
190563|197459|0
191030|197459|0
190563|197471|0
190563|197494|0
191030|197494|0
191520|197494|0
190924|197548|0
191183|197548|0
191383|197548|0
191483|197548|0
191251|197548|0
190429|197548|0
191136|197548|0
190362|197548|0
191103|197548|0
190816|197548|0
190722|197548|0
191039|197548|0
190484|197548|0
191253|197548|0
190752|197548|0
190737|197548|0
191793|197548|0
190530|197548|0
191687|197548|0
190764|197548|0
190853|197548|0
190637|197548|0
190502|197548|0
191554|197548|0
191032|197548|0
191843|197548|0
191868|197548|0
191704|197548|0
191812|197548|0
191537|197548|0
191320|197548|0
190555|197548|0
190403|197548|0
191492|197548|0
191464|197548|0
190702|197548|0
190367|197548|0
190704|197548|0
191306|197548|0
191408|197548|0
190891|197548|0
191341|197548|0
191205|197548|0
191290|197548|0
191078|197548|0
191590|197548|0
191292|197548|0
191544|197548|0
191623|197548|0
191471|197548|0
190769|197548|0
191858|197548|0
191860|197548|0
190662|197548|0
191436|197548|0
190924|197555|0
191183|197555|0
191383|197555|0
191483|197555|0
191251|197555|0
190429|197555|0
191136|197555|0
190362|197555|0
191103|197555|0
190816|197555|0
190722|197555|0
191039|197555|0
190484|197555|0
191253|197555|0
190752|197555|0
190737|197555|0
191793|197555|0
190530|197555|0
191687|197555|0
190764|197555|0
190853|197555|0
190637|197555|0
190502|197555|0
191554|197555|0
191032|197555|0
191843|197555|0
191868|197555|0
191704|197555|0
191812|197555|0
191537|197555|0
191320|197555|0
190555|197555|0
190403|197555|0
191492|197555|0
191464|197555|0
190702|197555|0
190367|197555|0
190704|197555|0
191306|197555|0
191408|197555|0
190891|197555|0
191341|197555|0
191205|197555|0
191290|197555|0
191078|197555|0
191590|197555|0
191292|197555|0
191544|197555|0
191623|197555|0
191471|197555|0
190769|197555|0
191858|197555|0
191860|197555|0
190662|197555|0
191436|197555|0
190502|197561|0
190622|197579|0
191135|197587|0
191836|197587|0
190622|197587|0
191840|197587|0
190868|197587|0
191057|197587|0
191242|197587|0
190453|197587|0
190917|197587|0
191272|197587|0
191242|197588|0
191135|197599|0
191836|197599|0
191252|197599|0
190622|197599|0
191840|197599|0
191840|197623|0
191135|197634|0
191252|197634|0
191057|197634|0
191191|197634|0
190569|197634|0
190917|197634|0
191135|197639|0
191252|197639|0
191057|197639|0
191191|197639|0
190569|197639|0
190917|197639|0
190569|197643|0
190868|197647|0
191191|197647|0
191242|197647|0
190917|197667|0
190622|197689|0
191252|197695|0
190622|197695|0
191191|197695|0
190569|197695|0
191272|197695|0
191252|197702|0
190622|197702|0
191191|197702|0
190569|197702|0
191272|197702|0
191205|197737|0
191205|197762|0
191684|197809|0
190848|197809|0
191807|197809|0
190740|197809|0
190573|197809|0
190940|197809|0
191684|197811|0
190848|197811|0
191807|197811|0
190740|197811|0
190573|197811|0
190940|197811|0
191684|197814|0
190848|197814|0
191807|197814|0
190740|197814|0
190573|197814|0
190940|197814|0
191400|197823|0
190740|197823|0
190573|197823|0
191400|197829|0
190848|197842|0
191400|197883|0
190634|197889|0
191622|197909|0
191622|197913|0
191205|197913|0
190797|197972|0
191394|198372|0
191744|198375|0
191485|198375|0
190802|198375|0
191103|198375|0
190620|198375|0
191840|198375|0
191809|198375|0
190376|198375|0
190567|198375|0
190945|198375|0
191702|198375|0
191721|198375|0
191784|198375|0
191231|198375|0
191020|198375|0
190556|198375|0
190768|198375|0
191146|198375|0
191064|198375|0
191494|198375|0
191205|198375|0
191529|198375|0
191394|198375|0
190662|198375|0
191350|198386|0
191054|198399|0
191711|198412|0
191225|198412|0
190543|198412|0
191012|198412|0
190957|198412|0
190413|198412|0
191613|198412|0
191864|198412|0
190376|198412|0
190982|198412|0
190600|198421|0
191409|198421|0
190993|198421|0
191529|198421|0
190468|198421|0
191344|198421|0
191225|198462|0
190413|198477|0
190753|198484|0
191864|198484|0
190376|198484|0
190982|198484|0
191711|198489|0
191225|198489|0
191012|198489|0
190395|198489|0
190376|198489|0
190433|198489|0
191784|198489|0
190390|198489|0
190437|198489|0
190454|198489|0
191350|198489|0
190468|198489|0
190376|198490|0
191711|198496|0
191225|198496|0
191012|198496|0
190395|198496|0
190376|198496|0
190433|198496|0
191784|198496|0
190390|198496|0
190437|198496|0
190454|198496|0
191350|198496|0
190468|198496|0
191695|198517|0
190395|198519|0
191012|198531|0
190957|198531|0
190395|198531|0
191695|198531|0
190993|198536|0
191711|198546|0
191225|198546|0
190395|198546|0
191695|198546|0
190982|198546|0
190433|198546|0
191784|198546|0
190437|198546|0
191409|198546|0
190993|198546|0
191529|198546|0
191711|198551|0
191225|198551|0
190395|198551|0
191695|198551|0
190982|198551|0
190433|198551|0
191784|198551|0
190437|198551|0
191409|198551|0
190993|198551|0
191529|198551|0
190600|198556|0
191054|198559|0
190543|198559|0
190957|198559|0
190395|198559|0
191613|198559|0
190982|198559|0
190433|198559|0
191784|198559|0
191350|198559|0
190600|198559|0
191409|198559|0
191695|198584|0
191054|198635|0
191711|198635|0
190543|198635|0
190413|198635|0
190433|198635|0
190437|198635|0
191350|198635|0
191344|198635|0
190543|198641|0
190413|198641|0
190433|198641|0
190437|198641|0
191350|198641|0
191864|198653|0
190433|198662|0
190543|198697|0
190753|198707|0
191613|198708|0
190747|198734|0
190648|198735|0
191515|198735|0
191744|198735|0
191836|198735|0
190622|198735|0
191748|198735|0
190472|198735|0
191142|198735|0
190462|198735|0
190569|198735|0
191195|198735|0
191112|198735|0
190648|198742|0
191515|198742|0
191744|198742|0
191836|198742|0
190622|198742|0
191748|198742|0
190472|198742|0
191142|198742|0
190462|198742|0
190569|198742|0
191195|198742|0
191112|198742|0
191492|198742|0
190917|198742|0
191622|198742|0
191146|198742|0
191065|198742|0
191205|198742|0
190747|198742|0
191235|198742|0
191436|198742|0
190648|198749|0
191748|198749|0
190462|198749|0
190569|198749|0
191112|198749|0
190917|198749|0
191146|198749|0
191065|198749|0
191205|198749|0
190747|198749|0
191235|198749|0
191436|198749|0
191142|198781|0
191515|198792|0
191744|198792|0
191836|198792|0
190622|198792|0
191748|198792|0
190472|198792|0
191142|198792|0
191195|198792|0
191492|198792|0
191622|198792|0
