Comment_id1|Comment_id2
56860|56850
56862|56852
56863|56852
56864|56852
57015|57014
57017|57014
57018|57014
57019|57013
57020|57019
57021|57019
57022|57021
57023|57021
57024|57021
57025|57024
57026|57014
57028|57019
57029|57014
57128|57126
57130|57126
57131|57126
57133|57132
57135|57126
57136|57126
57137|57126
57138|57137
57139|57138
57140|57126
57141|57138
57142|57138
57144|57139
57169|57167
57171|57167
57173|57171
57175|57167
57177|57167
57180|57171
57181|57167
57337|57336
57338|57336
57339|57336
57341|57336
57344|57336
57345|57336
57346|57343
57347|57343
57348|57336
57350|57336
57352|57351
57354|57351
57511|57509
57512|57510
57514|57512
57515|57509
57516|57512
57517|57512
57518|57510
57519|57514
57520|57516
57521|57510
57522|57519
57523|57518
57524|57515
57525|57516
57526|57509
58001|58000
58002|58000
58003|58000
58004|58000
58005|58002
58006|58002
58007|58000
58009|58000
58011|58002
58012|58002
58013|58002
58014|58002
58015|58013
58016|58014
58017|58010
58583|58581
58586|58584
58587|58584
58588|58584
58589|58581
58590|58585
58591|58585
58592|58581
58593|58581
58594|58584
58595|58585
58723|58721
58726|58721
58727|58724
58728|58724
58729|58721
58731|58721
58732|58721
58733|58721
58734|58724
58736|58721
58737|58732
58966|58964
58967|58964
58968|58967
58971|58970
58972|58967
58973|58970
58974|58964
58975|58964
58976|58975
58977|58974
58978|58974
59150|59149
59151|59149
59153|59149
59154|59149
59155|59149
59157|59156
59159|59153
59160|59153
59161|59160
59164|59160
59165|59160
59760|59758
59761|59760
59762|59760
59763|59760
59764|59760
59767|59760
59769|59760
59770|59760
59772|59760
59773|59760
61116|61115
61117|61115
61118|61115
61119|61115
61121|61120
61122|61115
61123|61120
61124|61122
61125|61124
61126|61124
61127|61115
61129|61118
61131|61118
61132|61120
62254|62252
62255|62254
62256|62252
62257|62253
62259|62252
62260|62253
62262|62253
62264|62254
62267|62254
62268|62267
62269|62267
62417|62416
62420|62419
62421|62418
62422|62416
62425|62417
62428|62417
62430|62417
62431|62418
62432|62416
62434|62416
62567|62566
62569|62566
62571|62566
62572|62566
62576|62566
62577|62574
62578|62574
62580|62566
62581|62566
62582|62579
62583|62579
62863|62862
62864|62862
62867|62862
62868|62867
62869|62867
62870|62862
62872|62867
62873|62867
62874|62872
62875|62872
62876|62875
62877|62872
62878|62874
62980|62979
62983|62980
62985|62980
62986|62980
62987|62985
62988|62987
62989|62987
62990|62989
62991|62989
62993|62979
62994|62979
62995|62992
63190|63189
63191|63189
63192|63189
63193|63189
63195|63193
63196|63194
63197|63189
63198|63193
63199|63194
63201|63191
63202|63198
63673|63672
63674|63671
63675|63672
63677|63674
63678|63674
63679|63672
63680|63672
63681|63672
63682|63681
63683|63678
63684|63674
63685|63674
63686|63674
63687|63681
63688|63674
63689|63681
63798|63797
63799|63797
63800|63797
63801|63799
63802|63797
63804|63797
63805|63797
63806|63799
63807|63799
63809|63797
63810|63797
63811|63799
63812|63797
63813|63811
63814|63797
63815|63811
63868|63866
63869|63866
63871|63870
63872|63869
63873|63870
63875|63866
63876|63866
63877|63870
63878|63866
63880|63866
63881|63879
63882|63873
63883|63873
63884|63869
63924|63923
63925|63923
63926|63923
63927|63925
63928|63923
63929|63925
63930|63928
63932|63929
63933|63927
63934|63929
63935|63929
63936|63934
63937|63923
63938|63923
63939|63935
63940|63934
64420|64418
64422|64418
64423|64418
64425|64424
64426|64424
64428|64423
64429|64424
64430|64427
64884|64883
64885|64883
64886|64884
64887|64883
64888|64886
64889|64887
64890|64883
64891|64886
64895|64883
64896|64887
64897|64887
64898|64884
64899|64897
65337|65336
65339|65336
65340|65337
65341|65337
65342|65337
65345|65337
65347|65336
65348|65336
65349|65336
65351|65337
65352|65337
65353|65337
65679|65678
65680|65678
65683|65678
65684|65678
65685|65684
65686|65684
65687|65684
65688|65678
65689|65680
65690|65680
65691|65687
65692|65680
65694|65690
65837|65835
65839|65837
65840|65839
65842|65838
65844|65835
65845|65837
65847|65838
65848|65835
65849|65835
65850|65835
65851|65837
65852|65851
65853|65839
66347|66346
66349|66347
66351|66347
66355|66346
66356|66346
66357|66355
66358|66355
66360|66347
66361|66360
66363|66347
66364|66352
66486|66485
66487|66485
66489|66485
66492|66485
66494|66485
66495|66485
66496|66495
66497|66495
66498|66485
66499|66485
66500|66495
66583|66582
66584|66582
66586|66582
66587|66584
66588|66582
66590|66582
66591|66582
66592|66584
66593|66584
66594|66592
66595|66584
66657|66655
66658|66655
66659|66655
66663|66661
66666|66655
66667|66666
66669|66666
66670|66661
66671|66661
66672|66661
66673|66666
66674|66666
66745|66742
66746|66742
66749|66747
66750|66742
66751|66747
66752|66748
66753|66751
66851|66848
66852|66848
66853|66848
66854|66853
66855|66848
66856|66853
66857|66854
66858|66853
66859|66857
66861|66853
66862|66855
66864|66853
66865|66862
66875|66871
66877|66871
66878|66873
66879|66878
66880|66878
66882|66878
66883|66873
66884|66878
66885|66884
66886|66873
66888|66878
67298|67297
67299|67297
67300|67297
67301|67299
67302|67299
67303|67297
67305|67299
67306|67301
67307|67296
67308|67304
67309|67296
67310|67307
67311|67301
67312|67309
67330|67329
67335|67333
67337|67329
67338|67336
67339|67336
67417|67415
67419|67415
67422|67421
67423|67415
67424|67417
67425|67421
67427|67415
67428|67415
67429|67417
67430|67415
67432|67415
67433|67421
67639|67636
67640|67639
67641|67639
67643|67639
67644|67636
67645|67640
67646|67644
67647|67644
67648|67640
67649|67645
67650|67637
67652|67649
67702|67701
67703|67699
67704|67699
67705|67701
67706|67699
67707|67703
67709|67708
67711|67699
67712|67710
67713|67699
67714|67710
67715|67714
67716|67712
67717|67703
67743|67742
67747|67742
67748|67747
67750|67747
67752|67742
67756|67742
67757|67742
67759|67747
67760|67747
67768|67763
67769|67768
67770|67763
67773|67768
67774|67771
67775|67768
67777|67771
67778|67773
67779|67768
67803|67802
67805|67802
67806|67802
67807|67806
67809|67802
67811|67807
67812|67806
67813|67802
67814|67809
67815|67809
67816|67802
67817|67802
67818|67802
67819|67807
67904|67902
67905|67901
67906|67902
67908|67902
67909|67900
67984|67983
67985|67983
67987|67983
67990|67983
67991|67990
67993|67992
67994|67983
67995|67992
67996|67994
67997|67992
67998|67990
67999|67992
68000|67983
68001|67990
68106|68105
68107|68105
68108|68106
68109|68106
68110|68106
68111|68106
68329|68328
68331|68328
68333|68328
68334|68328
68336|68328
68337|68328
68339|68328
68340|68328
68341|68328
68342|68328
68343|68340
68423|68421
68427|68421
68432|68430
68433|68429
68435|68430
68437|68421
68438|68429
68989|68987
68990|68989
68991|68989
68993|68989
68994|68989
68996|68989
68997|68987
68998|68992
68999|68987
69000|68987
69001|68999
69003|68995
69004|68987
69024|69023
69025|69024
69026|69024
69028|69023
69029|69023
69035|69023
69036|69023
69038|69034
69224|69222
69225|69222
69226|69225
69227|69225
69229|69222
69230|69225
69232|69226
69233|69226
69234|69225
69235|69222
69236|69226
69237|69225
69350|69348
69351|69348
69353|69351
69354|69349
69357|69351
69358|69351
69359|69349
69360|69349
69361|69359
69363|69358
69365|69364
69469|69468
69471|69470
69472|69468
69475|69474
69476|69468
69477|69474
69478|69470
69479|69468
69480|69474
69482|69468
69483|69474
69484|69468
69485|69476
69486|69474
69790|69788
69792|69789
69794|69792
69795|69790
69796|69788
69797|69790
69798|69788
69799|69793
69800|69788
69801|69793
69802|69788
69803|69794
69932|69931
69934|69931
69935|69934
69936|69931
69937|69934
69938|69931
69939|69933
69940|69933
69941|69931
69942|69934
69943|69934
69944|69931
69945|69933
69946|69942
70188|70187
70189|70187
70190|70187
70191|70190
70192|70190
70193|70190
70194|70193
70195|70190
70197|70190
70198|70190
70199|70187
70200|70194
70201|70190
70202|70190
70203|70200
70227|70226
70228|70225
70230|70225
70231|70225
70232|70226
70760|70759
70761|70760
70762|70761
70763|70762
70764|70760
70765|70759
70766|70765
70767|70759
70768|70761
70770|70759
70771|70759
70772|70764
70773|70767
70774|70769
70775|70767
70776|70767
70777|70767
70981|70980
70982|70980
70983|70980
70984|70983
70986|70985
70987|70985
70988|70983
70990|70980
70993|70987
70994|70985
70995|70987
70996|70980
71076|71075
71079|71078
71080|71076
71081|71078
71083|71078
71084|71075
71085|71078
71086|71081
71087|71075
71088|71075
71090|71076
71091|71085
71142|71140
71145|71143
71147|71140
71149|71146
71150|71140
71152|71143
71154|71146
71155|71143
71156|71155
71157|71140
71205|71202
71206|71202
71208|71202
71209|71202
71212|71206
71214|71212
71215|71202
71216|71212
71217|71214
71218|71215
71219|71214
71220|71218
71261|71260
71263|71261
71265|71260
71266|71261
71267|71260
71268|71260
71270|71261
71271|71261
71272|71270
71273|71260
71422|71420
71424|71420
71425|71420
71426|71420
71427|71426
71428|71422
71429|71422
71430|71426
71432|71426
71434|71422
71435|71432
71436|71424
71437|71422
71438|71426
71491|71490
71492|71491
71496|71495
71499|71490
71500|71495
71657|71656
71658|71656
71660|71656
71661|71656
71662|71656
71663|71662
71664|71656
71666|71662
71667|71662
71669|71666
71670|71666
71861|71860
71863|71860
71864|71862
71865|71862
71866|71860
71867|71860
71868|71860
71870|71866
71871|71860
71872|71860
71873|71860
71875|71866
71877|71862
71878|71872
72285|72283
72286|72283
72288|72286
72290|72283
72292|72286
72293|72283
72294|72290
72295|72286
72404|72403
72407|72403
72408|72403
72409|72403
72410|72408
72411|72408
72412|72411
72413|72403
72414|72403
72415|72409
72416|72408
72417|72403
72418|72408
72419|72408
72699|72698
72701|72699
72702|72699
72703|72698
72704|72699
72705|72698
72706|72702
72707|72704
72709|72704
72710|72702
72711|72702
72712|72704
72713|72705
72714|72705
72715|72699
73270|73267
73273|73272
73274|73266
73276|73272
73277|73271
73278|73267
73279|73273
73280|73273
73281|73277
73282|73277
73283|73277
73284|73271
73316|73315
73317|73315
73318|73315
73319|73315
73321|73315
73322|73320
73324|73321
73325|73321
73326|73323
73328|73323
73329|73323
73331|73321
73332|73324
73333|73324
73550|73548
73551|73544
73553|73550
73554|73550
73556|73554
73557|73548
73558|73551
73559|73550
73560|73550
73561|73548
73619|73617
73621|73619
73622|73620
73624|73621
73625|73619
73626|73615
73627|73620
73628|73613
73629|73620
73631|73629
73693|73692
73696|73695
73697|73692
73698|73693
73699|73693
73700|73693
73702|73701
73703|73701
73704|73701
73705|73693
73706|73700
73707|73700
73708|73701
73819|73818
73821|73820
73824|73819
73825|73823
73826|73820
73827|73819
73829|73818
73830|73823
73831|73830
73832|73826
73833|73819
73834|73832
73945|73944
73946|73943
73948|73947
73949|73944
73950|73949
73951|73944
73952|73943
73953|73947
73954|73944
73955|73949
73956|73946
73958|73949
73959|73957
73960|73944
73961|73947
74635|74634
74636|74635
74637|74634
74639|74635
74640|74634
74641|74636
74642|74634
74643|74640
74645|74643
74646|74636
74647|74634
74648|74645
74649|74635
74650|74640
74652|74651
74654|74651
74655|74651
74658|74652
74659|74656
74661|74656
74662|74651
74663|74656
74665|74662
74666|74651
74667|74652
74668|74662
74669|74656
74759|74758
74760|74759
74763|74758
74764|74758
74766|74758
74767|74758
74768|74765
74769|74768
74770|74765
74771|74766
74772|74759
74774|74758
74775|74768
74853|74850
74855|74850
74856|74850
74858|74850
74860|74857
74861|74850
74862|74860
74864|74857
74865|74850
74867|74864
74890|74889
74891|74890
74892|74889
74893|74890
74894|74890
74896|74889
74897|74890
74898|74890
74899|74890
74900|74890
74901|74890
74903|74890
74904|74890
74905|74901
74906|74902
74907|74890
74934|74932
74936|74935
74937|74935
74938|74932
74940|74937
74941|74940
74942|74937
74943|74939
74946|74937
74947|74940
74948|74947
74950|74942
74960|74959
74961|74959
74962|74959
74963|74959
74964|74959
74965|74959
74966|74959
74968|74959
74969|74959
75063|75061
75064|75062
75065|75062
75066|75062
75067|75062
75068|75061
75069|75067
75070|75062
75071|75062
75072|75061
75073|75069
75074|75066
75075|75067
75076|75069
75077|75069
75078|75066
75649|75648
75651|75650
75652|75648
75653|75651
75655|75653
75656|75651
75658|75651
75659|75648
75660|75648
75662|75648
75663|75662
75664|75663
75665|75664
75746|75743
75748|75743
75749|75745
75751|75745
75752|75747
75753|75749
75754|75749
75755|75747
75757|75756
75758|75756
75759|75743
75760|75743
76055|76053
76057|76053
76058|76053
76062|76060
76064|76060
76066|76064
76067|76053
76068|76060
76069|76060
76117|76113
76119|76113
76120|76117
76121|76113
76123|76118
76126|76125
76127|76113
76128|76117
76129|76117
76130|76118
76131|76117
76204|76203
76205|76203
76207|76205
76208|76206
76209|76203
76211|76206
76212|76206
76213|76210
76214|76205
76216|76209
76219|76209
76220|76206
76221|76210
76222|76219
76228|76225
76229|76228
76232|76228
76234|76233
76235|76233
76236|76225
76237|76233
76238|76233
76239|76233
76240|76233
76241|76233
76292|76291
76293|76291
76294|76291
76295|76294
76296|76294
76297|76294
76300|76294
76301|76296
76302|76291
76303|76291
76304|76303
76305|76296
76306|76298
76307|76296
76309|76303
76478|76477
76479|76477
76480|76477
76483|76481
76484|76478
76485|76481
76489|76485
76490|76481
76493|76481
76495|76493
76550|76547
76551|76547
76552|76544
76553|76544
76554|76552
76555|76552
76556|76544
76558|76544
76559|76552
76560|76544
76562|76561
77469|77467
77472|77467
77474|77467
77475|77473
77476|77473
77478|77467
77479|77478
77480|77478
77481|77473
77483|77470
77520|77519
77521|77519
77523|77519
77524|77521
77525|77522
77526|77521
77527|77519
77529|77521
77530|77525
77531|77521
77532|77527
77533|77525
77534|77532
77535|77531
77536|77527
77537|77525
77538|77531
77629|77627
77630|77628
77631|77627
77632|77627
77633|77628
77634|77628
77635|77628
77636|77627
77637|77628
77638|77627
77639|77627
77640|77636
77641|77635
77642|77636
77643|77636
77644|77636
77664|77662
77665|77662
77666|77661
77667|77664
77668|77662
77669|77661
77670|77662
77672|77662
77673|77661
77674|77662
77675|77670
77676|77667
77678|77664
77707|77704
77708|77706
77709|77704
77710|77704
77711|77704
77712|77704
77713|77711
77714|77704
77715|77706
77717|77706
77718|77716
77720|77704
77722|77718
77753|77751
77755|77751
77756|77751
77757|77751
77758|77757
77759|77751
77760|77758
77761|77758
77763|77751
77765|77757
77767|77766
77768|77758
77864|77862
77865|77863
77866|77862
77867|77865
77868|77867
77869|77862
77870|77869
77871|77863
77872|77865
77873|77862
77874|77865
77876|77863
77877|77862
77880|77879
77881|77879
77882|77879
77885|77879
77886|77885
77887|77882
77888|77887
77889|77886
77890|77886
77891|77879
77892|77879
77893|77889
77894|77887
77895|77894
77896|77885
77899|77898
77900|77898
77901|77898
77902|77899
77904|77899
77905|77902
77906|77899
77907|77904
77909|77908
77910|77897
77911|77902
77912|77911
77913|77904
77914|77907
78060|78059
78063|78059
78064|78062
78065|78059
78066|78059
78068|78065
78069|78062
78070|78067
78071|78067
78073|78065
78074|78065
78182|78181
78186|78181
78187|78184
78188|78187
78189|78186
78190|78186
78192|78181
78193|78181
78194|78186
78196|78187
78197|78196
78198|78196
78404|78401
78405|78402
78406|78404
78407|78402
78408|78402
78409|78401
78410|78402
78411|78402
78412|78406
78413|78404
78417|78401
78418|78404
78442|78441
78443|78441
78444|78441
78449|78448
78451|78448
78452|78451
78453|78451
78454|78451
78455|78451
78510|78509
78511|78509
78512|78510
78513|78511
78514|78511
78515|78509
78516|78512
78517|78509
78518|78511
78519|78512
78520|78512
78521|78512
78522|78510
78523|78520
78524|78510
78525|78509
78526|78523
78527|78520
78896|78895
78897|78895
78898|78897
78899|78895
78901|78897
78904|78898
78906|78898
78907|78898
78908|78897
78911|78895
78912|78895
78913|78895
79078|79077
79080|79077
79082|79077
79083|79077
79084|79083
79085|79077
79086|79085
79087|79077
79088|79087
79089|79077
79090|79077
79091|79087
79096|79094
79097|79095
79099|79094
79100|79094
79102|79095
79104|79095
79105|79102
79107|79094
79108|79095
79109|79102
79110|79109
79111|79102
79134|79133
79135|79133
79138|79133
79139|79137
79141|79140
79142|79133
79143|79140
79144|79142
79145|79142
79146|79133
79147|79133
79149|79148
79150|79142
79156|79154
79157|79153
79159|79153
79160|79153
79161|79154
79164|79153
79165|79154
79167|79164
79168|79166
79169|79164
79214|79213
79215|79213
79216|79213
79217|79216
79218|79213
79220|79218
79222|79216
79223|79213
79224|79222
79225|79213
79226|79216
79228|79218
79371|79370
79372|79370
79373|79370
79374|79373
79375|79370
79376|79374
79377|79374
79378|79370
79381|79380
79382|79370
79383|79370
79384|79374
79385|79373
79601|79599
79602|79598
79604|79599
79605|79598
79608|79599
79609|79606
79612|79611
79613|79611
79614|79611
79617|79611
79620|79611
79622|79620
79623|79622
79624|79617
79626|79624
79627|79622
79628|79611
79769|79768
79771|79768
79772|79771
79773|79771
79774|79768
79776|79768
79777|79771
79779|79768
79780|79768
79781|79779
79782|79781
79784|79781
79785|79771
79786|79771
79787|79779
80015|80014
80016|80013
80017|80013
80019|80014
80020|80014
80021|80014
80023|80021
80025|80023
80026|80014
80028|80013
80029|80026
80257|80255
80260|80255
80261|80255
80262|80260
80263|80255
80264|80255
80265|80262
80266|80262
80267|80255
80268|80255
80269|80264
80270|80265
80271|80268
80365|80364
80366|80364
80367|80365
80368|80364
80370|80364
80371|80364
80372|80367
80373|80372
80374|80364
80375|80365
80376|80367
80377|80370
80378|80367
80379|80372
80380|80372
80381|80367
80382|80370
80421|80419
80422|80417
80423|80422
80425|80423
80426|80419
80427|80417
80431|80429
80432|80419
80433|80422
80434|80419
80435|80422
80888|80885
80889|80885
80890|80885
80891|80885
80892|80888
80893|80885
80894|80885
80895|80888
80897|80888
80899|80896
80900|80896
81069|81068
81070|81068
81073|81069
81076|81069
81077|81068
81081|81069
81082|81077
81083|81068
81084|81069
81085|81068
81154|81152
81155|81153
81158|81152
81159|81152
81161|81152
81163|81155
81164|81155
81165|81158
81166|81152
81167|81154
81168|81152
81169|81157
81172|81171
81173|81171
81175|81171
81176|81171
81177|81171
81178|81171
81179|81171
81180|81171
81182|81171
81183|81171
81184|81171
81185|81171
81188|81171
81290|81288
81291|81288
81294|81288
81295|81292
81296|81292
81297|81294
81299|81292
81300|81298
81301|81288
81302|81288
81303|81297
81304|81294
81468|81467
81469|81467
81470|81467
81471|81467
81472|81467
81473|81470
81474|81470
81476|81474
81478|81477
81479|81474
81480|81474
81481|81470
81482|81477
81621|81620
81622|81620
81625|81624
81627|81620
81630|81628
81632|81620
81633|81624
81634|81628
81635|81628
81637|81629
81638|81624
81662|81659
81664|81659
81665|81662
81666|81659
81668|81659
81669|81659
81671|81659
81673|81665
81675|81665
81676|81665
81677|81662
81892|81890
81896|81890
81897|81896
81898|81896
81900|81899
81901|81899
81902|81890
81903|81902
81904|81899
81905|81901
81906|81899
81907|81902
81908|81896
81964|81963
81965|81963
81968|81966
81969|81966
81970|81966
81971|81963
81972|81963
81973|81963
81974|81966
81975|81966
81976|81970
81977|81966
81978|81973
82153|82152
82154|82152
82158|82152
82159|82152
82160|82159
82162|82152
82163|82159
82164|82152
82165|82152
82166|82159
82167|82152
82168|82165
82255|82254
82258|82254
82259|82256
82260|82256
82261|82254
82262|82254
82264|82256
82265|82254
82266|82254
82268|82254
82269|82254
82777|82776
82778|82777
82779|82777
82781|82776
82783|82777
82784|82780
82786|82776
82787|82780
82788|82786
82789|82786
82790|82786
82908|82907
82910|82907
82911|82908
82912|82908
82914|82907
82915|82907
82916|82908
82917|82908
82918|82908
82920|82915
82921|82915
82922|82915
82923|82907
82924|82921
82925|82908
83017|83015
83018|83015
83019|83018
83020|83015
83021|83014
83022|83014
83023|83015
83024|83018
83025|83024
83026|83015
83085|83084
83086|83084
83087|83084
83088|83087
83089|83087
83090|83084
83091|83090
83092|83084
83093|83090
83094|83087
83095|83092
83096|83091
83097|83094
83098|83094
83099|83091
83100|83087
83101|83090
83102|83091
83103|83097
85711|85707
85713|85707
85714|85712
85715|85707
85716|85709
85718|85716
85719|85709
85720|85719
85721|85719
85722|85719
85725|85724
85726|85724
85729|85727
85731|85727
