id|name|url|type
514|ChadCity|http://dbpedia.org/resource/ChadCity|city
527|Monrovia|http://dbpedia.org/resource/Monrovia|city
528|Benghazi|http://dbpedia.org/resource/Benghazi|city
531|Nouakchott|http://dbpedia.org/resource/Nouakchott|city
532|Moka|http://dbpedia.org/resource/Moka|city
534|Windhoek|http://dbpedia.org/resource/Windhoek|city
545|Butare|http://dbpedia.org/resource/Butare|city
550|Kwaluseni|http://dbpedia.org/resource/Kwaluseni|city
960|Algiers|http://dbpedia.org/resource/Algiers|city
961|Batna|http://dbpedia.org/resource/Batna|city
962|Tiaret|http://dbpedia.org/resource/Tiaret|city
963|El_Harrach|http://dbpedia.org/resource/El_Harrach|city
964|Guelma|http://dbpedia.org/resource/Guelma|city
965|Bab_Ezzouar|http://dbpedia.org/resource/Bab_Ezzouar|city
966|Chief|http://dbpedia.org/resource/Chief|city
967|Annaba|http://dbpedia.org/resource/Annaba|city
968|El_Oued|http://dbpedia.org/resource/El_Oued|city
969|Oran|http://dbpedia.org/resource/Oran|city
1040|Mokolo|http://dbpedia.org/resource/Mokolo|city
1041|Baffoussam|http://dbpedia.org/resource/Baffoussam|city
1042|Garoua|http://dbpedia.org/resource/Garoua|city
1043|Bangangté|http://dbpedia.org/resource/Bangangté|city
1044|Maroua|http://dbpedia.org/resource/Maroua|city
1045|Buea|http://dbpedia.org/resource/Buea|city
1046|Kumba|http://dbpedia.org/resource/Kumba|city
1047|Yaoundé|http://dbpedia.org/resource/Yaoundé|city
1048|Bamenda|http://dbpedia.org/resource/Bamenda|city
1049|Douala|http://dbpedia.org/resource/Douala|city
1090|Kinshasa|http://dbpedia.org/resource/Kinshasa|city
1091|Bandundu|http://dbpedia.org/resource/Bandundu|city
1092|Baraka|http://dbpedia.org/resource/Baraka|city
1093|Boma|http://dbpedia.org/resource/Boma|city
1094|Bukavu|http://dbpedia.org/resource/Bukavu|city
1095|Goma|http://dbpedia.org/resource/Goma|city
1096|Kisangani|http://dbpedia.org/resource/Kisangani|city
1097|Kananga|http://dbpedia.org/resource/Kananga|city
1098|Lubumbashi|http://dbpedia.org/resource/Lubumbashi|city
1099|Bas-Congo|http://dbpedia.org/resource/Bas-Congo|city
1100|Alexandria|http://dbpedia.org/resource/Alexandria|city
1101|Monufia_Governorate|http://dbpedia.org/resource/Monufia_Governorate|city
1102|Cairo|http://dbpedia.org/resource/Cairo|city
1103|Beni_Suef|http://dbpedia.org/resource/Beni_Suef|city
1104|Giza|http://dbpedia.org/resource/Giza|city
1105|El_Shorouk|http://dbpedia.org/resource/El_Shorouk|city
1106|New_Cairo|http://dbpedia.org/resource/New_Cairo|city
1107|Ramadan_City|http://dbpedia.org/resource/Ramadan_City|city
1108|Bilbeis|http://dbpedia.org/resource/Bilbeis|city
1109|Sohag|http://dbpedia.org/resource/Sohag|city
1119|Dire_Dawa|http://dbpedia.org/resource/Dire_Dawa|city
1120|Debre_Marqos|http://dbpedia.org/resource/Debre_Marqos|city
1121|Nekemte|http://dbpedia.org/resource/Nekemte|city
1122|Awasa|http://dbpedia.org/resource/Awasa|city
1123|Mek'ele|http://dbpedia.org/resource/Mek'ele|city
1124|Bahir_Dar|http://dbpedia.org/resource/Bahir_Dar|city
1125|Addis_Ababa|http://dbpedia.org/resource/Addis_Ababa|city
1126|Mettu|http://dbpedia.org/resource/Mettu|city
1127|Adama|http://dbpedia.org/resource/Adama|city
1128|Jimma|http://dbpedia.org/resource/Jimma|city
1188|Machakos|http://dbpedia.org/resource/Machakos|city
1189|Eldoret|http://dbpedia.org/resource/Eldoret|city
1190|Kikuyu|http://dbpedia.org/resource/Kikuyu|city
1191|Kitengela|http://dbpedia.org/resource/Kitengela|city
1192|Nakuru|http://dbpedia.org/resource/Nakuru|city
1193|Kitale|http://dbpedia.org/resource/Kitale|city
1194|Thika|http://dbpedia.org/resource/Thika|city
1195|Nairobi|http://dbpedia.org/resource/Nairobi|city
1196|Nyeri|http://dbpedia.org/resource/Nyeri|city
1197|Ambovombe|http://dbpedia.org/resource/Ambovombe|city
1198|Amparafaravola|http://dbpedia.org/resource/Amparafaravola|city
1199|Mahajanga|http://dbpedia.org/resource/Mahajanga|city
1200|Antsirabe|http://dbpedia.org/resource/Antsirabe|city
1201|Antananarivo|http://dbpedia.org/resource/Antananarivo|city
1202|Toamasina|http://dbpedia.org/resource/Toamasina|city
1203|Fianarantosa|http://dbpedia.org/resource/Fianarantosa|city
1204|Antanifotsy|http://dbpedia.org/resource/Antanifotsy|city
1205|Toliara|http://dbpedia.org/resource/Toliara|city
1206|Antsiranana|http://dbpedia.org/resource/Antsiranana|city
1227|Oujda|http://dbpedia.org/resource/Oujda|city
1228|Casablanca|http://dbpedia.org/resource/Casablanca|city
1229|Marrakech|http://dbpedia.org/resource/Marrakech|city
1230|Rabat|http://dbpedia.org/resource/Rabat|city
1231|Sale|http://dbpedia.org/resource/Sale|city
1232|Ifrane|http://dbpedia.org/resource/Ifrane|city
1233|Agadir|http://dbpedia.org/resource/Agadir|city
1234|Fes|http://dbpedia.org/resource/Fes|city
1235|Meknes|http://dbpedia.org/resource/Meknes|city
1236|Tangier-Tetouan|http://dbpedia.org/resource/Tangier-Tetouan|city
1257|Tessaoua|http://dbpedia.org/resource/Tessaoua|city
1258|Arlit|http://dbpedia.org/resource/Arlit|city
1259|Abidjan|http://dbpedia.org/resource/Abidjan|city
1260|Niamey|http://dbpedia.org/resource/Niamey|city
1261|Zinder|http://dbpedia.org/resource/Zinder|city
1262|Tahoua|http://dbpedia.org/resource/Tahoua|city
1263|Birni_Nkonni|http://dbpedia.org/resource/Birni_Nkonni|city
1264|Agadez|http://dbpedia.org/resource/Agadez|city
1265|Maradi|http://dbpedia.org/resource/Maradi|city
1266|Dosso|http://dbpedia.org/resource/Dosso|city
1315|Kolda|http://dbpedia.org/resource/Kolda|city
1316|Saint-Louis|http://dbpedia.org/resource/Saint-Louis|city
1317|Thies|http://dbpedia.org/resource/Thies|city
1318|Louga|http://dbpedia.org/resource/Louga|city
1319|Touba|http://dbpedia.org/resource/Touba|city
1320|Dakar|http://dbpedia.org/resource/Dakar|city
1321|Diourbel|http://dbpedia.org/resource/Diourbel|city
1322|Tambacounda|http://dbpedia.org/resource/Tambacounda|city
1323|Rufisque|http://dbpedia.org/resource/Rufisque|city
1324|Cape_Town|http://dbpedia.org/resource/Cape_Town|city
1325|Durban|http://dbpedia.org/resource/Durban|city
1326|Bloemfontein|http://dbpedia.org/resource/Bloemfontein|city
1327|Saldanha|http://dbpedia.org/resource/Saldanha|city
1328|eMalahleni|http://dbpedia.org/resource/eMalahleni|city
1329|Mthatha|http://dbpedia.org/resource/Mthatha|city
1330|Johannesburg|http://dbpedia.org/resource/Johannesburg|city
1331|Bellville|http://dbpedia.org/resource/Bellville|city
1332|Pretoria|http://dbpedia.org/resource/Pretoria|city
1353|Kelaniya|http://dbpedia.org/resource/Kelaniya|city
1354|Elpitiya|http://dbpedia.org/resource/Elpitiya|city
1355|Matara|http://dbpedia.org/resource/Matara|city
1356|Nugegoda|http://dbpedia.org/resource/Nugegoda|city
1357|Colombo|http://dbpedia.org/resource/Colombo|city
1358|Kandy|http://dbpedia.org/resource/Kandy|city
1359|Peradeniya|http://dbpedia.org/resource/Peradeniya|city
1360|Ratmalana_Airport|http://dbpedia.org/resource/Ratmalana_Airport|city
1361|Malabe|http://dbpedia.org/resource/Malabe|city
1362|Batalanda|http://dbpedia.org/resource/Batalanda|city
1373|Mwanza|http://dbpedia.org/resource/Mwanza|city
1374|Arusha|http://dbpedia.org/resource/Arusha|city
1375|Morogoro|http://dbpedia.org/resource/Morogoro|city
1376|Mzumbe_morogoro|http://dbpedia.org/resource/Mzumbe_morogoro|city
1377|Dar_es_Salaam|http://dbpedia.org/resource/Dar_es_Salaam|city
1378|Mbeya|http://dbpedia.org/resource/Mbeya|city
1379|Unguja|http://dbpedia.org/resource/Unguja|city
1380|Dodoma|http://dbpedia.org/resource/Dodoma|city
1381|Zanzibar|http://dbpedia.org/resource/Zanzibar|city
1392|La_Marsa|http://dbpedia.org/resource/La_Marsa|city
1393|Bizerte|http://dbpedia.org/resource/Bizerte|city
1394|Etadhamen|http://dbpedia.org/resource/Etadhamen|city
1395|Sfax|http://dbpedia.org/resource/Sfax|city
1396|Gabes|http://dbpedia.org/resource/Gabes|city
1397|Monastir|http://dbpedia.org/resource/Monastir|city
1398|Sousse|http://dbpedia.org/resource/Sousse|city
1399|Kairouan|http://dbpedia.org/resource/Kairouan|city
1400|Tunis|http://dbpedia.org/resource/Tunis|city
1401|El_Mourouj|http://dbpedia.org/resource/El_Mourouj|city
1444|Luanshya|http://dbpedia.org/resource/Luanshya|city
1445|Livingstone|http://dbpedia.org/resource/Livingstone|city
1446|Monze|http://dbpedia.org/resource/Monze|city
1447|Ndola|http://dbpedia.org/resource/Ndola|city
1448|Kasama|http://dbpedia.org/resource/Kasama|city
1449|Kabwe|http://dbpedia.org/resource/Kabwe|city
1450|Mufulira|http://dbpedia.org/resource/Mufulira|city
1451|Kitwe|http://dbpedia.org/resource/Kitwe|city
1452|Lusaka|http://dbpedia.org/resource/Lusaka|city
1453|Chingola|http://dbpedia.org/resource/Chingola|city
1455|Africa|http://dbpedia.org/resource/Africa|continent
36|Puerto_Rico|http://dbpedia.org/resource/Puerto_Rico|country
32|Norway|http://dbpedia.org/resource/Norway|country
47|Uruguay|http://dbpedia.org/resource/Uruguay|country
5|Bolivia|http://dbpedia.org/resource/Bolivia|country
49|Brazil|http://dbpedia.org/resource/Brazil|country
69|Chile|http://dbpedia.org/resource/Chile|country
70|Colombia|http://dbpedia.org/resource/Colombia|country
511|Carmen_Pampa|http://dbpedia.org/resource/Carmen_Pampa|city
553|Montevideo|http://dbpedia.org/resource/Montevideo|city
555|Guanhães|http://dbpedia.org/resource/Guanhães|city
556|Santos|http://dbpedia.org/resource/Santos|city
557|São_Luís|http://dbpedia.org/resource/São_Luís|city
558|Novo_Hamburgo|http://dbpedia.org/resource/Novo_Hamburgo|city
559|Rio_de_Janeiro|http://dbpedia.org/resource/Rio_de_Janeiro|city
560|Petrópolis|http://dbpedia.org/resource/Petrópolis|city
561|Passos|http://dbpedia.org/resource/Passos|city
562|Curitiba|http://dbpedia.org/resource/Curitiba|city
563|Poços_de_Caldas|http://dbpedia.org/resource/Poços_de_Caldas|city
564|Santa_Maria|http://dbpedia.org/resource/Santa_Maria|city
565|Goiânia|http://dbpedia.org/resource/Goiânia|city
566|Londrina|http://dbpedia.org/resource/Londrina|city
567|Diamantina|http://dbpedia.org/resource/Diamantina|city
568|Feira_de_Santana|http://dbpedia.org/resource/Feira_de_Santana|city
569|João_Monlevade|http://dbpedia.org/resource/João_Monlevade|city
570|Barbacena|http://dbpedia.org/resource/Barbacena|city
571|Manaus|http://dbpedia.org/resource/Manaus|city
572|Campinas|http://dbpedia.org/resource/Campinas|city
573|São_Carlos|http://dbpedia.org/resource/São_Carlos|city
574|Carangola|http://dbpedia.org/resource/Carangola|city
575|Bagé|http://dbpedia.org/resource/Bagé|city
576|Lorena|http://dbpedia.org/resource/Lorena|city
577|Campos_dos_Goytacazes|http://dbpedia.org/resource/Campos_dos_Goytacazes|city
578|Salvador|http://dbpedia.org/resource/Salvador|city
579|Ribeirão_Preto|http://dbpedia.org/resource/Ribeirão_Preto|city
580|Lavras|http://dbpedia.org/resource/Lavras|city
581|Criciúma|http://dbpedia.org/resource/Criciúma|city
582|São_Paulo|http://dbpedia.org/resource/São_Paulo|city
583|Recife|http://dbpedia.org/resource/Recife|city
584|Porto_Alegre|http://dbpedia.org/resource/Porto_Alegre|city
585|Uberlândia|http://dbpedia.org/resource/Uberlândia|city
586|Belo_Horizonte|http://dbpedia.org/resource/Belo_Horizonte|city
587|Serro|http://dbpedia.org/resource/Serro|city
588|Brasília|http://dbpedia.org/resource/Brasília|city
589|Itajubá|http://dbpedia.org/resource/Itajubá|city
590|Lagoa_da_Prata|http://dbpedia.org/resource/Lagoa_da_Prata|city
591|Campo_Grande|http://dbpedia.org/resource/Campo_Grande|city
592|Niterói|http://dbpedia.org/resource/Niterói|city
593|Pelotas|http://dbpedia.org/resource/Pelotas|city
594|Contagem|http://dbpedia.org/resource/Contagem|city
970|Córdoba|http://dbpedia.org/resource/Córdoba|city
971|Mendoza|http://dbpedia.org/resource/Mendoza|city
972|Buenos_Aires|http://dbpedia.org/resource/Buenos_Aires|city
973|Various|http://dbpedia.org/resource/Various|city
974|Posadas|http://dbpedia.org/resource/Posadas|city
975|San_Martín|http://dbpedia.org/resource/San_Martín|city
976|Corrientes|http://dbpedia.org/resource/Corrientes|city
977|Presidencia_Roque_Sáenz_Peña|http://dbpedia.org/resource/Presidencia_Roque_Sáenz_Peña|city
978|Rosario|http://dbpedia.org/resource/Rosario|city
979|San_Miguel_de_Tucumán|http://dbpedia.org/resource/San_Miguel_de_Tucumán|city
1050|Valdivia|http://dbpedia.org/resource/Valdivia|city
1051|Santiago|http://dbpedia.org/resource/Santiago|city
1052|Antofagasta|http://dbpedia.org/resource/Antofagasta|city
1053|Iquique|http://dbpedia.org/resource/Iquique|city
1054|Valparaíso|http://dbpedia.org/resource/Valparaíso|city
1055|Temuco|http://dbpedia.org/resource/Temuco|city
1056|Viña_del_Mar|http://dbpedia.org/resource/Viña_del_Mar|city
1057|Puerto_Montt|http://dbpedia.org/resource/Puerto_Montt|city
1058|Osorno|http://dbpedia.org/resource/Osorno|city
1059|Concepción|http://dbpedia.org/resource/Concepción|city
1060|Bogotá|http://dbpedia.org/resource/Bogotá|city
1061|Cartagena|http://dbpedia.org/resource/Cartagena|city
1062|Pamplona|http://dbpedia.org/resource/Pamplona|city
1063|Manizales|http://dbpedia.org/resource/Manizales|city
1064|Armenia|http://dbpedia.org/resource/Armenia|city
1065|Bucaramanga|http://dbpedia.org/resource/Bucaramanga|city
1066|Cali|http://dbpedia.org/resource/Cali|city
1067|Barranquilla|http://dbpedia.org/resource/Barranquilla|city
1068|Tunja|http://dbpedia.org/resource/Tunja|city
1069|Medellín|http://dbpedia.org/resource/Medellín|city
1267|Trujillo|http://dbpedia.org/resource/Trujillo|city
1268|Distrito_de_Bellavista|http://dbpedia.org/resource/Distrito_de_Bellavista|city
1269|Chorrillos_District|http://dbpedia.org/resource/Chorrillos_District|city
1270|Arequipa|http://dbpedia.org/resource/Arequipa|city
1271|Jesús_María|http://dbpedia.org/resource/Jesús_María|city
1272|Chosica,Lima|http://dbpedia.org/resource/Chosica,Lima|city
1273|Huancayo|http://dbpedia.org/resource/Huancayo|city
1274|Callao|http://dbpedia.org/resource/Callao|city
1275|Lima|http://dbpedia.org/resource/Lima|city
1276|La_Punta|http://dbpedia.org/resource/La_Punta|city
1426|Caracas|http://dbpedia.org/resource/Caracas|city
1427|Barquisimeto|http://dbpedia.org/resource/Barquisimeto|city
1428|Nueva_Esparta|http://dbpedia.org/resource/Nueva_Esparta|city
1429|Anzoátegui|http://dbpedia.org/resource/Anzoátegui|city
1430|Maracaibo|http://dbpedia.org/resource/Maracaibo|city
1431|Monagas|http://dbpedia.org/resource/Monagas|city
1432|Bolívar|http://dbpedia.org/resource/Bolívar|city
1433|Sucre|http://dbpedia.org/resource/Sucre|city
1457|South_America|http://dbpedia.org/resource/South_America|continent
1024|London|http://dbpedia.org/resource/London|city
905|Washington|http://dbpedia.org/resource/Washington|city
1383|Bangkok|http://dbpedia.org/resource/Bangkok|city
981|Sydney|http://dbpedia.org/resource/Sydney|city
