Person_id|Organisation_id|workFrom
190445|16145|0
190445|15428|0
190445|15462|0
190445|15431|0
190446|15796|0
190446|15782|0
190446|15773|0
190446|15789|0
190446|15774|0
190447|15987|0
190447|16091|0
190447|16092|0
190447|16093|0
190448|16200|0
190448|16204|0
190448|16208|0
190449|15823|0
190451|16208|0
190453|15420|0
190453|15437|0
190453|15456|0
190455|16603|0
190457|16598|0
190457|16203|0
190457|16189|0
190457|16207|0
190458|15829|0
190458|16519|0
190458|15833|0
190458|15835|0
190459|16285|0
190459|16288|0
190460|15825|0
190460|15827|0
190460|15829|0
190461|15742|0
190462|15461|0
190462|15446|0
190462|15430|0
190465|16801|0
190465|16770|0
190465|16773|0
190465|16807|0
190466|15680|0
190467|15961|0
190467|15951|0
190468|16169|0
190468|16170|0
190468|16174|0
190468|16176|0
190469|15825|0
190469|15826|0
190469|15834|0
190470|15843|0
190470|15840|0
190471|16244|0
190471|16245|0
190471|16232|0
190471|16239|0
190472|15731|0
190474|15953|0
190474|15961|0
190475|16082|0
190475|16067|0
190475|16085|0
190475|16088|0
190477|16194|0
190477|16199|0
190477|16191|0
190478|15989|0
190478|15993|0
190478|15978|0
190478|15994|0
190480|15538|0
190481|16242|0
190481|16246|0
190481|16249|0
190481|16236|0
190481|16237|0
190482|16195|0
190482|16197|0
190482|16188|0
190482|16205|0
190482|16190|0
190484|16248|0
190484|16233|0
190485|15749|0
190485|15751|0
190485|15760|0
190486|15951|0
190488|16199|0
190488|16215|0
190488|16219|0
190488|16192|0
190489|15362|0
190489|16403|0
190489|16838|0
190489|16842|0
190490|16229|0
190490|16221|0
190490|16224|0
190492|16842|0
190494|16398|0
190496|15923|0
190496|16808|0
190496|15322|0
190496|16656|0
190496|16032|0
190497|16453|0
190497|15530|0
190497|16445|0
190498|15875|0
190498|15882|0
190499|16794|0
190499|16780|0
190499|16815|0
190500|16642|0
190500|16646|0
190501|16849|0
190501|16848|0
190502|16174|0
190504|16630|0
190504|16631|0
190504|16621|0
190504|16623|0
190504|16608|0
190505|15831|0
190505|15823|0
190506|15889|0
190506|15459|0
190506|15447|0
190506|15455|0
190506|15423|0
190509|16602|0
190509|16603|0
190509|16606|0
190510|16752|0
190512|16258|0
190512|16252|0
190512|16255|0
190514|16294|0
190514|16302|0
190516|16238|0
190517|15427|0
190519|16659|0
190519|16632|0
190519|16650|0
190519|16637|0
190522|16242|0
190524|16091|0
190524|16093|0
190524|16094|0
190526|16145|0
190526|16147|0
190526|16052|0
190529|16051|0
190530|16168|0
190530|16176|0
190531|15783|0
190531|15495|0
190532|15830|0
190532|15834|0
190532|15823|0
190534|16212|0
190534|16200|0
190534|16187|0
190534|16398|0
190534|15966|0
190535|15729|0
190535|15740|0
190535|15743|0
190536|16247|0
190536|15680|0
190537|15282|0
190537|16282|0
190537|16283|0
190538|16216|0
190538|16841|0
190541|16808|0
190542|15409|0
190542|16841|0
190542|16842|0
190545|16194|0
190545|16211|0
190545|16196|0
190545|16191|0
190546|16840|0
190546|16841|0
190546|16842|0
190548|16193|0
190548|16216|0
190548|16202|0
190548|16203|0
190549|16213|0
190549|16198|0
190549|16217|0
190549|16218|0
190549|16186|0
190551|16850|0
190551|16852|0
190551|16854|0
190552|16283|0
190552|16108|0
190554|15827|0
190554|15834|0
190555|15987|0
190555|15992|0
190555|15993|0
190556|16457|0
190557|16246|0
190557|16232|0
190557|16237|0
190558|16213|0
190558|16189|0
190558|16208|0
190559|16613|0
190559|16614|0
190559|16616|0
190559|16619|0
190559|16607|0
190560|16243|0
190560|16230|0
190560|16248|0
190560|16239|0
190561|16161|0
190561|16092|0
190561|16094|0
190562|15957|0
190562|15958|0
190562|15961|0
190562|15949|0
190564|15763|0
190565|16377|0
190565|16366|0
190568|15281|0
190568|15286|0
190569|15431|0
190569|15440|0
190570|15751|0
190570|15744|0
190572|15639|0
190572|15640|0
190572|15641|0
190572|15628|0
190573|16187|0
190573|16205|0
190573|16189|0
190573|16207|0
190574|16245|0
190574|16234|0
190574|16236|0
190575|15819|0
190576|16049|0
190576|16042|0
190576|16043|0
190576|16044|0
190576|16046|0
190578|16174|0
190578|16176|0
190579|16387|0
190579|16105|0
190579|16108|0
190581|15620|0
190581|16248|0
190581|16233|0
190581|16239|0
190582|16226|0
190582|16229|0
190582|16224|0
190584|16193|0
190584|16833|0
190584|16216|0
190586|15825|0
190587|16211|0
190587|16188|0
190588|15552|0
190589|15881|0
190590|15388|0
190590|15389|0
190592|16755|0
190592|16731|0
190592|16815|0
190593|16193|0
190593|16206|0
190596|16200|0
190597|15874|0
190597|16292|0
190597|15879|0
190597|15886|0
190598|16051|0
190598|16048|0
190599|15461|0
190599|15462|0
190599|15418|0
190599|15437|0
190600|15441|0
190600|16535|0
190600|15868|0
190601|16596|0
190601|16585|0
190601|16588|0
190602|15828|0
190602|15830|0
190602|15833|0
190603|16193|0
190603|16210|0
190603|16216|0
190605|15846|0
190605|15849|0
190607|15827|0
190607|15832|0
190607|15835|0
190607|15820|0
190607|15822|0
190608|16210|0
190609|15288|0
190609|15291|0
190610|16098|0
190610|16457|0
190610|16458|0
190610|16461|0
190615|16245|0
190615|16247|0
190615|16240|0
190616|16018|0
190616|16019|0
190616|16021|0
190616|16026|0
190616|16029|0
190617|16209|0
190617|16194|0
190617|16205|0
190617|16094|0
190618|16113|0
190618|16123|0
190618|16110|0
190619|16213|0
190620|15872|0
190621|15830|0
190621|15822|0
190622|16398|0
190622|16399|0
190624|16194|0
190624|16218|0
190624|16192|0
190626|16661|0
190626|16632|0
190626|16634|0
190626|16640|0
190627|15820|0
190627|15823|0
190627|15824|0
190628|15830|0
190628|15833|0
190628|15823|0
190629|15288|0
190631|15873|0
190631|15878|0
190632|16217|0
190632|16204|0
190632|16206|0
190632|16207|0
190634|16547|0
190634|16534|0
190634|16551|0
190634|15536|0
190635|15854|0
190637|15859|0
190637|15844|0
190637|15846|0
190637|15837|0
190637|15853|0
190638|16194|0
190638|16195|0
190638|16212|0
190638|16200|0
190638|16206|0
190639|15577|0
190639|15578|0
190640|15957|0
190640|15961|0
190640|15962|0
190640|15966|0
190640|15952|0
190641|16211|0
190641|16204|0
190642|16213|0
190642|16214|0
190642|16199|0
190642|16219|0
190642|16845|0
190643|15821|0
190644|16195|0
190644|16215|0
190644|16190|0
190646|15825|0
190646|15830|0
190646|15819|0
190648|16145|0
190648|16146|0
190650|15650|0
190651|15572|0
190651|15543|0
190651|15562|0
190652|16146|0
190652|15829|0
190652|15830|0
190652|15820|0
190653|16039|0
190654|16236|0
190654|16237|0
190654|16239|0
190655|15585|0
190655|15832|0
190655|15581|0
190655|15584|0
190656|16850|0
190656|16852|0
190657|16225|0
190657|16229|0
190658|15827|0
190658|15833|0
190658|15834|0
190658|15824|0
190659|15825|0
190659|15835|0
190659|15822|0
190659|15824|0
190660|15825|0
190660|15831|0
190660|15835|0
190660|15820|0
190661|15283|0
190661|15285|0
190661|15286|0
190661|15287|0
190663|15830|0
190663|15835|0
190663|15823|0
190663|15824|0
190665|16211|0
190665|16213|0
190668|16179|0
190668|16212|0
190669|16178|0
190669|16169|0
190669|16175|0
190670|16007|0
190670|16008|0
190670|15998|0
190671|15457|0
190671|15465|0
190671|15417|0
190671|15450|0
190672|15831|0
190672|15832|0
190673|15905|0
190673|15923|0
190673|15911|0
190673|15902|0
190673|15903|0
190675|16242|0
190675|16246|0
190675|16234|0
190675|16238|0
190677|16579|0
190679|16142|0
190679|16143|0
190680|16002|0
190680|16003|0
190680|16006|0
190680|15998|0
190681|16010|0
190682|15832|0
190682|15833|0
190682|15835|0
190682|15822|0
190684|16185|0
190684|15614|0
190685|16193|0
190686|16195|0
190686|16218|0
190686|16204|0
190686|16208|0
190687|16578|0
190687|16579|0
190687|16580|0
190688|16838|0
190688|16842|0
190689|16197|0
190689|16200|0
190689|16218|0
190690|16594|0
190690|16584|0
190691|16082|0
190691|16059|0
190691|16062|0
190692|16039|0
190692|16399|0
190693|16211|0
190693|16217|0
190693|16202|0
190693|16204|0
190694|15832|0
190694|15822|0
190694|15824|0
190695|15426|0
190695|15427|0
190695|15462|0
190695|15418|0
190695|15436|0
190697|16173|0
190699|16110|0
190700|15821|0
190700|15822|0
190700|15950|0
190700|15823|0
190701|15825|0
190701|15833|0
190701|15834|0
190703|16219|0
190705|16370|0
190705|16338|0
190705|16379|0
190705|16382|0
190707|15950|0
190708|16626|0
190708|16608|0
190708|16624|0
190709|16514|0
190709|16515|0
190709|16048|0
190710|15946|0
190710|15948|0
190710|15952|0
190714|15921|0
190714|15861|0
190714|15845|0
190714|15863|0
190714|15838|0
190718|15956|0
190718|15957|0
190718|15963|0
190718|15948|0
190719|16323|0
190719|16388|0
190719|16358|0
190719|16376|0
190719|16332|0
190720|15938|0
190720|16358|0
190720|16352|0
190720|16384|0
190721|16195|0
190721|16196|0
190721|16218|0
190722|15287|0
190723|15395|0
190723|15399|0
190723|15392|0
190724|15755|0
190725|15829|0
190728|16047|0
190730|15833|0
190730|15821|0
190731|16261|0
190732|15826|0
190732|15830|0
190732|15820|0
190732|15824|0
190735|15577|0
190735|15578|0
190735|15579|0
190736|15683|0
190736|15397|0
190736|15385|0
190736|15596|0
190736|16111|0
190738|15820|0
190738|15821|0
190739|15740|0
190739|15726|0
190739|15759|0
190740|15830|0
190741|16602|0
190741|16603|0
190741|16605|0
190741|15998|0
190744|16193|0
190744|16213|0
190744|16190|0
190744|16208|0
190745|16616|0
190745|16622|0
190745|16607|0
190746|15819|0
190746|15835|0
190746|15822|0
190746|15824|0
190750|16843|0
190750|16846|0
190750|16847|0
190752|16175|0
190753|15831|0
190753|15832|0
190753|15835|0
190753|15821|0
190755|15827|0
190755|15828|0
190755|15831|0
190756|16243|0
190756|16231|0
190759|16398|0
190759|16399|0
190760|16168|0
190760|16174|0
190760|16175|0
190760|16176|0
190761|16172|0
190761|16174|0
190762|16211|0
190763|16850|0
190763|16854|0
190764|16218|0
190765|16838|0
190765|16839|0
190765|16842|0
190766|16197|0
190766|16217|0
190766|16203|0
190767|16216|0
190767|16191|0
190768|16630|0
190768|16608|0
190769|16851|0
190769|15991|0
190771|16337|0
190771|16356|0
190771|16315|0
190771|16351|0
190773|15819|0
190773|15821|0
190773|15822|0
190775|16189|0
190779|15768|0
190779|15726|0
190781|16216|0
190781|16201|0
190781|16208|0
190782|16849|0
190782|16054|0
190782|15337|0
190782|16848|0
190783|16772|0
190783|16744|0
190783|16745|0
190783|16812|0
190786|16002|0
190786|16003|0
190787|15767|0
190787|15740|0
190787|15726|0
190788|16758|0
190788|16799|0
190789|15507|0
190789|15495|0
190789|15514|0
190792|16420|0
190792|15878|0
190792|16095|0
190793|16209|0
190793|16215|0
190793|16216|0
190794|15826|0
190794|15834|0
190794|15823|0
190795|15849|0
190795|15852|0
190795|15836|0
190795|15838|0
190795|15856|0
190796|16213|0
190797|15829|0
190797|15830|0
190798|16458|0
190798|16459|0
190798|16460|0
190799|16435|0
190799|16432|0
190800|15458|0
190800|15460|0
190800|15445|0
190800|15419|0
190800|15438|0
190803|16849|0
190803|16214|0
190804|15829|0
190804|15834|0
190804|15821|0
190808|16198|0
190808|16199|0
190809|16458|0
190810|16845|0
190812|16198|0
190812|16200|0
190812|16218|0
190812|16219|0
190812|16187|0
190813|16242|0
190813|16237|0
190814|15832|0
190815|16212|0
190815|16208|0
190816|15859|0
190816|15861|0
190817|15746|0
190819|15830|0
190822|16209|0
190822|16199|0
190822|16201|0
190822|16205|0
190823|16398|0
190823|16399|0
190824|16307|0
190824|15622|0
190824|16171|0
190825|16209|0
190825|16194|0
190825|16199|0
190825|16202|0
190825|16207|0
190827|15827|0
190828|16209|0
190828|16187|0
190828|16206|0
190830|16426|0
190830|16444|0
190831|16771|0
190831|16746|0
190834|16039|0
190835|16169|0
190837|16212|0
190837|16215|0
190837|16206|0
190838|16261|0
190838|16039|0
190839|15430|0
190839|15432|0
190840|15420|0
190842|15387|0
190842|15388|0
190843|15746|0
190843|15739|0
190845|15538|0
190845|15540|0
190845|16184|0
190846|16209|0
190846|16213|0
190846|16187|0
190846|16190|0
190847|16597|0
190848|15952|0
190849|15878|0
190849|15880|0
190849|15885|0
190849|15872|0
190850|16849|0
190850|15860|0
190850|15849|0
190850|15868|0
190851|16849|0
190851|16848|0
190855|15711|0
190856|15825|0
190856|15827|0
190856|15820|0
190856|15824|0
190857|15633|0
190857|15634|0
190857|15646|0
190860|15554|0
190860|16310|0
190860|16376|0
190860|16336|0
190861|15723|0
190862|15571|0
190862|15556|0
190862|15560|0
190862|15548|0
190862|15551|0
190863|15763|0
190864|15828|0
190864|15833|0
190864|15820|0
190864|15823|0
190865|16211|0
190865|16214|0
190865|16201|0
190866|15828|0
190866|15820|0
190867|16195|0
190867|16218|0
190867|16203|0
190867|16192|0
190868|16195|0
190868|16189|0
190868|16205|0
190869|16039|0
190870|15827|0
190870|15831|0
190870|15832|0
190870|15823|0
190872|15540|0
190872|15535|0
190873|16211|0
190873|16197|0
190873|16199|0
190875|15863|0
190875|15848|0
190875|15580|0
190875|15853|0
190876|15587|0
190876|15580|0
190876|15581|0
190876|15584|0
190877|15825|0
190877|15834|0
190877|15824|0
190878|15826|0
190878|15832|0
190878|15834|0
190878|15819|0
190879|15826|0
190879|15828|0
190879|15833|0
190881|16193|0
190881|16216|0
190881|16188|0
190882|15825|0
190882|15829|0
190882|15832|0
190883|16578|0
190883|16195|0
190883|16196|0
190883|16206|0
190884|16004|0
190884|16005|0
190884|15998|0
190884|15999|0
190886|16252|0
190888|16509|0
190889|16514|0
190889|16117|0
190889|16362|0
190889|16122|0
190889|16124|0
190891|15987|0
190891|15990|0
190891|15993|0
190891|15980|0
190891|15983|0
190892|16424|0
190892|16444|0
190893|16177|0
190893|16169|0
190893|16173|0
190893|16176|0
190895|16090|0
190895|16092|0
190895|16094|0
190896|16455|0
190896|16456|0
190896|16458|0
190897|16198|0
190897|16191|0
190897|16192|0
190898|16113|0
190898|16114|0
190899|15745|0
190900|16240|0
190901|15829|0
190901|16055|0
190901|15832|0
190901|15823|0
190902|16282|0
190904|16577|0
190904|16578|0
190904|16579|0
190904|16581|0
190905|15587|0
190905|16285|0
190905|15581|0
190905|15583|0
190906|15415|0
190906|15289|0
190906|15292|0
190907|16201|0
190908|15459|0
190908|15460|0
190908|15451|0
190909|16605|0
190910|16610|0
190910|16196|0
190910|16200|0
190910|16206|0
190911|16659|0
190911|16645|0
190911|16664|0
190911|16635|0
190911|16667|0
190912|16177|0
190912|16176|0
190913|15586|0
190913|16843|0
190914|15830|0
190916|16089|0
190918|16174|0
190918|16176|0
190920|15832|0
190920|15833|0
190920|15835|0
190920|15823|0
190921|15828|0
190921|15830|0
190921|15820|0
190921|16414|0
190922|15826|0
190922|15834|0
190922|15835|0
190923|15749|0
190923|15766|0
190923|15724|0
190924|16106|0
190924|16108|0
190925|16190|0
190927|16321|0
190927|16387|0
190927|16365|0
190927|16317|0
190930|16214|0
190932|16169|0
190932|16170|0
190932|16174|0
190933|15831|0
190933|15823|0
190934|16297|0
190934|16299|0
190935|15458|0
190935|15429|0
190935|15462|0
190935|15448|0
190936|15989|0
190936|15992|0
190936|15996|0
190936|15981|0
190937|15577|0
190937|15579|0
190937|16062|0
190938|15827|0
190938|15831|0
190938|15834|0
190939|16105|0
190939|16107|0
190941|15382|0
190941|15385|0
190941|15386|0
190942|15633|0
190942|15650|0
190942|15634|0
190942|15639|0
190942|15647|0
190943|16168|0
190943|16217|0
190943|16188|0
190944|16297|0
190944|16299|0
190944|16300|0
190945|15290|0
190945|15292|0
190946|16105|0
190946|16106|0
190948|15825|0
190948|15819|0
190948|15822|0
190951|15649|0
190951|15636|0
190951|15638|0
190951|15639|0
190951|15648|0
190953|15833|0
190953|15834|0
190954|16761|0
190955|16297|0
190955|16300|0
190955|16303|0
190956|15841|0
190956|15858|0
190956|15852|0
190956|15856|0
190957|16068|0
190957|16085|0
190957|16072|0
190957|15824|0
190958|15290|0
190958|15291|0
190958|15292|0
190959|16049|0
190959|16066|0
190959|16067|0
190959|16068|0
190959|16085|0
190960|16216|0
190960|16186|0
190960|16187|0
190960|16204|0
190961|16188|0
190961|16205|0
190963|15954|0
190963|15960|0
190963|15961|0
190963|15945|0
190963|15947|0
190964|15824|0
190969|15731|0
190969|15735|0
190969|15723|0
190969|15756|0
190970|16193|0
190970|16195|0
190970|16192|0
190971|16145|0
190971|16146|0
190971|16147|0
190974|16099|0
190977|15536|0
190978|16839|0
190978|16840|0
190978|16841|0
190980|15457|0
190982|15428|0
190982|15429|0
190982|15447|0
190982|15436|0
190983|15681|0
190983|15680|0
190985|15751|0
190987|16178|0
190987|16168|0
190987|16175|0
190987|16176|0
190988|16247|0
190989|16201|0
190989|16205|0
190989|16206|0
190991|16756|0
190991|16757|0
190991|16793|0
190991|16761|0
190991|16779|0
190992|15825|0
190992|15828|0
190992|15820|0
190992|15822|0
190994|15385|0
190994|15386|0
190998|15843|0
190998|15847|0
190998|15851|0
190998|15836|0
190998|15853|0
190999|15553|0
190999|16190|0
191001|16113|0
191001|16116|0
191001|16119|0
191001|16123|0
191001|16110|0
191002|15827|0
191002|15831|0
191002|15820|0
191004|15832|0
191004|15833|0
191004|15835|0
191005|16298|0
191005|16300|0
191005|16302|0
191007|15827|0
191007|15833|0
191007|15824|0
191008|15851|0
191009|16205|0
191010|16294|0
191010|16298|0
191010|16301|0
191010|16302|0
191010|16303|0
191013|16838|0
191013|16839|0
191013|16840|0
191013|16842|0
191014|16241|0
191014|16244|0
191014|16245|0
191014|16249|0
191014|16240|0
191016|16196|0
191019|16243|0
191019|16232|0
191019|16239|0
191020|16838|0
191020|16839|0
191021|16833|0
191021|16828|0
191021|16829|0
191022|16194|0
191022|16201|0
191023|16039|0
191026|16850|0
191026|16854|0
191027|15960|0
191027|15946|0
191027|15947|0
191027|15948|0
191028|16658|0
191028|16086|0
191028|16088|0
191029|15825|0
191029|15830|0
191029|15820|0
191029|15823|0
191030|16211|0
191030|16196|0
191030|16213|0
191030|16009|0
191030|16190|0
191031|16790|0
191031|16774|0
191031|16806|0
191031|16764|0
191031|16735|0
191033|16298|0
191033|16300|0
191034|15948|0
191035|15959|0
191036|16536|0
191036|16542|0
191037|16205|0
191038|15765|0
191039|15835|0
191039|15820|0
191039|15821|0
191041|15779|0
191041|15796|0
191041|15789|0
191041|15790|0
191041|15775|0
191042|15826|0
191042|15831|0
191042|15833|0
191042|15835|0
191042|15823|0
191043|15588|0
191043|15581|0
191044|16842|0
191046|15636|0
191046|15645|0
191047|16197|0
191047|16215|0
191047|16217|0
191047|16202|0
191048|16230|0
191048|16236|0
191048|16237|0
191049|15828|0
191049|15831|0
191049|15821|0
191051|16083|0
191051|16062|0
191052|15945|0
191053|16039|0
191054|16842|0
191055|15828|0
191055|15829|0
191057|15436|0
191057|15452|0
191058|16580|0
191058|16583|0
191060|16215|0
191060|16192|0
191061|15828|0
191063|16195|0
191063|16196|0
191064|15388|0
191064|15389|0
191065|15447|0
191065|15437|0
191067|15465|0
191067|15435|0
191067|15420|0
191067|15440|0
191067|15424|0
191068|16854|0
191070|16577|0
191070|16578|0
191070|16580|0
191070|16581|0
191071|15957|0
191071|15961|0
191072|15962|0
191072|15951|0
191073|15821|0
191074|16243|0
191074|16234|0
191074|16011|0
191074|16240|0
191075|16838|0
191075|16840|0
191075|16841|0
191075|15680|0
191078|16661|0
191078|16650|0
191078|16636|0
191079|16663|0
191079|16664|0
191079|16635|0
191079|16638|0
191080|15841|0
191081|15736|0
191082|16839|0
191082|16842|0
191084|15649|0
191084|15633|0
191084|15640|0
191084|15629|0
191084|15648|0
191085|15281|0
191085|15284|0
191086|15827|0
191086|15834|0
191086|15822|0
191087|15842|0
191087|15858|0
191087|15868|0
191087|15837|0
191089|15540|0
191089|15834|0
191090|15831|0
191090|15820|0
191090|15821|0
191091|15835|0
191091|15820|0
191091|15822|0
191092|16193|0
191092|16188|0
191092|16207|0
191093|16145|0
191093|16213|0
191093|16206|0
191094|16212|0
191094|16215|0
191094|16217|0
191094|16191|0
191095|15710|0
191096|15819|0
191098|16662|0
191098|16636|0
191098|16669|0
191098|16638|0
191102|16210|0
191102|15822|0
191102|16191|0
191104|15464|0
191104|15418|0
191105|15834|0
191105|15819|0
191106|15389|0
191106|15390|0
191107|15988|0
191107|15990|0
191107|15467|0
191107|15983|0
191108|15906|0
191108|15911|0
191108|15932|0
191108|15901|0
191109|16658|0
191109|16101|0
191109|15285|0
191110|16072|0
191110|16075|0
191111|16194|0
191111|16203|0
191111|16206|0
191112|15538|0
191112|15541|0
191114|15958|0
191114|15947|0
191114|15948|0
191116|16226|0
191116|16228|0
191116|16229|0
191116|16224|0
191118|16210|0
191118|16197|0
191118|16200|0
191118|16187|0
191119|16226|0
191119|16220|0
191119|16221|0
191119|16223|0
191119|16224|0
191120|16842|0
191123|15794|0
191123|15798|0
191123|15786|0
191123|15776|0
191125|16769|0
191125|15540|0
191125|16790|0
191125|16752|0
191126|16300|0
191126|16301|0
191126|16302|0
191126|16303|0
191127|15825|0
191127|15827|0
191129|15281|0
191129|15282|0
191129|15284|0
191130|16205|0
191132|15393|0
191132|15395|0
191132|15396|0
191132|15397|0
191133|16841|0
191134|16177|0
191134|16178|0
191134|15645|0
191134|16176|0
191135|15825|0
191135|15833|0
191135|15834|0
191135|15824|0
191136|15288|0
191136|15292|0
191137|16612|0
191137|16629|0
191137|16607|0
191138|16214|0
191138|16207|0
191139|15828|0
191139|15821|0
191139|15823|0
191140|15760|0
191141|16664|0
191143|16434|0
191143|16447|0
191143|16432|0
191144|15541|0
191144|15533|0
191144|15534|0
191145|16090|0
191145|16091|0
191145|16092|0
191145|16094|0
191146|15954|0
191146|15948|0
191146|16108|0
191146|15950|0
191147|15825|0
191147|15829|0
191147|15821|0
191147|15824|0
191149|16195|0
191149|16214|0
191149|16198|0
191149|16217|0
191149|16203|0
191152|16848|0
191155|16282|0
191155|16283|0
191156|16053|0
191156|15835|0
191157|16145|0
191157|16146|0
191159|16216|0
191159|16219|0
191159|16189|0
191163|16173|0
191165|16193|0
191165|16197|0
191165|16191|0
191166|16398|0
191166|16399|0
191168|15748|0
191168|15725|0
191168|15744|0
191169|15827|0
191169|15833|0
191169|15820|0
191169|15824|0
191170|15290|0
191170|15291|0
191170|15292|0
191171|16086|0
191172|16091|0
191172|16092|0
191172|16093|0
191172|16094|0
191174|15389|0
191175|16039|0
191176|15820|0
191177|15577|0
191177|15579|0
191179|15825|0
191179|15826|0
191179|15829|0
191179|15830|0
191179|15832|0
191180|15430|0
191180|15417|0
191180|15421|0
191181|16438|0
191181|16439|0
191181|16430|0
191183|15709|0
191184|15955|0
191184|15960|0
191185|15315|0
191185|15317|0
191185|15318|0
191185|15337|0
191186|16172|0
191187|15588|0
191187|15580|0
191187|15583|0
191187|15584|0
191188|15285|0
191188|15286|0
191189|15825|0
191189|15827|0
191189|15829|0
191191|15874|0
191191|15876|0
191191|15880|0
191191|15881|0
191191|15872|0
191193|15764|0
191193|15733|0
191193|15734|0
191193|15742|0
191194|15889|0
191195|16100|0
191195|16103|0
191195|16104|0
191196|15843|0
191196|15844|0
191196|15860|0
191196|15868|0
191200|16225|0
191201|15382|0
191201|15383|0
191201|15386|0
191202|16168|0
191205|15425|0
191205|15460|0
191205|15429|0
191205|16184|0
191205|15464|0
191207|15681|0
191207|16508|0
191207|15680|0
191208|15577|0
191208|15578|0
191208|15579|0
191209|15650|0
191209|15635|0
191209|15639|0
191210|15399|0
191210|15400|0
191210|15392|0
191213|16850|0
191213|16854|0
191213|16855|0
191214|16840|0
191214|16842|0
191214|15772|0
191215|16196|0
191215|16198|0
191215|16189|0
191216|16003|0
191217|16211|0
191217|16191|0
191218|16196|0
191218|16204|0
191218|16188|0
191218|16189|0
191218|16207|0
191219|16212|0
191219|16196|0
191219|16202|0
191220|15830|0
191220|16542|0
191221|16213|0
191221|16214|0
191221|16198|0
191221|16201|0
191221|16189|0
191222|16282|0
191222|16283|0
191223|16201|0
191224|16594|0
191224|16595|0
191224|16597|0
191224|16598|0
191225|16145|0
191225|16146|0
191225|16147|0
191226|16283|0
191227|15832|0
191227|15834|0
191228|16203|0
191228|16187|0
191228|16206|0
191229|15826|0
191229|15820|0
191229|15821|0
191229|15822|0
191230|15728|0
191232|15826|0
191232|15829|0
191232|15832|0
191232|15820|0
191232|15824|0
191233|15829|0
191233|15832|0
191235|15954|0
191237|15779|0
191240|15829|0
191240|15834|0
191240|15819|0
191240|15821|0
191241|16018|0
191241|15820|0
191241|15822|0
191241|15824|0
191244|15827|0
191245|16840|0
191245|16842|0
191245|15627|0
191246|15794|0
191246|15783|0
191246|15772|0
191246|15775|0
191249|15449|0
191249|15418|0
191249|15422|0
191251|15830|0
191251|15820|0
191253|16177|0
191253|16136|0
191253|16168|0
191253|16171|0
191253|16175|0
191255|15825|0
191255|15826|0
191256|16081|0
